"","AG_npp_per_ha_MgC_year","biomass_year1_per_ha_MgC","biomass_year2_per_ha_MgC","number_of_tree_year1","number_of_tree_year2","biomass_year1_std","biomass_year2_std","AG_npp_per_ha_MgC_year_se","plot_code","census1_year","census2_year","above_below_ground_ratio_se","ABG_npp_per_ha_MgC_year","ABG_npp_per_ha_MgC_year_se","BG_npp_per_ha_MgC_year","BG_npp_per_ha_MgC_year_se"
"1",0.0214829160850667,0.920060985454104,0.924078413909704,514,493,0.0455318033349823,0.0457306170715114,0.00554744220887395,"MNG-04","2014","2015",0,0.0259943284629307,0.00671240507273748,0.00451141237786401,0.00116496286386353
"2",-0.0168087720262189,0.920060985454104,0.910143975965385,514,518,0.0460042432471098,0.0455083799032492,0.00547937167152027,"MNG-04","2014","2013",0,-0.0203386141517249,0.00663003972253952,-0.00352984212550598,0.00115066805101926
"3",-0.0179930917731322,0.924078413909704,0.910143975965385,493,518,0.0485797278885244,0.0478471805273643,0.00569686731553374,"MNG-04","2015","2013",0,-0.02177164104549,0.00689320945179582,-0.00377854927235777,0.00119634213626208
