"","species","genus","year","height_final","density","dbh","AG_biomass_MgC","date","ABG_biomass_MgC","BG_biomass_MgC"
"70","gabonensis","Irvingia","2014",7.90503387644582,0.6606522,74,0.00663777741999504,2014-08-26,0.008031710678194,0.00139393325819896
"71","gabonensis","Irvingia","2014",7.33542546467311,0.6606522,63,0.00446438785536737,2014-08-26,0.00540190930499452,0.000937521449627148
"72","gabonensis","Irvingia","2014",5.27603337795375,0.6606522,31,0.000777474999231489,2014-08-26,0.000940744749070102,0.000163269749838613
"73","gabonensis","Irvingia","2014",5.43156752595463,0.6606522,33,0.000907002686487076,2014-08-26,0.00109747325064936,0.000190470564162286
"74","gabonensis","Irvingia","2014",4.90517055810377,0.6606522,26.5,0.000528203617577793,2014-08-26,0.000639126377269129,0.000110922759691336
"75","gabonensis","Irvingia","2014",4.35355238419755,0.6606522,20.5,0.000280547890270701,2014-08-26,0.000339462947227548,5.89150569568472e-05
"76","gabonensis","Irvingia","2014",4.54601612035086,0.6606522,22.5,0.000352899886098779,2014-08-26,0.000427008862179523,7.41089760807436e-05
"77","gabonensis","Irvingia","2014",5.50744296121312,0.6606522,34,0.000976255183100869,2014-08-26,0.00118126877155205,0.000205013588451183
"78","gabonensis","Irvingia","2014",7.25374061291617,0.6606522,61.5,0.00420695400294275,2014-08-26,0.00509041434356072,0.000883460340617977
"79","gabonensis","Irvingia","2014",4.63881433805992,0.6606522,23.5,0.000392824192056075,2014-08-26,0.000475317272387851,8.24930803317758e-05
"80","gabonensis","Irvingia","2014",4.90517055810377,0.6606522,26.5,0.000528203617577793,2014-08-26,0.000639126377269129,0.000110922759691336
"81","gabonensis","Irvingia","2014",4.81826827281139,0.6606522,25.5,0.000480426382445892,2014-08-26,0.000581315922759529,0.000100889540313637
"82","gabonensis","Irvingia","2014",4.77413260057603,0.6606522,25,0.000457540987499398,2014-08-26,0.000553624594874271,9.60836073748735e-05
"83","gabonensis","Irvingia","2014",6.64935647170308,0.6606522,51,0.0026520119631525,2014-08-26,0.00320893447541453,0.000556922512262025
"84","gabonensis","Irvingia","2014",6.6189828933411,0.6606522,50.5,0.00258838888041803,2014-08-26,0.00313195054530582,0.000543561664887786
"85","gabonensis","Irvingia","2014",4.59268522532594,0.6606522,23,0.000372544248734258,2014-08-26,0.000450778540968452,7.82342922341941e-05
"86","gabonensis","Irvingia","2014",6.2084646693444,0.6606522,44,0.00184308378166377,2014-08-26,0.00223013137581317,0.000387047594149392
"87","gabonensis","Irvingia","2014",7.46928597254222,0.6606522,65.5,0.00491379685353864,2014-08-26,0.00594569419278176,0.00103189733924311
"88","gabonensis","Irvingia","2014",4.40257802491125,0.6606522,21,0.00029771530501578,2014-08-26,0.000360235519069094,6.25202140533138e-05
