"","plot_code","tree_tag","dbh_year1","year1","month","day","agC_year1","year2","agC_year2","dbh_year2","AG_npp_per_tree_MgC_year","ABG_npp_per_tree_MgC_year","BG_npp_per_tree_MgC_year"
"1468","MNG-04","176",NA,"2015","6","3",NA,"2013",0.000413746100126684,24,NA,NA,NA
"1469","MNG-04","177",NA,"2015","6","3",NA,"2013",0.000263982961143701,20,NA,NA,NA
"1470","MNG-04","178",NA,"2015","6","3",NA,"2013",0.00112394753568267,36,NA,NA,NA
"1471","MNG-04","179",52,"2015","6","3",0.00278202294051342,"2013",0.00284841917638137,52.5,3.61171774840558e-05,4.37017847557075e-05,7.58460727165171e-06
"1472","MNG-04","180",39,"2015","6","3",0.00136906542503268,"2013",0.00132621008405797,38.5,-2.33117726613527e-05,-2.82072449202368e-05,-4.89547225888407e-06
"1473","MNG-04","181",75,"2015","6","3",0.00686105280283403,"2013",0.00634687915034865,72.6666666666667,-0.000279692076240188,-0.000338427412250627,-5.87353360104394e-05
"1474","MNG-04","182",28.5,"2015","6","3",0.000631950980866259,"2013",0.000631950980866259,28.5,0,0,0
"1475","MNG-04","183",26.5,"2015","6","3",0.000528203617577793,"2013",0.000553107484573744,27,1.35468128964564e-05,1.63916436047123e-05,2.84483070825585e-06
"1476","MNG-04","184",37.5,"2015","6","3",0.00124291700928736,"2013",0.0012841622422887,38,2.24359315133965e-05,2.71474771312098e-05,4.71154561781327e-06
"1477","MNG-04","185",22,"2015","6","3",0.000333884645345585,"2013",0.000352899886098779,22.5,1.03436108419016e-05,1.25157691187009e-05,2.17215827679933e-06
"1478","MNG-04","186",47,"2015","6","3",0.00216843723578348,"2013",0.00216843723578348,47,0,0,0
"1479","MNG-04","187",35,"2015","6","3",0.00104855635013073,"2013",0.00108586313117979,35.5,2.02935545199775e-05,2.45552009691728e-05,4.26164644919528e-06
"1480","MNG-04","188",48,"2015","6","3",0.00228392870861383,"2013",0.00222573781997381,47.5,-3.1653762076912e-05,-3.83010521130636e-05,-6.64729003615153e-06
"1481","MNG-04","189",35.5,"2015","6","3",0.00108586313117979,"2013",0.00108586313117979,35.5,0,0,0
"1482","MNG-04","190",22.5,"2015","6","3",0.000352899886098779,"2013",0.000352899886098779,22.5,0,0,0
"1483","MNG-04","191",68,"2015","6","3",0.00538904714493845,"2013",0.00548723825189811,68.5,5.34124501345374e-05,6.46290646627903e-05,1.12166145282529e-05
"1484","MNG-04","192",84.5,"2015","6","3",0.00920557660444043,"2013",0.00920557660444043,84.5,0,0,0
"1485","MNG-04","408",52.5,"2015","6","3",0.00284841917638137,"2013",0.00258838888041803,50.5,-0.000141447180367541,-0.000171151088244724,-2.97039078771835e-05
"1486","MNG-04","409",21.5,"2015","6","3",0.000315491990362819,"2013",0.000315491990362819,21.5,0,0,0
"1487","MNG-04","410",25,"2015","6","3",0.000457540987499398,"2013",0.000480426382445892,25.5,1.24488362972731e-05,1.50630919197005e-05,2.61425562242736e-06
