sub_plot,plot_code,treatment_code_partitioning,co2ref_ppm_sec,InputD,time,InputF,year,month,day,atmp_mb,measurement_code,replica,collar_number
3,PP1,con_no_lit,575,34,110,0.29,2013,7,11,986,NA,1,NA
3,PP1,con_no_lit,575,34,115,0.28,2013,7,11,986,NA,1,NA
3,PP1,con_no_lit,577,35,120,0.28,2013,7,11,986,NA,1,NA
3,PP1,con_no_lit,578,36,124,0.27,2013,7,11,986,NA,1,NA
3,PP1,con_nor_lit,659,0,0,0,2013,7,12,985,NA,1,NA
3,PP1,con_nor_lit,648,0,4,0,2013,7,12,985,NA,1,NA
3,PP1,con_nor_lit,643,0,9,0,2013,7,12,985,NA,1,NA
3,PP1,con_nor_lit,637,21,14,-1.4,2013,7,12,985,NA,1,NA
3,PP1,con_nor_lit,634,24,19,-1.18,2013,7,12,985,NA,1,NA
3,PP1,con_nor_lit,632,26,24,-1.02,2013,7,12,985,NA,1,NA
3,PP1,con_nor_lit,630,27,28,-0.89,2013,7,12,985,NA,1,NA
3,PP1,con_nor_lit,629,28,33,-0.78,2013,7,12,985,NA,1,NA
3,PP1,con_nor_lit,628,28,38,-0.69,2013,7,12,985,NA,1,NA
3,PP1,con_nor_lit,626,28,43,-0.62,2013,7,12,985,NA,1,NA
3,PP1,con_nor_lit,625,29,48,-0.57,2013,7,12,985,NA,1,NA
3,PP1,con_nor_lit,608,36,52,-0.65,2013,7,12,985,NA,1,NA
3,PP1,con_nor_lit,895,71,57,1.16,2013,7,12,985,NA,1,NA
5,PP1,con_nor_lit,484,0,0,0,2013,7,11,986,NA,1,NA
5,PP1,con_nor_lit,490,0,4,0,2013,7,11,986,NA,1,NA
5,PP1,con_nor_lit,495,0,9,0,2013,7,11,986,NA,1,NA
5,PP1,con_nor_lit,500,15,14,1.01,2013,7,11,986,NA,1,NA
5,PP1,con_nor_lit,504,19,19,0.96,2013,7,11,986,NA,1,NA
5,PP1,con_nor_lit,508,23,24,0.93,2013,7,11,986,NA,1,NA
5,PP1,con_nor_lit,513,28,28,0.92,2013,7,11,986,NA,1,NA
5,PP1,con_nor_lit,517,32,33,0.9,2013,7,11,986,NA,1,NA
5,PP1,con_nor_lit,523,37,38,0.9,2013,7,11,986,NA,1,NA
5,PP1,con_nor_lit,527,41,43,0.9,2013,7,11,986,NA,1,NA
5,PP1,con_nor_lit,531,46,48,0.9,2013,7,11,986,NA,1,NA
5,PP1,con_nor_lit,536,50,52,0.9,2013,7,11,986,NA,1,NA
5,PP1,con_no_lit,426,0,0,0,2013,7,11,986,NA,1,NA
5,PP1,con_no_lit,435,0,4,0,2013,7,11,986,NA,1,NA
5,PP1,con_no_lit,438,0,9,0,2013,7,11,986,NA,1,NA
5,PP1,con_no_lit,441,14,14,0.94,2013,7,11,986,NA,1,NA
5,PP1,con_no_lit,444,17,19,0.84,2013,7,11,986,NA,1,NA
5,PP1,con_no_lit,448,20,24,0.79,2013,7,11,986,NA,1,NA
5,PP1,con_no_lit,451,23,28,0.76,2013,7,11,986,NA,1,NA
5,PP1,con_no_lit,455,26,33,0.74,2013,7,11,986,NA,1,NA
5,PP1,con_no_lit,459,30,38,0.73,2013,7,11,986,NA,1,NA
5,PP1,con_no_lit,463,34,43,0.74,2013,7,11,986,NA,1,NA
5,PP1,con_no_lit,467,38,48,0.74,2013,7,11,986,NA,1,NA
5,PP1,con_no_lit,471,42,52,0.75,2013,7,11,986,NA,1,NA
5,PP1,con_no_lit,475,46,57,0.75,2013,7,11,986,NA,1,NA
5,PP1,con_no_lit,479,50,62,0.75,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,433,0,0,0,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,445,0,4,0,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,452,0,9,0,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,456,22,14,1.43,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,458,23,19,1.17,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,461,25,24,1.01,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,465,28,28,0.92,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,467,30,33,0.84,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,469,31,38,0.78,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,472,33,43,0.73,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,473,35,48,0.68,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,477,37,52,0.66,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,479,38,57,0.63,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,481,40,62,0.61,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,484,42,67,0.59,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,486,44,72,0.58,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,489,46,76,0.57,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,491,49,81,0.56,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,493,51,86,0.55,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,458,0,0,0,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,462,0,4,0,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,467,0,9,0,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,470,11,14,0.77,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,474,15,19,0.75,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,476,18,24,0.71,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,480,21,28,0.69,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,484,24,33,0.69,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,488,28,38,0.7,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,491,32,43,0.7,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,495,35,48,0.7,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,498,39,52,0.69,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,502,42,57,0.69,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,505,46,62,0.69,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,509,49,67,0.69,2013,7,11,986,NA,1,NA
5,PP1,so_no_lit,513,53,72,0.69,2013,7,11,986,NA,1,NA
5,PP1,my_no_lit,493,NA,NA,0.41,2013,NA,11,NA,NA,1,NA
5,PP1,ml,485,0,0,0,2013,7,12,985,NA,1,NA
5,PP1,ml,487,0,4,0,2013,7,12,985,NA,1,NA
5,PP1,ml,482,0,9,0,2013,7,12,984,NA,1,NA
5,PP1,ml,482,4,14,-0.3,2013,7,12,985,NA,1,NA
5,PP1,ml,482,4,19,-0.23,2013,7,12,985,NA,1,NA
5,PP1,ml,482,4,24,-0.18,2013,7,12,985,NA,1,NA
5,PP1,ml,482,4,28,-0.15,2013,7,12,985,NA,1,NA
5,PP1,ml,482,4,33,-0.12,2013,7,12,985,NA,1,NA
5,PP1,ml,482,4,38,-0.1,2013,7,12,985,NA,1,NA
5,PP1,ml,482,3,43,-0.07,2013,7,12,985,NA,1,NA
5,PP1,ml,483,2,48,-0.05,2013,7,12,984,NA,1,NA
5,PP1,ml,483,2,52,-0.04,2013,7,12,985,NA,1,NA
5,PP1,ml,484,1,57,-0.02,2013,7,12,984,NA,1,NA
5,PP1,ml,484,1,62,-0.01,2013,7,12,985,NA,1,NA
5,PP1,ml,484,0,67,-0.01,2013,7,12,985,NA,1,NA
5,PP1,ml,485,0,72,0,2013,7,12,985,NA,1,NA
5,PP1,ml,485,0,76,0,2013,7,12,985,NA,1,NA
5,PP1,ml,486,1,81,0.01,2013,7,12,985,NA,1,NA
5,PP1,ml,487,2,86,0.02,2013,7,12,984,NA,1,NA
5,PP1,ml,489,3,91,0.03,2013,7,12,984,NA,1,NA
5,PP1,ml,489,4,96,0.04,2013,7,12,984,NA,1,NA
5,PP1,ml,490,5,100,0.05,2013,7,12,985,NA,1,NA
5,PP1,ml,492,6,105,0.06,2013,7,12,984,NA,1,NA
5,PP1,ml,493,8,110,0.06,2013,7,12,984,NA,1,NA
5,PP1,ml,493,9,115,0.07,2013,7,12,985,NA,1,NA
5,PP1,ml,495,10,120,0.08,2013,7,12,984,NA,1,NA
5,PP1,ml,496,12,124,0.09,2013,7,12,984,NA,1,NA
11,PP1,con_nor_lit,465,0,0,0,2013,7,11,986,NA,1,NA
11,PP1,con_nor_lit,475,0,4,0,2013,7,11,986,NA,1,NA
11,PP1,con_nor_lit,479,0,9,0,2013,7,11,986,NA,1,NA
11,PP1,con_nor_lit,485,19,14,1.27,2013,7,11,986,NA,1,NA
11,PP1,con_nor_lit,489,23,19,1.15,2013,7,11,986,NA,1,NA
11,PP1,con_nor_lit,493,26,24,1.04,2013,7,11,986,NA,1,NA
11,PP1,con_nor_lit,496,29,28,0.96,2013,7,11,986,NA,1,NA
11,PP1,con_nor_lit,498,31,33,0.87,2013,7,11,986,NA,1,NA
11,PP1,con_nor_lit,500,33,38,0.81,2013,7,11,986,NA,1,NA
11,PP1,con_nor_lit,503,35,43,0.76,2013,7,11,986,NA,1,NA
11,PP1,con_nor_lit,505,36,48,0.72,2013,7,11,986,NA,1,NA
11,PP1,con_nor_lit,505,37,52,0.67,2013,7,11,986,NA,1,NA
11,PP1,con_nor_lit,509,39,57,0.64,2013,7,11,986,NA,1,NA
11,PP1,con_nor_lit,512,41,62,0.62,2013,7,11,986,NA,1,NA
11,PP1,con_nor_lit,516,44,67,0.61,2013,7,11,986,NA,1,NA
11,PP1,con_nor_lit,520,46,72,0.61,2013,7,11,986,NA,1,NA
11,PP1,con_nor_lit,524,50,76,0.61,2013,7,11,986,NA,1,NA
11,PP1,con_no_lit,437,0,0,0,2013,7,11,986,NA,1,NA
11,PP1,con_no_lit,444,0,4,0,2013,7,11,986,NA,1,NA
11,PP1,con_no_lit,448,0,9,0,2013,7,11,986,NA,1,NA
11,PP1,con_no_lit,452,14,14,0.96,2013,7,11,986,NA,1,NA
11,PP1,con_no_lit,455,17,19,0.86,2013,7,11,986,NA,1,NA
11,PP1,con_no_lit,458,20,24,0.81,2013,7,11,986,NA,1,NA
11,PP1,con_no_lit,461,23,28,0.76,2013,7,11,986,NA,1,NA
11,PP1,con_no_lit,465,26,33,0.75,2013,7,11,986,NA,1,NA
11,PP1,con_no_lit,469,30,38,0.73,2013,7,11,986,NA,1,NA
11,PP1,con_no_lit,472,33,43,0.72,2013,7,11,986,NA,1,NA
11,PP1,con_no_lit,475,36,48,0.71,2013,7,11,986,NA,1,NA
11,PP1,con_no_lit,479,39,52,0.7,2013,7,11,986,NA,1,NA
11,PP1,con_no_lit,482,42,57,0.69,2013,7,11,986,NA,1,NA
11,PP1,con_no_lit,485,45,62,0.69,2013,7,11,986,NA,1,NA
11,PP1,con_no_lit,488,48,67,0.68,2013,7,11,986,NA,1,NA
11,PP1,con_no_lit,491,51,72,0.67,2013,7,11,986,NA,1,NA
11,PP1,my_no_lit,489,0,0,0,2013,7,11,986,NA,1,NA
11,PP1,my_no_lit,509,0,4,0,2013,7,11,986,NA,1,NA
11,PP1,my_no_lit,519,0,9,0,2013,7,11,986,NA,1,NA
11,PP1,my_no_lit,525,35,14,2.3,2013,7,11,986,NA,1,NA
11,PP1,my_no_lit,529,38,19,1.9,2013,7,11,986,NA,1,NA
11,PP1,my_no_lit,535,42,24,1.66,2013,7,11,986,NA,1,NA
11,PP1,my_no_lit,540,46,28,1.51,2013,7,11,986,NA,1,NA
11,PP1,my_no_lit,545,50,33,1.4,2013,7,11,986,NA,1,NA
11,PP1,so_no_lit,417,0,0,0,2013,7,12,984,NA,1,NA
11,PP1,so_no_lit,422,0,4,0,2013,7,12,984,NA,1,NA
11,PP1,so_no_lit,449,0,9,0,2013,7,12,984,NA,1,NA
11,PP1,so_no_lit,462,48,14,3.18,2013,7,12,984,NA,1,NA
11,PP1,so_no_lit,467,56,19,2.73,2013,7,12,984,NA,1,NA
11,PP1,ml,457,0,0,0,2013,7,12,985,NA,1,NA
11,PP1,ml,434,0,4,0,2013,7,12,984,NA,1,NA
11,PP1,ml,436,0,9,0,2013,7,12,984,NA,1,NA
11,PP1,ml,436,17,14,-1.16,2013,7,12,984,NA,1,NA
11,PP1,ml,437,14,19,-0.71,2013,7,12,985,NA,1,NA
11,PP1,ml,438,11,24,-0.45,2013,7,12,984,NA,1,NA
11,PP1,ml,439,8,28,-0.29,2013,7,12,984,NA,1,NA
11,PP1,ml,439,7,33,-0.2,2013,7,12,985,NA,1,NA
11,PP1,ml,439,5,38,-0.14,2013,7,12,984,NA,1,NA
11,PP1,ml,441,4,43,-0.09,2013,7,12,984,NA,1,NA
11,PP1,ml,441,3,48,-0.06,2013,7,12,984,NA,1,NA
11,PP1,ml,441,2,52,-0.03,2013,7,12,984,NA,1,NA
11,PP1,ml,441,1,57,-0.02,2013,7,12,984,NA,1,NA
11,PP1,ml,441,0,62,0,2013,7,12,984,NA,1,NA
11,PP1,ml,442,0,67,0,2013,7,12,984,NA,1,NA
11,PP1,ml,443,1,72,0.01,2013,7,12,984,NA,1,NA
11,PP1,ml,443,2,76,0.02,2013,7,12,984,NA,1,NA
11,PP1,ml,444,2,81,0.03,2013,7,12,984,NA,1,NA
11,PP1,ml,445,3,86,0.04,2013,7,12,984,NA,1,NA
11,PP1,ml,446,4,91,0.04,2013,7,12,984,NA,1,NA
11,PP1,ml,447,5,96,0.05,2013,7,12,984,NA,1,NA
11,PP1,ml,447,6,100,0.06,2013,7,12,984,NA,1,NA
11,PP1,ml,449,7,105,0.06,2013,7,12,984,NA,1,NA
11,PP1,ml,450,8,110,0.07,2013,7,12,984,NA,1,NA
11,PP1,ml,450,9,115,0.08,2013,7,12,985,NA,1,NA
11,PP1,ml,452,10,120,0.08,2013,7,12,984,NA,1,NA
11,PP1,ml,452,12,124,0.09,2013,7,12,984,NA,1,NA
13,PP1,con_nor_lit,533,0,0,0,2013,7,11,986,NA,1,NA
13,PP1,con_nor_lit,540,0,4,0,2013,7,11,986,NA,1,NA
13,PP1,con_nor_lit,545,0,9,0,2013,7,11,986,NA,1,NA
13,PP1,con_nor_lit,549,15,14,1.03,2013,7,11,986,NA,1,NA
13,PP1,con_nor_lit,553,19,19,0.95,2013,7,11,986,NA,1,NA
13,PP1,con_nor_lit,557,23,24,0.9,2013,7,11,986,NA,1,NA
13,PP1,con_nor_lit,561,26,28,0.87,2013,7,11,986,NA,1,NA
13,PP1,con_nor_lit,564,29,33,0.83,2013,7,11,986,NA,1,NA
13,PP1,con_nor_lit,568,33,38,0.81,2013,7,11,986,NA,1,NA
13,PP1,con_nor_lit,573,37,43,0.81,2013,7,11,986,NA,1,NA
13,PP1,con_nor_lit,578,41,48,0.82,2013,7,11,986,NA,1,NA
13,PP1,con_nor_lit,581,45,52,0.81,2013,7,11,986,NA,1,NA
13,PP1,con_nor_lit,584,49,57,0.8,2013,7,11,986,NA,1,NA
13,PP1,con_nor_lit,588,53,62,0.8,2013,7,11,986,NA,1,NA
13,PP1,so_no_lit,441,0,0,0,2013,7,11,986,NA,1,NA
13,PP1,so_no_lit,451,0,4,0,2013,7,11,986,NA,1,NA
13,PP1,so_no_lit,458,0,9,0,2013,7,11,986,NA,1,NA
13,PP1,so_no_lit,462,21,14,1.4,2013,7,11,986,NA,1,NA
13,PP1,so_no_lit,468,26,19,1.28,2013,7,11,986,NA,1,NA
13,PP1,so_no_lit,473,30,24,1.21,2013,7,11,986,NA,1,NA
13,PP1,so_no_lit,477,35,28,1.14,2013,7,11,986,NA,1,NA
13,PP1,so_no_lit,482,39,33,1.09,2013,7,11,986,NA,1,NA
13,PP1,so_no_lit,487,43,38,1.06,2013,7,11,986,NA,1,NA
13,PP1,so_no_lit,491,47,43,1.03,2013,7,11,986,NA,1,NA
13,PP1,so_no_lit,495,51,48,1,2013,7,11,986,NA,1,NA
13,PP1,con_no_lit,426,0,0,0,2013,7,11,986,NA,1,NA
13,PP1,con_no_lit,433,0,4,0,2013,7,11,986,NA,1,NA
13,PP1,con_no_lit,437,0,9,0,2013,7,11,986,NA,1,NA
13,PP1,con_no_lit,439,13,14,0.87,2013,7,11,986,NA,1,NA
13,PP1,con_no_lit,442,15,19,0.75,2013,7,11,986,NA,1,NA
13,PP1,con_no_lit,445,18,24,0.7,2013,7,11,986,NA,1,NA
13,PP1,con_no_lit,448,20,28,0.67,2013,7,11,986,NA,1,NA
13,PP1,con_no_lit,451,23,33,0.65,2013,7,11,986,NA,1,NA
13,PP1,con_no_lit,454,26,38,0.64,2013,7,11,986,NA,1,NA
13,PP1,con_no_lit,458,29,43,0.64,2013,7,11,986,NA,1,NA
13,PP1,con_no_lit,462,33,48,0.64,2013,7,11,986,NA,1,NA
13,PP1,con_no_lit,465,36,52,0.65,2013,7,11,986,NA,1,NA
13,PP1,con_no_lit,469,40,57,0.65,2013,7,11,986,NA,1,NA
13,PP1,con_no_lit,473,44,62,0.66,2013,7,11,986,NA,1,NA
13,PP1,con_no_lit,478,48,67,0.67,2013,7,11,986,NA,1,NA
13,PP1,con_no_lit,482,52,72,0.69,2013,7,11,986,NA,1,NA
13,PP1,ml,449,0,0,0,2013,7,11,986,NA,1,NA
13,PP1,ml,456,0,4,0,2013,7,11,986,NA,1,NA
13,PP1,ml,459,0,9,0,2013,7,11,986,NA,1,NA
13,PP1,ml,463,13,14,0.86,2013,7,11,986,NA,1,NA
13,PP1,ml,466,16,19,0.79,2013,7,11,986,NA,1,NA
13,PP1,ml,470,19,24,0.75,2013,7,11,986,NA,1,NA
13,PP1,ml,473,22,28,0.73,2013,7,11,986,NA,1,NA
13,PP1,ml,476,25,33,0.71,2013,7,11,986,NA,1,NA
13,PP1,ml,480,28,38,0.7,2013,7,11,986,NA,1,NA
13,PP1,ml,484,32,43,0.7,2013,7,11,986,NA,1,NA
13,PP1,ml,487,35,48,0.69,2013,7,11,986,NA,1,NA
13,PP1,ml,490,39,52,0.69,2013,7,11,986,NA,1,NA
13,PP1,ml,494,42,57,0.69,2013,7,11,986,NA,1,NA
13,PP1,ml,498,46,62,0.69,2013,7,11,986,NA,1,NA
13,PP1,ml,502,50,67,0.7,2013,7,11,986,NA,1,NA
13,PP1,my_no_lit,475,0,0,0,2013,7,12,984,NA,1,NA
13,PP1,my_no_lit,476,0,4,0,2013,7,12,984,NA,1,NA
13,PP1,my_no_lit,471,0,9,0,2013,7,12,984,NA,1,NA
13,PP1,my_no_lit,471,4,14,-0.31,2013,7,12,984,NA,1,NA
13,PP1,my_no_lit,472,4,19,-0.22,2013,7,12,984,NA,1,NA
13,PP1,my_no_lit,472,4,24,-0.16,2013,7,12,984,NA,1,NA
13,PP1,my_no_lit,459,0,0,0,2013,7,12,984,NA,1,NA
13,PP1,my_no_lit,460,0,4,0,2013,7,12,984,NA,1,NA
13,PP1,my_no_lit,464,0,9,0,2013,7,12,984,NA,1,NA
13,PP1,my_no_lit,469,10,14,0.66,2013,7,12,984,NA,1,NA
13,PP1,my_no_lit,473,14,19,0.72,2013,7,12,984,NA,1,NA
13,PP1,my_no_lit,479,20,24,0.79,2013,7,12,984,NA,1,NA
13,PP1,my_no_lit,483,25,28,0.82,2013,7,12,984,NA,1,NA
13,PP1,my_no_lit,489,30,33,0.86,2013,7,12,984,NA,1,NA
13,PP1,my_no_lit,493,35,38,0.87,2013,7,12,984,NA,1,NA
13,PP1,my_no_lit,498,40,43,0.88,2013,7,12,984,NA,1,NA
13,PP1,my_no_lit,503,46,48,0.9,2013,7,12,984,NA,1,NA
13,PP1,my_no_lit,509,51,52,0.91,2013,7,12,984,NA,1,NA
15,PP1,con_nor_lit,526,0,0,0,2013,7,11,986,NA,1,NA
15,PP1,con_nor_lit,529,0,4,0,2013,7,11,986,NA,1,NA
15,PP1,con_nor_lit,533,0,9,0,2013,7,11,986,NA,1,NA
15,PP1,con_nor_lit,536,10,14,0.7,2013,7,11,986,NA,1,NA
15,PP1,con_nor_lit,540,14,19,0.69,2013,7,11,986,NA,1,NA
15,PP1,con_nor_lit,542,17,24,0.67,2013,7,11,986,NA,1,NA
15,PP1,con_nor_lit,546,20,28,0.66,2013,7,11,986,NA,1,NA
15,PP1,con_nor_lit,549,23,33,0.65,2013,7,11,987,NA,1,NA
15,PP1,con_nor_lit,554,27,38,0.66,2013,7,11,986,NA,1,NA
15,PP1,con_nor_lit,556,30,43,0.66,2013,7,11,986,NA,1,NA
15,PP1,con_nor_lit,560,34,48,0.67,2013,7,11,986,NA,1,NA
15,PP1,con_nor_lit,564,37,52,0.67,2013,7,11,987,NA,1,NA
15,PP1,con_nor_lit,569,42,57,0.68,2013,7,11,986,NA,1,NA
15,PP1,con_nor_lit,572,45,62,0.68,2013,7,11,987,NA,1,NA
15,PP1,con_nor_lit,576,49,67,0.69,2013,7,11,987,NA,1,NA
15,PP1,con_nor_lit,578,53,72,0.69,2013,7,11,987,NA,1,NA
15,PP1,ml,503,0,0,0,2013,7,11,986,NA,1,NA
15,PP1,ml,509,0,4,0,2013,7,11,987,NA,1,NA
15,PP1,ml,514,0,9,0,2013,7,11,986,NA,1,NA
15,PP1,ml,516,13,14,0.85,2013,7,11,987,NA,1,NA
15,PP1,ml,520,16,19,0.8,2013,7,11,986,NA,1,NA
15,PP1,ml,523,19,24,0.75,2013,7,11,986,NA,1,NA
15,PP1,ml,526,22,28,0.72,2013,7,11,986,NA,1,NA
15,PP1,ml,529,25,33,0.7,2013,7,11,986,NA,1,NA
15,PP1,ml,532,27,38,0.67,2013,7,11,986,NA,1,NA
15,PP1,ml,535,30,43,0.66,2013,7,11,986,NA,1,NA
15,PP1,ml,538,33,48,0.65,2013,7,11,986,NA,1,NA
15,PP1,ml,542,36,52,0.65,2013,7,11,986,NA,1,NA
15,PP1,ml,545,39,57,0.64,2013,7,11,986,NA,1,NA
15,PP1,ml,548,42,62,0.64,2013,7,11,986,NA,1,NA
15,PP1,ml,552,45,67,0.64,2013,7,11,986,NA,1,NA
15,PP1,ml,555,49,72,0.64,2013,7,11,986,NA,1,NA
15,PP1,ml,558,52,76,0.63,2013,7,11,986,NA,1,NA
15,PP1,so_no_lit,549,0,0,0,2013,7,11,986,NA,1,NA
15,PP1,so_no_lit,554,0,4,0,2013,7,11,986,NA,1,NA
15,PP1,so_no_lit,559,0,9,0,2013,7,11,986,NA,1,NA
15,PP1,so_no_lit,564,15,14,0.98,2013,7,11,986,NA,1,NA
15,PP1,so_no_lit,568,18,19,0.92,2013,7,11,986,NA,1,NA
15,PP1,so_no_lit,572,23,24,0.9,2013,7,11,986,NA,1,NA
15,PP1,so_no_lit,577,27,28,0.89,2013,7,11,986,NA,1,NA
15,PP1,so_no_lit,581,31,33,0.87,2013,7,11,987,NA,1,NA
15,PP1,so_no_lit,585,35,38,0.87,2013,7,11,987,NA,1,NA
15,PP1,so_no_lit,591,40,43,0.88,2013,7,11,986,NA,1,NA
15,PP1,so_no_lit,595,45,48,0.89,2013,7,11,987,NA,1,NA
15,PP1,so_no_lit,600,50,52,0.89,2013,7,11,986,NA,1,NA
15,PP1,con_no_lit,510,0,0,0,2013,7,12,985,NA,1,NA
15,PP1,con_no_lit,510,0,4,0,2013,7,12,985,NA,1,NA
15,PP1,con_no_lit,510,0,9,0,2013,7,12,985,NA,1,NA
15,PP1,con_no_lit,510,0,14,-0.01,2013,7,12,985,NA,1,NA
15,PP1,con_no_lit,510,0,19,0,2013,7,12,985,NA,1,NA
15,PP1,con_no_lit,510,0,24,0,2013,7,12,985,NA,1,NA
15,PP1,con_no_lit,510,0,28,0,2013,7,12,985,NA,1,NA
15,PP1,con_no_lit,510,0,33,-0.01,2013,7,12,985,NA,1,NA
15,PP1,con_no_lit,510,0,38,-0.01,2013,7,12,985,NA,1,NA
15,PP1,con_no_lit,510,0,43,0,2013,7,12,985,NA,1,NA
15,PP1,con_no_lit,510,0,48,0,2013,7,12,985,NA,1,NA
15,PP1,con_no_lit,510,0,52,0,2013,7,12,985,NA,1,NA
15,PP1,con_no_lit,510,0,57,0,2013,7,12,985,NA,1,NA
15,PP1,con_no_lit,510,0,62,0,2013,7,12,985,NA,1,NA
15,PP1,con_no_lit,510,0,67,0,2013,7,12,985,NA,1,NA
15,PP1,con_no_lit,510,0,72,0,2013,7,12,985,NA,1,NA
15,PP1,con_no_lit,510,0,76,0,2013,7,12,985,NA,1,NA
15,PP1,con_no_lit,497,4,81,-0.04,2013,7,12,985,NA,1,NA
15,PP1,con_no_lit,535,3,86,0.03,2013,7,12,985,NA,1,NA
15,PP1,con_no_lit,536,9,91,0.1,2013,7,12,985,NA,1,NA
15,PP1,con_no_lit,538,15,96,0.15,2013,7,12,985,NA,1,NA
15,PP1,con_no_lit,540,21,100,0.19,2013,7,12,985,NA,1,NA
15,PP1,con_no_lit,543,26,105,0.23,2013,7,12,985,NA,1,NA
15,PP1,con_no_lit,544,30,110,0.25,2013,7,12,985,NA,1,NA
15,PP1,con_no_lit,545,34,115,0.28,2013,7,12,985,NA,1,NA
15,PP1,con_no_lit,545,37,120,0.29,2013,7,12,985,NA,1,NA
15,PP1,con_no_lit,544,40,124,0.3,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,435,0,0,0,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,438,0,4,0,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,440,0,9,0,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,442,6,14,0.43,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,444,8,19,0.43,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,446,10,24,0.42,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,448,12,28,0.42,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,450,14,33,0.41,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,452,16,38,0.41,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,454,18,43,0.4,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,455,20,48,0.39,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,457,21,52,0.39,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,458,23,57,0.38,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,459,24,62,0.37,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,461,25,67,0.36,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,462,27,72,0.35,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,463,28,76,0.34,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,465,29,81,0.33,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,466,30,86,0.33,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,468,31,91,0.32,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,469,33,96,0.32,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,471,34,100,0.32,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,473,36,105,0.32,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,475,37,110,0.31,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,477,39,115,0.32,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,479,41,120,0.32,2013,7,12,985,NA,1,NA
15,PP1,my_no_lit,481,43,124,0.32,2013,7,12,985,NA,1,NA
21,PP1,ml,708,0,0,0,2013,7,11,986,NA,1,NA
21,PP1,ml,703,0,4,0,2013,7,11,986,NA,1,NA
21,PP1,ml,701,0,9,0,2013,7,11,986,NA,1,NA
21,PP1,ml,702,6,14,-0.42,2013,7,11,986,NA,1,NA
21,PP1,ml,703,4,19,-0.22,2013,7,11,986,NA,1,NA
21,PP1,ml,704,2,24,-0.1,2013,7,11,986,NA,1,NA
