sub_plot,plot_code,treatment_code_partitioning,co2ref_ppm_sec,InputD,time,InputF,year,month,day,atmp_mb,measurement_code,replica,collar_number
11,PP1,ml,440,25,57,0.41,2014,1,28,985,NA,1,NA
11,PP1,ml,443,28,62,0.42,2014,1,28,985,NA,1,NA
11,PP1,ml,446,30,67,0.43,2014,1,28,985,NA,1,NA
11,PP1,ml,448,33,72,0.44,2014,1,28,985,NA,1,NA
11,PP1,ml,451,36,76,0.44,2014,1,28,985,NA,1,NA
11,PP1,ml,454,39,81,0.45,2014,1,28,985,NA,1,NA
11,PP1,ml,457,42,86,0.46,2014,1,28,985,NA,1,NA
11,PP1,ml,459,45,91,0.46,2014,1,28,985,NA,1,NA
11,PP1,ml,462,48,96,0.47,2014,1,28,985,NA,1,NA
11,PP1,ml,465,51,100,0.47,2014,1,28,985,NA,1,NA
21,PP1,con_nor_lit,424,0,0,0,2014,1,28,985,NA,1,NA
21,PP1,con_nor_lit,427,0,4,0,2014,1,28,985,NA,1,NA
21,PP1,con_nor_lit,430,0,9,0,2014,1,28,985,NA,1,NA
21,PP1,con_nor_lit,433,8,14,0.53,2014,1,28,985,NA,1,NA
21,PP1,con_nor_lit,435,10,19,0.52,2014,1,28,985,NA,1,NA
21,PP1,con_nor_lit,438,13,24,0.53,2014,1,28,985,NA,1,NA
21,PP1,con_nor_lit,441,16,28,0.53,2014,1,28,985,NA,1,NA
21,PP1,con_nor_lit,444,19,33,0.53,2014,1,28,985,NA,1,NA
21,PP1,con_nor_lit,446,21,38,0.53,2014,1,28,985,NA,1,NA
21,PP1,con_nor_lit,448,24,43,0.52,2014,1,28,985,NA,1,NA
21,PP1,con_nor_lit,451,26,48,0.52,2014,1,28,985,NA,1,NA
21,PP1,con_nor_lit,453,29,52,0.51,2014,1,28,985,NA,1,NA
21,PP1,con_nor_lit,455,31,57,0.5,2014,1,28,985,NA,1,NA
21,PP1,con_nor_lit,458,33,62,0.5,2014,1,28,985,NA,1,NA
21,PP1,con_nor_lit,460,35,67,0.49,2014,1,28,985,NA,1,NA
21,PP1,con_nor_lit,463,38,72,0.49,2014,1,28,985,NA,1,NA
21,PP1,con_nor_lit,465,40,76,0.49,2014,1,28,985,NA,1,NA
21,PP1,con_nor_lit,468,43,81,0.49,2014,1,28,985,NA,1,NA
21,PP1,con_nor_lit,471,45,86,0.49,2014,1,28,985,NA,1,NA
21,PP1,con_nor_lit,473,48,91,0.49,2014,1,28,985,NA,1,NA
21,PP1,con_nor_lit,476,50,96,0.49,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,423,0,0,0,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,430,0,4,0,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,432,0,9,0,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,434,10,14,0.69,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,436,12,19,0.58,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,437,13,24,0.51,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,439,14,28,0.46,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,440,15,33,0.42,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,442,16,38,0.4,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,444,17,43,0.38,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,445,19,48,0.37,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,447,20,52,0.36,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,449,22,57,0.36,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,450,23,62,0.35,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,452,25,67,0.35,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,454,26,72,0.34,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,456,28,76,0.34,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,457,30,81,0.34,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,459,31,86,0.34,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,461,33,91,0.34,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,463,35,96,0.34,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,464,36,100,0.34,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,466,38,105,0.34,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,468,40,110,0.34,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,469,41,115,0.34,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,471,43,120,0.34,2014,1,28,985,NA,1,NA
21,PP1,con_no_lit,473,45,124,0.33,2014,1,28,985,NA,1,NA
21,PP1,so_no_lit,420,0,0,0,2014,1,28,985,NA,1,NA
21,PP1,so_no_lit,422,0,4,0,2014,1,28,985,NA,1,NA
21,PP1,so_no_lit,424,0,9,0,2014,1,28,985,NA,1,NA
21,PP1,so_no_lit,426,5,14,0.35,2014,1,28,985,NA,1,NA
21,PP1,so_no_lit,428,7,19,0.36,2014,1,28,985,NA,1,NA
21,PP1,so_no_lit,430,9,24,0.36,2014,1,28,985,NA,1,NA
21,PP1,so_no_lit,432,11,28,0.37,2014,1,28,985,NA,1,NA
21,PP1,so_no_lit,434,13,33,0.37,2014,1,28,985,NA,1,NA
21,PP1,so_no_lit,436,15,38,0.38,2014,1,28,985,NA,1,NA
21,PP1,so_no_lit,437,17,43,0.37,2014,1,28,986,NA,1,NA
21,PP1,so_no_lit,440,19,48,0.38,2014,1,28,985,NA,1,NA
21,PP1,so_no_lit,442,21,52,0.38,2014,1,28,985,NA,1,NA
21,PP1,so_no_lit,444,23,57,0.38,2014,1,28,985,NA,1,NA
21,PP1,so_no_lit,447,26,62,0.39,2014,1,28,985,NA,1,NA
21,PP1,so_no_lit,449,28,67,0.39,2014,1,28,985,NA,1,NA
21,PP1,so_no_lit,451,30,72,0.4,2014,1,28,985,NA,1,NA
21,PP1,so_no_lit,453,32,76,0.4,2014,1,28,985,NA,1,NA
21,PP1,so_no_lit,456,35,81,0.4,2014,1,28,985,NA,1,NA
21,PP1,so_no_lit,458,37,86,0.4,2014,1,28,985,NA,1,NA
21,PP1,so_no_lit,460,39,91,0.4,2014,1,28,985,NA,1,NA
21,PP1,so_no_lit,462,41,96,0.41,2014,1,28,985,NA,1,NA
21,PP1,so_no_lit,464,44,100,0.41,2014,1,28,985,NA,1,NA
21,PP1,so_no_lit,467,46,105,0.41,2014,1,28,985,NA,1,NA
21,PP1,so_no_lit,469,48,110,0.41,2014,1,28,985,NA,1,NA
21,PP1,so_no_lit,471,51,115,0.41,2014,1,28,985,NA,1,NA
21,PP1,my_no_lit,411,0,0,0,2014,1,28,985,NA,1,NA
21,PP1,my_no_lit,416,0,4,0,2014,1,28,985,NA,1,NA
21,PP1,my_no_lit,421,0,9,0,2014,1,28,985,NA,1,NA
21,PP1,my_no_lit,425,13,14,0.91,2014,1,28,985,NA,1,NA
21,PP1,my_no_lit,429,18,19,0.88,2014,1,28,985,NA,1,NA
21,PP1,my_no_lit,433,21,24,0.85,2014,1,28,985,NA,1,NA
21,PP1,my_no_lit,437,25,28,0.83,2014,1,28,985,NA,1,NA
21,PP1,my_no_lit,441,29,33,0.81,2014,1,28,985,NA,1,NA
21,PP1,my_no_lit,444,32,38,0.79,2014,1,28,986,NA,1,NA
21,PP1,my_no_lit,449,36,43,0.79,2014,1,28,985,NA,1,NA
21,PP1,my_no_lit,452,40,48,0.78,2014,1,28,985,NA,1,NA
21,PP1,my_no_lit,456,43,52,0.78,2014,1,28,985,NA,1,NA
21,PP1,my_no_lit,459,47,57,0.77,2014,1,28,985,NA,1,NA
21,PP1,my_no_lit,463,50,62,0.76,2014,1,28,985,NA,1,NA
21,PP1,ml,441,0,0,0,2014,1,28,985,NA,1,NA
21,PP1,ml,443,0,4,0,2014,1,28,985,NA,1,NA
21,PP1,ml,444,0,9,0,2014,1,28,985,NA,1,NA
21,PP1,ml,446,4,14,0.29,2014,1,28,985,NA,1,NA
21,PP1,ml,447,5,19,0.28,2014,1,28,985,NA,1,NA
21,PP1,ml,448,7,24,0.27,2014,1,28,985,NA,1,NA
21,PP1,ml,450,8,28,0.27,2014,1,28,985,NA,1,NA
21,PP1,ml,452,10,33,0.29,2014,1,28,985,NA,1,NA
21,PP1,ml,454,12,38,0.3,2014,1,28,985,NA,1,NA
21,PP1,ml,456,14,43,0.31,2014,1,28,985,NA,1,NA
21,PP1,ml,459,16,48,0.33,2014,1,28,985,NA,1,NA
21,PP1,ml,461,19,52,0.34,2014,1,28,985,NA,1,NA
21,PP1,ml,464,22,57,0.35,2014,1,28,985,NA,1,NA
21,PP1,ml,466,24,62,0.37,2014,1,28,985,NA,1,NA
21,PP1,ml,469,27,67,0.38,2014,1,28,985,NA,1,NA
21,PP1,ml,472,30,72,0.39,2014,1,28,985,NA,1,NA
21,PP1,ml,475,33,76,0.4,2014,1,28,985,NA,1,NA
21,PP1,ml,477,36,81,0.41,2014,1,28,985,NA,1,NA
21,PP1,ml,480,39,86,0.42,2014,1,28,985,NA,1,NA
21,PP1,ml,483,42,91,0.43,2014,1,28,985,NA,1,NA
21,PP1,ml,486,45,96,0.44,2014,1,28,985,NA,1,NA
21,PP1,ml,489,48,100,0.44,2014,1,28,985,NA,1,NA
21,PP1,ml,492,51,105,0.45,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,494,0,0,0,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,493,0,4,0,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,494,0,9,0,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,495,1,14,0.07,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,496,2,19,0.1,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,497,3,24,0.13,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,498,4,28,0.15,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,499,6,33,0.17,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,501,7,38,0.18,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,502,9,43,0.2,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,503,10,48,0.2,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,505,12,52,0.21,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,506,13,57,0.22,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,507,14,62,0.22,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,509,16,67,0.22,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,510,17,72,0.23,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,511,19,76,0.23,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,513,20,81,0.23,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,514,22,86,0.24,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,516,23,91,0.24,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,517,25,96,0.24,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,518,26,100,0.24,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,520,27,105,0.24,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,521,29,110,0.24,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,523,30,115,0.25,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,524,32,120,0.25,2014,1,28,985,NA,1,NA
23,PP1,con_nor_lit,525,33,124,0.25,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,452,0,0,0,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,464,0,4,0,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,469,0,9,0,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,472,19,14,1.25,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,474,20,19,1,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,475,21,24,0.83,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,477,22,28,0.71,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,479,22,33,0.63,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,480,23,38,0.57,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,482,24,43,0.53,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,484,25,48,0.5,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,485,26,52,0.47,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,487,27,57,0.45,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,488,28,62,0.43,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,490,30,67,0.41,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,492,31,72,0.4,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,493,32,76,0.39,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,495,34,81,0.39,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,497,35,86,0.38,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,499,36,91,0.37,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,501,38,96,0.37,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,502,40,100,0.37,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,504,41,105,0.37,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,506,43,110,0.36,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,508,44,115,0.36,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,509,46,120,0.36,2014,1,28,985,NA,1,NA
23,PP1,con_no_lit,510,47,124,0.36,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,503,0,0,0,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,501,0,4,0,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,502,0,9,0,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,503,0,14,-0.02,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,504,0,19,0.04,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,504,2,24,0.07,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,506,3,28,0.11,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,507,4,33,0.13,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,508,6,38,0.15,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,510,7,43,0.16,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,511,9,48,0.18,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,513,11,52,0.19,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,514,12,57,0.2,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,516,14,62,0.22,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,518,16,67,0.23,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,520,18,72,0.24,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,522,20,76,0.25,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,524,22,81,0.25,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,526,24,86,0.26,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,528,26,91,0.27,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,530,29,96,0.28,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,532,31,100,0.29,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,534,33,105,0.29,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,536,35,110,0.3,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,538,37,115,0.3,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,540,39,120,0.31,2014,1,28,985,NA,1,NA
23,PP1,so_no_lit,541,42,124,0.31,2014,1,28,985,NA,1,NA
23,PP1,my_no_lit,462,0,0,0,2014,1,28,985,NA,1,NA
23,PP1,my_no_lit,468,0,4,0,2014,1,28,985,NA,1,NA
23,PP1,my_no_lit,471,0,9,0,2014,1,28,985,NA,1,NA
23,PP1,my_no_lit,474,11,14,0.76,2014,1,28,985,NA,1,NA
23,PP1,my_no_lit,476,13,19,0.67,2014,1,28,985,NA,1,NA
23,PP1,my_no_lit,478,15,24,0.61,2014,1,28,985,NA,1,NA
23,PP1,my_no_lit,480,17,28,0.56,2014,1,28,985,NA,1,NA
23,PP1,my_no_lit,483,19,33,0.53,2014,1,28,985,NA,1,NA
23,PP1,my_no_lit,485,21,38,0.51,2014,1,28,985,NA,1,NA
23,PP1,my_no_lit,488,23,43,0.51,2014,1,28,985,NA,1,NA
23,PP1,my_no_lit,490,25,48,0.5,2014,1,28,985,NA,1,NA
23,PP1,my_no_lit,492,27,52,0.49,2014,1,28,985,NA,1,NA
23,PP1,my_no_lit,495,30,57,0.49,2014,1,28,985,NA,1,NA
23,PP1,my_no_lit,497,32,62,0.48,2014,1,28,985,NA,1,NA
23,PP1,my_no_lit,499,34,67,0.48,2014,1,28,985,NA,1,NA
23,PP1,my_no_lit,502,36,72,0.48,2014,1,28,985,NA,1,NA
23,PP1,my_no_lit,504,39,76,0.47,2014,1,28,985,NA,1,NA
23,PP1,my_no_lit,507,41,81,0.47,2014,1,28,985,NA,1,NA
23,PP1,my_no_lit,509,43,86,0.47,2014,1,28,985,NA,1,NA
23,PP1,my_no_lit,512,46,91,0.47,2014,1,28,985,NA,1,NA
23,PP1,my_no_lit,515,49,96,0.47,2014,1,28,985,NA,1,NA
23,PP1,my_no_lit,517,51,100,0.48,2014,1,28,985,NA,1,NA
23,PP1,ml,472,0,0,0,2014,1,28,985,NA,1,NA
23,PP1,ml,482,0,4,0,2014,1,28,985,NA,1,NA
23,PP1,ml,486,0,9,0,2014,1,28,985,NA,1,NA
23,PP1,ml,488,15,14,1.03,2014,1,28,985,NA,1,NA
23,PP1,ml,490,17,19,0.83,2014,1,28,985,NA,1,NA
23,PP1,ml,493,18,24,0.73,2014,1,28,985,NA,1,NA
23,PP1,ml,495,20,28,0.65,2014,1,28,985,NA,1,NA
23,PP1,ml,497,21,33,0.6,2014,1,28,985,NA,1,NA
23,PP1,ml,499,23,38,0.57,2014,1,28,985,NA,1,NA
23,PP1,ml,501,24,43,0.54,2014,1,28,985,NA,1,NA
23,PP1,ml,503,26,48,0.52,2014,1,28,985,NA,1,NA
23,PP1,ml,505,28,52,0.5,2014,1,28,985,NA,1,NA
23,PP1,ml,508,30,57,0.49,2014,1,28,985,NA,1,NA
23,PP1,ml,510,32,62,0.48,2014,1,28,985,NA,1,NA
23,PP1,ml,512,34,67,0.47,2014,1,28,985,NA,1,NA
23,PP1,ml,514,36,72,0.47,2014,1,28,985,NA,1,NA
23,PP1,ml,516,38,76,0.46,2014,1,28,985,NA,1,NA
23,PP1,ml,519,40,81,0.46,2014,1,28,985,NA,1,NA
23,PP1,ml,521,42,86,0.46,2014,1,28,985,NA,1,NA
23,PP1,ml,523,44,91,0.45,2014,1,28,985,NA,1,NA
23,PP1,ml,525,46,96,0.45,2014,1,28,985,NA,1,NA
23,PP1,ml,528,48,100,0.45,2014,1,28,985,NA,1,NA
23,PP1,ml,530,50,105,0.45,2014,1,28,985,NA,1,NA
25,PP1,con_nor_lit,521,0,0,0,2014,1,28,985,NA,1,NA
25,PP1,con_nor_lit,523,0,4,0,2014,1,28,985,NA,1,NA
25,PP1,con_nor_lit,526,0,9,0,2014,1,28,985,NA,1,NA
25,PP1,con_nor_lit,528,6,14,0.42,2014,1,28,985,NA,1,NA
25,PP1,con_nor_lit,531,9,19,0.45,2014,1,28,985,NA,1,NA
25,PP1,con_nor_lit,533,11,24,0.45,2014,1,28,985,NA,1,NA
25,PP1,con_nor_lit,535,14,28,0.45,2014,1,28,985,NA,1,NA
25,PP1,con_nor_lit,538,16,33,0.46,2014,1,28,985,NA,1,NA
25,PP1,con_nor_lit,540,19,38,0.46,2014,1,28,985,NA,1,NA
25,PP1,con_nor_lit,543,21,43,0.46,2014,1,28,985,NA,1,NA
25,PP1,con_nor_lit,545,24,48,0.46,2014,1,28,985,NA,1,NA
25,PP1,con_nor_lit,548,26,52,0.47,2014,1,28,985,NA,1,NA
25,PP1,con_nor_lit,549,28,57,0.46,2014,1,28,986,NA,1,NA
25,PP1,con_nor_lit,553,31,62,0.47,2014,1,28,985,NA,1,NA
25,PP1,con_nor_lit,555,33,67,0.47,2014,1,28,985,NA,1,NA
25,PP1,con_nor_lit,558,36,72,0.47,2014,1,28,985,NA,1,NA
25,PP1,con_nor_lit,560,39,76,0.47,2014,1,28,985,NA,1,NA
25,PP1,con_nor_lit,563,41,81,0.48,2014,1,28,985,NA,1,NA
25,PP1,con_nor_lit,565,44,86,0.48,2014,1,28,985,NA,1,NA
25,PP1,con_nor_lit,568,46,91,0.48,2014,1,28,985,NA,1,NA
25,PP1,con_nor_lit,570,49,96,0.48,2014,1,28,985,NA,1,NA
25,PP1,con_nor_lit,573,51,100,0.48,2014,1,28,985,NA,1,NA
25,PP1,con_no_lit,447,0,0,0,2014,1,28,985,NA,1,NA
25,PP1,con_no_lit,450,0,4,0,2014,1,28,985,NA,1,NA
25,PP1,con_no_lit,452,0,9,0,2014,1,28,985,NA,1,NA
25,PP1,con_no_lit,453,5,14,0.37,2014,1,28,985,NA,1,NA
25,PP1,con_no_lit,454,6,19,0.33,2014,1,28,985,NA,1,NA
25,PP1,con_no_lit,456,8,24,0.32,2014,1,28,985,NA,1,NA
25,PP1,con_no_lit,457,9,28,0.31,2014,1,28,985,NA,1,NA
25,PP1,con_no_lit,459,11,33,0.31,2014,1,28,985,NA,1,NA
25,PP1,con_no_lit,461,12,38,0.31,2014,1,28,985,NA,1,NA
25,PP1,con_no_lit,463,14,43,0.32,2014,1,28,985,NA,1,NA
25,PP1,con_no_lit,465,16,48,0.32,2014,1,28,985,NA,1,NA
25,PP1,con_no_lit,467,18,52,0.33,2014,1,28,985,NA,1,NA
25,PP1,con_no_lit,469,20,57,0.33,2014,1,28,985,NA,1,NA
25,PP1,con_no_lit,471,22,62,0.34,2014,1,28,985,NA,1,NA
25,PP1,con_no_lit,473,24,67,0.34,2014,1,28,985,NA,1,NA
25,PP1,con_no_lit,475,26,72,0.35,2014,1,28,986,NA,1,NA
25,PP1,con_no_lit,478,29,76,0.35,2014,1,28,985,NA,1,NA
25,PP1,con_no_lit,480,31,81,0.36,2014,1,28,985,NA,1,NA
25,PP1,con_no_lit,482,33,86,0.36,2014,1,28,985,NA,1,NA
25,PP1,con_no_lit,484,35,91,0.36,2014,1,28,985,NA,1,NA
25,PP1,con_no_lit,486,38,96,0.37,2014,1,28,985,NA,1,NA
25,PP1,con_no_lit,488,40,100,0.37,2014,1,28,985,NA,1,NA
25,PP1,con_no_lit,491,42,105,0.38,2014,1,28,985,NA,1,NA
25,PP1,con_no_lit,493,45,110,0.38,2014,1,28,985,NA,1,NA
25,PP1,con_no_lit,495,47,115,0.38,2014,1,28,985,NA,1,NA
25,PP1,con_no_lit,497,49,120,0.38,2014,1,28,985,NA,1,NA
25,PP1,con_no_lit,499,51,124,0.39,2014,1,28,985,NA,1,NA
25,PP1,so_no_lit,456,0,0,0,2014,1,28,985,NA,1,NA
25,PP1,so_no_lit,473,0,4,0,2014,1,28,985,NA,1,NA
25,PP1,so_no_lit,483,0,9,0,2014,1,28,985,NA,1,NA
25,PP1,so_no_lit,490,33,14,2.19,2014,1,28,985,NA,1,NA
25,PP1,so_no_lit,496,38,19,1.89,2014,1,28,985,NA,1,NA
25,PP1,so_no_lit,500,42,24,1.64,2014,1,28,986,NA,1,NA
25,PP1,so_no_lit,505,45,28,1.48,2014,1,28,985,NA,1,NA
25,PP1,so_no_lit,508,48,33,1.34,2014,1,28,986,NA,1,NA
25,PP1,so_no_lit,512,51,38,1.24,2014,1,28,985,NA,1,NA
25,PP1,my_no_lit,518,0,0,0,2014,1,28,985,NA,1,NA
25,PP1,my_no_lit,526,0,4,0,2014,1,28,985,NA,1,NA
25,PP1,my_no_lit,532,0,9,0,2014,1,28,985,NA,1,NA
25,PP1,my_no_lit,537,18,14,1.2,2014,1,28,985,NA,1,NA
25,PP1,my_no_lit,542,23,19,1.13,2014,1,28,985,NA,1,NA
25,PP1,my_no_lit,548,28,24,1.11,2014,1,28,985,NA,1,NA
25,PP1,my_no_lit,553,33,28,1.09,2014,1,28,985,NA,1,NA
25,PP1,my_no_lit,558,38,33,1.07,2014,1,28,985,NA,1,NA
25,PP1,my_no_lit,564,44,38,1.07,2014,1,28,985,NA,1,NA
25,PP1,my_no_lit,569,49,43,1.07,2014,1,28,985,NA,1,NA
25,PP1,my_no_lit,574,54,48,1.06,2014,1,28,986,NA,1,NA
25,PP1,ml,505,0,0,0,2014,1,28,985,NA,1,NA
25,PP1,ml,519,0,4,0,2014,1,28,985,NA,1,NA
25,PP1,ml,523,0,9,0,2014,1,28,986,NA,1,NA
25,PP1,ml,527,21,14,1.41,2014,1,28,985,NA,1,NA
25,PP1,ml,530,23,19,1.16,2014,1,28,985,NA,1,NA
25,PP1,ml,532,25,24,0.99,2014,1,28,985,NA,1,NA
25,PP1,ml,535,26,28,0.87,2014,1,28,985,NA,1,NA
25,PP1,ml,537,28,33,0.79,2014,1,28,985,NA,1,NA
25,PP1,ml,540,29,38,0.73,2014,1,28,985,NA,1,NA
25,PP1,ml,541,31,43,0.68,2014,1,28,986,NA,1,NA
25,PP1,ml,544,33,48,0.64,2014,1,28,985,NA,1,NA
25,PP1,ml,547,34,52,0.62,2014,1,28,985,NA,1,NA
25,PP1,ml,549,36,57,0.6,2014,1,28,985,NA,1,NA
25,PP1,ml,551,38,62,0.58,2014,1,28,985,NA,1,NA
25,PP1,ml,554,40,67,0.56,2014,1,28,985,NA,1,NA
25,PP1,ml,556,42,72,0.55,2014,1,28,985,NA,1,NA
25,PP1,ml,558,44,76,0.54,2014,1,28,985,NA,1,NA
25,PP1,ml,561,46,81,0.53,2014,1,28,985,NA,1,NA
25,PP1,ml,563,48,86,0.52,2014,1,28,985,NA,1,NA
25,PP1,ml,566,50,91,0.51,2014,1,28,985,NA,1,NA
1,PP1,con_nor_lit,439,0,0,0,2013,10,1,988,NA,1,NA
1,PP1,con_nor_lit,444,0,4,0,2013,10,1,988,NA,1,NA
1,PP1,con_nor_lit,447,0,9,0,2013,10,1,988,NA,1,NA
1,PP1,con_nor_lit,450,11,14,0.74,2013,10,1,988,NA,1,NA
1,PP1,con_nor_lit,452,13,19,0.66,2013,10,1,988,NA,1,NA
1,PP1,con_nor_lit,455,15,24,0.61,2013,10,1,988,NA,1,NA
1,PP1,con_nor_lit,457,17,28,0.58,2013,10,1,988,NA,1,NA
1,PP1,con_nor_lit,460,20,33,0.56,2013,10,1,988,NA,1,NA
1,PP1,con_nor_lit,463,22,38,0.55,2013,10,1,988,NA,1,NA
1,PP1,con_nor_lit,465,25,43,0.54,2013,10,1,988,NA,1,NA
1,PP1,con_nor_lit,468,27,48,0.53,2013,10,1,988,NA,1,NA
1,PP1,con_nor_lit,470,29,52,0.53,2013,10,1,988,NA,1,NA
1,PP1,con_nor_lit,473,32,57,0.53,2013,10,1,988,NA,1,NA
1,PP1,con_nor_lit,476,35,62,0.53,2013,10,1,988,NA,1,NA
1,PP1,con_nor_lit,478,37,67,0.52,2013,10,1,988,NA,1,NA
1,PP1,con_nor_lit,481,40,72,0.52,2013,10,1,988,NA,1,NA
1,PP1,con_nor_lit,483,42,76,0.52,2013,10,1,988,NA,1,NA
1,PP1,con_nor_lit,486,45,81,0.52,2013,10,1,988,NA,1,NA
1,PP1,con_nor_lit,489,47,86,0.52,2013,10,1,988,NA,1,NA
1,PP1,con_nor_lit,492,50,91,0.52,2013,10,1,988,NA,1,NA
1,PP1,con_no_lit,440,0,0,0,2013,10,1,988,NA,1,NA
