"","flux_umolm2sec","Error","last_inputf","last_time","codew","plot_code","sub_plot","collar_number","replica","day","month","year","measurement_code","treatment_code_partitioning","flux_umolm2sec_modeled","Outlier_id","flux_umolm2sec_no_outlier","MgC_year_per_ha"
"272",1.21188,"NA",0.16,124,"XXX-01_18_9999_1_15_3_2014_TOTAL_NA","XXX-01","18",9999,"1",15,3,2014,"TOTAL",NA,1.21188,0,1.21188,4.21962290445921
"273",0.84712,"NA",0.1,124,"XXX-01_13_9999_1_15_3_2014_TOTAL_NA","XXX-01","13",9999,"1",15,3,2014,"TOTAL",NA,0.84712,-0.247474849993098,0.84712,2.94957170249982
"274",0.45789,"NA",0.05,124,"XXX-01_7_9999_1_15_3_2014_TOTAL_NA","XXX-01","7",9999,"1",15,3,2014,"TOTAL",NA,0.45789,-0.563508334618913,0.45789,1.5943188531231
"275",1.2934,"NA",0.17,124,"XXX-01_6_9999_1_15_3_2014_TOTAL_NA","XXX-01","6",9999,"1",15,3,2014,"TOTAL",NA,1.2934,0,1.2934,4.50346590803342
"276",2.26768,"NA",0.32,100,"XXX-01_1_9999_1_29_4_2014_TOTAL_NA","XXX-01","1",9999,"1",29,4,2014,"TOTAL",NA,2.26768,0,2.26768,7.89579369903295
"277",2.17334,"NA",0.31,105,"XXX-01_2_9999_1_29_4_2014_TOTAL_NA","XXX-01","2",9999,"1",29,4,2014,"TOTAL",NA,2.17334,0,2.17334,7.56731297090255
"278",1.91403,"NA",0.26,120,"XXX-01_8_9999_1_29_4_2014_TOTAL_NA","XXX-01","8",9999,"1",29,4,2014,"TOTAL",NA,1.91403,0,1.91403,6.66442620376775
"279",2.16259,"NA",0.31,100,"XXX-01_9_9999_1_29_4_2014_TOTAL_NA","XXX-01","9",9999,"1",29,4,2014,"TOTAL",NA,2.16259,0,2.16259,7.529882741653
"280",0.24725,"NA",0.03,124,"XXX-01_10_9999_1_29_4_2014_TOTAL_NA","XXX-01","10",9999,"1",29,4,2014,"TOTAL",NA,0.24725,-0.734536501002752,0.24725,0.860895272739495
"281",3.5813,"NA",0.48,67,"XXX-01_11_9999_1_29_4_2014_TOTAL_NA","XXX-01","11",9999,"1",29,4,2014,"TOTAL",NA,3.5813,0.972529859289873,3.5813,12.4696632568734
"282",4.36192,"NA",0.58,57,"XXX-01_12_9999_1_29_4_2014_TOTAL_NA","XXX-01","12",9999,"1",29,4,2014,"TOTAL",NA,4.36192,1.60635063047556,4.36192,15.1876898202947
"283",4.11213,"NA",0.56,57,"XXX-01_19_9999_1_29_4_2014_TOTAL_NA","XXX-01","19",9999,"1",29,4,2014,"TOTAL",NA,4.11213,1.40353480403699,4.11213,14.3179505678069
"284",4.28681,"NA",0.6,57,"XXX-01_20_9999_1_29_4_2014_TOTAL_NA","XXX-01","20",9999,"1",29,4,2014,"TOTAL",NA,4.28681,1.5453654160002,4.28681,14.9261656789986
"285",1.90136,"NA",0.27,120,"XXX-01_21_9999_1_29_4_2014_TOTAL_NA","XXX-01","21",9999,"1",29,4,2014,"TOTAL",NA,1.90136,0,1.90136,6.62031076148015
"286",1.48274,"NA",0.22,124,"XXX-01_22_9999_1_29_4_2014_TOTAL_NA","XXX-01","22",9999,"1",29,4,2014,"TOTAL",NA,1.48274,0,1.48274,5.16272540627607
"287",4.13734,"NA",0.52,67,"XXX-01_23_9999_1_30_4_2014_TOTAL_NA","XXX-01","23",9999,"1",30,4,2014,"TOTAL",NA,4.13734,1.42400394605435,4.13734,14.4057288077493
"288",1.44351,"NA",0.21,124,"XXX-01_24_9999_1_30_4_2014_TOTAL_NA","XXX-01","24",9999,"1",30,4,2014,"TOTAL",NA,1.44351,0,1.44351,5.02613118362867
"289",1.64202,"NA",0.22,124,"XXX-01_25_9999_1_30_4_2014_TOTAL_NA","XXX-01","25",9999,"1",30,4,2014,"TOTAL",NA,1.64202,0,1.64202,5.71731953789163
"290",2.98971,"NA",0.39,86,"XXX-01_16_9999_1_30_4_2014_TOTAL_NA","XXX-01","16",9999,"1",30,4,2014,"TOTAL",NA,2.98971,0.492191115694092,2.98971,10.4098168083397
"291",2.28458,"NA",0.32,100,"XXX-01_17_9999_1_30_4_2014_TOTAL_NA","XXX-01","17",9999,"1",30,4,2014,"TOTAL",NA,2.28458,0,2.28458,7.95463750129503
"292",2.44333,"NA",0.33,100,"XXX-01_18_9999_1_30_4_2014_TOTAL_NA","XXX-01","18",9999,"1",30,4,2014,"TOTAL",NA,2.44333,0.0485604209124644,2.44333,8.50738623556154
"293",2.30769,"NA",0.32,100,"XXX-01_13_9999_1_30_4_2014_TOTAL_NA","XXX-01","13",9999,"1",30,4,2014,"TOTAL",NA,2.30769,0,2.30769,8.03510378947707
"294",3.18957,"NA",0.41,81,"XXX-01_14_9999_1_30_4_2014_TOTAL_NA","XXX-01","14",9999,"1",30,4,2014,"TOTAL",NA,3.18957,0.654466511314458,3.18957,11.1057057030201
"295",2.18843,"NA",0.3,110,"XXX-01_15_9999_1_30_4_2014_TOTAL_NA","XXX-01","15",9999,"1",30,4,2014,"TOTAL",NA,2.18843,0,2.18843,7.61985456712353
"296",2.32021,"NA",0.4,81,"XXX-01_5_9999_1_30_4_2014_TOTAL_NA","XXX-01","5",9999,"1",30,4,2014,"TOTAL",NA,2.32021,0,2.32021,8.07869694949607
"297",2.98313,"NA",0.4,81,"XXX-01_6_9999_1_30_4_2014_TOTAL_NA","XXX-01","6",9999,"1",30,4,2014,"TOTAL",NA,2.98313,0.486848515357946,2.98313,10.3869060261572
"298",2.41828,"NA",0.32,100,"XXX-01_7_9999_1_30_4_2014_TOTAL_NA","XXX-01","7",9999,"1",30,4,2014,"TOTAL",NA,2.41828,0.0282211901494795,2.41828,8.42016509670563
"299",2.42674,"NA",0.33,100,"XXX-01_3_9999_1_1_5_2014_TOTAL_NA","XXX-01","3",9999,"1",1,5,2014,"TOTAL",NA,2.42674,0.0350902477245235,2.42674,8.44962181665457
"300",1.20573,"NA",0.17,124,"XXX-01_4_9999_1_1_5_2014_TOTAL_NA","XXX-01","4",9999,"1",1,5,2014,"TOTAL",NA,1.20573,0,1.20573,4.19820933144668
"301",7.8526,"NA .Outlier detected, replaced with NA",0.83,38,"XXX-01_1_9999_2_28_5_2013_TOTAL_NA","XXX-01","1",9999,"2",28,5,2013,"TOTAL",NA,7.8526,4.44059198934728,NA,NA
"302",1.34567,"NA",0.21,124,"XXX-01_2_9999_2_28_5_2013_TOTAL_NA","XXX-01","2",9999,"2",28,5,2013,"TOTAL",NA,1.34567,0,1.34567,4.68546386923096
"303",1.19589,"NA",0.18,124,"XXX-01_3_9999_2_28_5_2013_TOTAL_NA","XXX-01","3",9999,"2",28,5,2013,"TOTAL",NA,1.19589,0,1.19589,4.16394761462663
"304",2.91982,"NA",0.46,72,"XXX-01_4_9999_2_28_5_2013_TOTAL_NA","XXX-01","4",9999,"2",28,5,2013,"TOTAL",NA,2.91982,0.435444255892694,2.91982,10.1664680899908
"305",0.87913,"NA",0.13,124,"XXX-01_5_9999_2_28_5_2013_TOTAL_NA","XXX-01","5",9999,"2",28,5,2013,"TOTAL",NA,0.87913,-0.221484479664829,0.87913,3.06102673861869
"306",2.991,"NA",0.45,72,"XXX-01_6_9999_2_28_5_2013_TOTAL_NA","XXX-01","6",9999,"2",28,5,2013,"TOTAL",NA,2.991,0.493238525182485,2.991,10.4143084358497
"307",1.41353,"NA",0.21,124,"XXX-01_7_9999_2_28_5_2013_TOTAL_NA","XXX-01","7",9999,"2",28,5,2013,"TOTAL",NA,1.41353,0,1.41353,4.92174436754483
"308",0.90292,"NA",0.12,124,"XXX-01_13_9999_2_28_5_2013_TOTAL_NA","XXX-01","13",9999,"2",28,5,2013,"TOTAL",NA,0.90292,-0.202168300030042,0.90292,3.14386070641838
"309",2.89929,"NA",0.49,67,"XXX-01_18_9999_2_28_5_2013_TOTAL_NA","XXX-01","18",9999,"2",28,5,2013,"TOTAL",NA,2.89929,0.418775018065784,2.89929,10.0949850568287
"310",2.73046,"NA",0.42,76,"XXX-01_17_9999_2_28_5_2013_TOTAL_NA","XXX-01","17",9999,"2",28,5,2013,"TOTAL",NA,2.73046,0.281694286340644,2.73046,9.50713895411236
"311",1.12762,"NA",0.16,124,"XXX-01_15_9999_2_28_5_2013_TOTAL_NA","XXX-01","15",9999,"2",28,5,2013,"TOTAL",NA,1.12762,-0.0197241821680563,1.12762,3.9262395447786
"312",1.43869,"NA",0.22,124,"XXX-01_14_9999_2_28_5_2013_TOTAL_NA","XXX-01","14",9999,"2",28,5,2013,"TOTAL",NA,1.43869,0,1.43869,5.00934851339771
"313",3.15521,"NA",0.51,62,"XXX-01_16_9999_2_28_5_2013_TOTAL_NA","XXX-01","16",9999,"2",28,5,2013,"TOTAL",NA,3.15521,0.626568069437566,3.15521,10.9860682446932
"314",1.62706,"NA",0.25,124,"XXX-01_25_9999_2_28_5_2013_TOTAL_NA","XXX-01","25",9999,"2",28,5,2013,"TOTAL",NA,1.62706,0,1.62706,5.66523058630343
"315",1.37767,"NA",0.21,124,"XXX-01_24_9999_2_28_5_2013_TOTAL_NA","XXX-01","24",9999,"2",28,5,2013,"TOTAL",NA,1.37767,0,1.37767,4.79688408653193
"316",3.65996,"NA",0.57,57,"XXX-01_23_9999_2_28_5_2013_TOTAL_NA","XXX-01","23",9999,"2",28,5,2013,"TOTAL",NA,3.65996,1.03639747972167,3.65996,12.7435480785264
"317",0.83993,"NA",0.12,124,"XXX-01_9_9999_2_29_5_2013_TOTAL_NA","XXX-01","9",9999,"2",29,5,2013,"TOTAL",NA,0.83993,-0.253312736986546,0.83993,2.92453697242501
"318",1.7425,"NA",0.25,124,"XXX-01_8_9999_2_29_5_2013_TOTAL_NA","XXX-01","8",9999,"2",29,5,2013,"TOTAL",NA,1.7425,0,1.7425,6.06717902021666
"319",2.34041,"NA",0.35,96,"XXX-01_10_9999_2_29_5_2013_TOTAL_NA","XXX-01","10",9999,"2",29,5,2013,"TOTAL",NA,2.34041,0,2.34041,8.14903096166731
"320",3.20469,"NA",0.5,67,"XXX-01_11_9999_2_29_5_2013_TOTAL_NA","XXX-01","11",9999,"2",29,5,2013,"TOTAL",NA,3.20469,0.666743124852835,3.20469,11.1583517556948
"321",0.91823,"NA",0.13,124,"XXX-01_12_9999_2_29_5_2013_TOTAL_NA","XXX-01","12",9999,"2",29,5,2013,"TOTAL",NA,0.91823,-0.189737416877096,0.91823,3.19716831663331
"322",0.89591,"NA",0.13,124,"XXX-01_19_9999_2_29_5_2013_TOTAL_NA","XXX-01","19",9999,"2",29,5,2013,"TOTAL",NA,0.89591,-0.207860036862318,0.89591,3.11945271506589
"323",2.27131,"NA",0.34,96,"XXX-01_20_9999_2_29_5_2013_TOTAL_NA","XXX-01","20",9999,"2",29,5,2013,"TOTAL",NA,2.27131,0,2.27131,7.90843292993303
"324",1.38534,"NA",0.21,124,"XXX-01_21_9999_2_29_5_2013_TOTAL_NA","XXX-01","21",9999,"2",29,5,2013,"TOTAL",NA,1.38534,0,1.38534,4.82359011986626
"325",1.23175,"NA",0.18,124,"XXX-01_22_9999_2_29_5_2013_TOTAL_NA","XXX-01","22",9999,"2",29,5,2013,"TOTAL",NA,1.23175,0,1.23175,4.28880789563953
"326",0.90134,"NA",0.13,124,"XXX-01_1_9999_2_22_6_2013_TOTAL_NA","XXX-01","1",9999,"2",22,6,2013,"TOTAL",NA,0.90134,-0.203451173666989,0.90134,3.13835933318915
"327",0.76313,"NA",0.11,124,"XXX-01_2_9999_2_22_6_2013_TOTAL_NA","XXX-01","2",9999,"2",22,6,2013,"TOTAL",NA,0.76313,-0.315670139086237,0.76313,2.65712845090269
"328",1.27045,"NA",0.2,124,"XXX-01_8_9999_2_22_6_2013_TOTAL_NA","XXX-01","8",9999,"2",22,6,2013,"TOTAL",NA,1.27045,0,1.27045,4.42355672093788
"329",0.8437,"NA",0.12,124,"XXX-01_9_9999_2_22_6_2013_TOTAL_NA","XXX-01","9",9999,"2",22,6,2013,"TOTAL",NA,0.8437,-0.25025170305535,0.8437,2.93766366677578
"330",1.52885,"NA",0.23,124,"XXX-01_10_9999_2_22_6_2013_TOTAL_NA","XXX-01","10",9999,"2",22,6,2013,"TOTAL",NA,1.52885,0,1.52885,5.32327497564318
"331",2.0533,"NA",0.3,105,"XXX-01_11_9999_2_22_6_2013_TOTAL_NA","XXX-01","11",9999,"2",22,6,2013,"TOTAL",NA,2.0533,0,2.0533,7.1493478807523
"332",0.68112,"NA",0.1,124,"XXX-01_12_9999_2_22_6_2013_TOTAL_NA","XXX-01","12",9999,"2",22,6,2013,"TOTAL",NA,0.68112,-0.382257776406492,0.68112,2.37157932525106
"333",0.81013,"NA",0.12,124,"XXX-01_19_9999_2_22_6_2013_TOTAL_NA","XXX-01","19",9999,"2",22,6,2013,"TOTAL",NA,0.81013,-0.27750870811377,0.81013,2.82077689506349
"334",2.24968,"NA",0.34,96,"XXX-01_20_9999_2_22_6_2013_TOTAL_NA","XXX-01","20",9999,"2",22,6,2013,"TOTAL",NA,2.24968,0,2.24968,7.83311982680116
"335",1.17333,"NA",0.18,124,"XXX-01_21_9999_2_22_6_2013_TOTAL_NA","XXX-01","21",9999,"2",22,6,2013,"TOTAL",NA,1.17333,0,1.17333,4.08539636142945
"336",0.78988,"NA",0.12,124,"XXX-01_22_9999_2_22_6_2013_TOTAL_NA","XXX-01","22",9999,"2",22,6,2013,"TOTAL",NA,0.78988,-0.293950601245524,0.78988,2.75026878880272
"337",1.65466,"NA",0.27,120,"XXX-01_23_9999_2_22_6_2013_TOTAL_NA","XXX-01","23",9999,"2",22,6,2013,"TOTAL",NA,1.65466,0,1.65466,5.76133052372551
"338",1.36733,"NA",0.21,124,"XXX-01_24_9999_2_22_6_2013_TOTAL_NA","XXX-01","24",9999,"2",22,6,2013,"TOTAL",NA,1.36733,0,1.36733,4.76088142881656
"339",0.95229,"NA",0.14,124,"XXX-01_25_9999_2_22_6_2013_TOTAL_NA","XXX-01","25",9999,"2",22,6,2013,"TOTAL",NA,0.95229,-0.162082558602155,0.95229,3.31576121042303
"340",2.37062,"NA",0.38,86,"XXX-01_16_9999_2_22_6_2013_TOTAL_NA","XXX-01","16",9999,"2",22,6,2013,"TOTAL",NA,2.37062,0,2.37062,8.254218610563
"341",0.93893,"NA",0.13,124,"XXX-01_15_9999_2_22_6_2013_TOTAL_NA","XXX-01","15",9999,"2",22,6,2013,"TOTAL",NA,0.93893,-0.172930148342413,0.93893,3.26924326969988
"342",1.39051,"NA",0.22,124,"XXX-01_14_9999_2_22_6_2013_TOTAL_NA","XXX-01","14",9999,"2",22,6,2013,"TOTAL",NA,1.39051,0,1.39051,4.84159144872394
"343",2.66859,"NA",0.42,76,"XXX-01_17_9999_2_22_6_2013_TOTAL_NA","XXX-01","17",9999,"2",22,6,2013,"TOTAL",NA,2.66859,0.23145922816476,2.66859,9.29171492772453
"344",3.36513,"NA",0.52,62,"XXX-01_18_9999_2_22_6_2013_TOTAL_NA","XXX-01","18",9999,"2",22,6,2013,"TOTAL",NA,3.36513,0.79701163517672,3.36513,11.7169848701875
"345",1.62831,"NA",0.24,124,"XXX-01_13_9999_2_22_6_2013_TOTAL_NA","XXX-01","13",9999,"2",22,6,2013,"TOTAL",NA,1.62831,0,1.62831,5.66958293854175
"346",1.32617,"NA",0.2,124,"XXX-01_5_9999_2_22_6_2013_TOTAL_NA","XXX-01","5",9999,"2",22,6,2013,"TOTAL",NA,1.32617,0,1.32617,4.61756717431319
"347",2.12743,"NA",0.32,100,"XXX-01_6_9999_2_22_6_2013_TOTAL_NA","XXX-01","6",9999,"2",22,6,2013,"TOTAL",NA,2.12743,0,2.12743,7.40745977789356
"348",0.42561,"NA",0.06,124,"XXX-01_7_9999_2_22_6_2013_TOTAL_NA","XXX-01","7",9999,"2",22,6,2013,"TOTAL",NA,0.42561,-0.58971793018894,0.42561,1.48192370892075
"349",0.99277,"NA",0.15,124,"XXX-01_3_9999_2_22_6_2013_TOTAL_NA","XXX-01","3",9999,"2",22,6,2013,"TOTAL",NA,0.99277,-0.129215011245443,0.99277,3.45670778530875
"350",0.97333,"NA",0.14,124,"XXX-01_4_9999_2_22_6_2013_TOTAL_NA","XXX-01","4",9999,"2",22,6,2013,"TOTAL",NA,0.97333,-0.144999228651927,0.97333,3.38902000329841
"351",0,"NA",NA,124,"XXX-01_1_9999_2_23_7_2013_TOTAL_NA","XXX-01","1",9999,"2",23,7,2013,"TOTAL",NA,0,-0.935289986278124,0,0
"352",0,"NA",NA,124,"XXX-01_2_9999_2_23_7_2013_TOTAL_NA","XXX-01","2",9999,"2",23,7,2013,"TOTAL",NA,0,-0.935289986278124,0,0
"353",-0.02539,"NA",NA,124,"XXX-01_9_9999_2_23_7_2013_TOTAL_NA","XXX-01","9",9999,"2",23,7,2013,"TOTAL",NA,-0.02539,-0.955905278456654,-0.02539,-0.0884049786647352
"354",-0.00988,"NA",NA,124,"XXX-01_8_9999_2_23_7_2013_TOTAL_NA","XXX-01","8",9999,"2",23,7,2013,"TOTAL",NA,-0.00988,-0.94331200623574,-0.00988,-0.0344009920916733
"355",0,"NA",NA,105,"XXX-01_10_9999_2_23_7_2013_TOTAL_NA","XXX-01","10",9999,"2",23,7,2013,"TOTAL",NA,0,-0.935289986278124,0,0
"356",0,"NA",NA,96,"XXX-01_11_9999_2_23_7_2013_TOTAL_NA","XXX-01","11",9999,"2",23,7,2013,"TOTAL",NA,0,-0.935289986278124,0,0
"357",0,"NA",NA,76,"XXX-01_12_9999_2_23_7_2013_TOTAL_NA","XXX-01","12",9999,"2",23,7,2013,"TOTAL",NA,0,-0.935289986278124,0,0
"358",0,"NA",NA,124,"XXX-01_19_9999_2_24_7_2013_TOTAL_NA","XXX-01","19",9999,"2",24,7,2013,"TOTAL",NA,0,-0.935289986278124,0,0
"359",0,"NA",NA,62,"XXX-01_20_9999_2_24_7_2013_TOTAL_NA","XXX-01","20",9999,"2",24,7,2013,"TOTAL",NA,0,-0.935289986278124,0,0
"360",-0.01432,"NA",NA,67,"XXX-01_21_9999_2_24_7_2013_TOTAL_NA","XXX-01","21",9999,"2",24,7,2013,"TOTAL",NA,-0.01432,-0.946917043544629,-0.01432,-0.0498605472421823
"361",0,"NA",NA,72,"XXX-01_22_9999_2_24_7_2013_TOTAL_NA","XXX-01","22",9999,"2",24,7,2013,"TOTAL",NA,0,-0.935289986278124,0,0
"362",0,"NA",NA,115,"XXX-01_23_9999_2_24_7_2013_TOTAL_NA","XXX-01","23",9999,"2",24,7,2013,"TOTAL",NA,0,-0.935289986278124,0,0
"363",0,"NA",NA,124,"XXX-01_24_9999_2_24_7_2013_TOTAL_NA","XXX-01","24",9999,"2",24,7,2013,"TOTAL",NA,0,-0.935289986278124,0,0
"364",0,"NA",NA,124,"XXX-01_25_9999_2_24_7_2013_TOTAL_NA","XXX-01","25",9999,"2",24,7,2013,"TOTAL",NA,0,-0.935289986278124,0,0
"365",0,"NA",NA,96,"XXX-01_16_9999_2_24_7_2013_TOTAL_NA","XXX-01","16",9999,"2",24,7,2013,"TOTAL",NA,0,-0.935289986278124,0,0
"366",0,"NA",NA,110,"XXX-01_17_9999_2_24_7_2013_TOTAL_NA","XXX-01","17",9999,"2",24,7,2013,"TOTAL",NA,0,-0.935289986278124,0,0
"367",0,"NA",NA,96,"XXX-01_18_9999_2_24_7_2013_TOTAL_NA","XXX-01","18",9999,"2",24,7,2013,"TOTAL",NA,0,-0.935289986278124,0,0
"368",0.00988,"NA",NA,124,"XXX-01_15_9999_2_24_7_2013_TOTAL_NA","XXX-01","15",9999,"2",24,7,2013,"TOTAL",NA,0.00988,-0.927267966320507,0.00988,0.0344009920916733
"369",-0.01328,"NA",NA,124,"XXX-01_14_9999_2_24_7_2013_TOTAL_NA","XXX-01","14",9999,"2",24,7,2013,"TOTAL",NA,-0.01328,-0.946072620391195,-0.01328,-0.0462393901799009
"370",0,"NA",NA,124,"XXX-01_13_9999_2_24_7_2013_TOTAL_NA","XXX-01","13",9999,"2",24,7,2013,"TOTAL",NA,0,-0.935289986278124,0,0
"371",0,"NA",NA,67,"XXX-01_5_9999_2_24_7_2013_TOTAL_NA","XXX-01","5",9999,"2",24,7,2013,"TOTAL",NA,0,-0.935289986278124,0,0
"372",0,"NA",NA,91,"XXX-01_6_9999_2_24_7_2013_TOTAL_NA","XXX-01","6",9999,"2",24,7,2013,"TOTAL",NA,0,-0.935289986278124,0,0
"373",0,"NA",NA,124,"XXX-01_7_9999_2_24_7_2013_TOTAL_NA","XXX-01","7",9999,"2",24,7,2013,"TOTAL",NA,0,-0.935289986278124,0,0
"374",0,"NA",NA,124,"XXX-01_4_9999_2_24_7_2013_TOTAL_NA","XXX-01","4",9999,"2",24,7,2013,"TOTAL",NA,0,-0.935289986278124,0,0
"375",0,"NA",NA,124,"XXX-01_3_9999_2_24_7_2013_TOTAL_NA","XXX-01","3",9999,"2",24,7,2013,"TOTAL",NA,0,-0.935289986278124,0,0
"376",1.16139,"NA",0.16,124,"XXX-01_1_9999_2_26_8_2013_TOTAL_NA","XXX-01","1",9999,"2",26,8,2013,"TOTAL",NA,1.16139,0,1.16139,4.04382269284903
"377",1.07448,"NA",0.15,124,"XXX-01_2_9999_2_26_8_2013_TOTAL_NA","XXX-01","2",9999,"2",26,8,2013,"TOTAL",NA,1.07448,-0.0628709575271391,1.07448,3.74121234642319
"378",1.47122,"NA",0.21,124,"XXX-01_8_9999_2_26_8_2013_TOTAL_NA","XXX-01","8",9999,"2",26,8,2013,"TOTAL",NA,1.47122,0,1.47122,5.12261412804772
"379",1.32547,"NA",0.18,124,"XXX-01_9_9999_2_26_8_2013_TOTAL_NA","XXX-01","9",9999,"2",26,8,2013,"TOTAL",NA,1.32547,0,1.32547,4.61512985705973
"380",1.90401,"NA",0.27,120,"XXX-01_10_9999_2_26_8_2013_TOTAL_NA","XXX-01","10",9999,"2",26,8,2013,"TOTAL",NA,1.90401,0,1.90401,6.62953774822538
"381",1.86522,"NA",0.25,124,"XXX-01_11_9999_2_26_8_2013_TOTAL_NA","XXX-01","11",9999,"2",26,8,2013,"TOTAL",NA,1.86522,0,1.86522,6.49447555356587
"382",2.03083,"NA",0.29,110,"XXX-01_12_9999_2_26_8_2013_TOTAL_NA","XXX-01","12",9999,"2",26,8,2013,"TOTAL",NA,2.03083,0,2.03083,7.07110999691627
"383",2.78161,"NA",0.39,86,"XXX-01_19_9999_2_26_8_2013_TOTAL_NA","XXX-01","19",9999,"2",26,8,2013,"TOTAL",NA,2.78161,0.323225290473446,2.78161,9.68523720770438
"384",2.80548,"NA",0.4,81,"XXX-01_20_9999_2_26_8_2013_TOTAL_NA","XXX-01","20",9999,"2",26,8,2013,"TOTAL",NA,2.80548,0.34260642573542,2.80548,9.76834972604732
"385",1.22867,"NA",0.17,124,"XXX-01_21_9999_2_26_8_2013_TOTAL_NA","XXX-01","21",9999,"2",26,8,2013,"TOTAL",NA,1.22867,0,1.22867,4.27808369972431
"386",0.57433,"NA",0.08,124,"XXX-01_22_9999_2_26_8_2013_TOTAL_NA","XXX-01","22",9999,"2",26,8,2013,"TOTAL",NA,0.57433,-0.468965419247976,0.57433,1.99974916882699
"387",1.90419,"NA",0.27,120,"XXX-01_23_9999_2_27_8_2013_TOTAL_NA","XXX-01","23",9999,"2",27,8,2013,"TOTAL",NA,1.90419,0,1.90419,6.6301644869477
"388",1.28429,"NA",0.18,124,"XXX-01_24_9999_2_27_8_2013_TOTAL_NA","XXX-01","24",9999,"2",27,8,2013,"TOTAL",NA,1.28429,0,1.28429,4.47174596492055
"389",1.08817,"NA",0.15,124,"XXX-01_25_9999_2_27_8_2013_TOTAL_NA","XXX-01","25",9999,"2",27,8,2013,"TOTAL",NA,1.08817,-0.0517554258247333,1.08817,3.78887930813726
"390",1.87122,"NA",0.28,115,"XXX-01_16_9999_2_27_8_2013_TOTAL_NA","XXX-01","16",9999,"2",27,8,2013,"TOTAL",NA,1.87122,0,1.87122,6.5153668443098
"391",1.96471,"NA",0.29,115,"XXX-01_17_9999_2_27_8_2013_TOTAL_NA","XXX-01","17",9999,"2",27,8,2013,"TOTAL",NA,1.96471,0,1.96471,6.84088797291815
"392",3.01717,"NA",0.44,72,"XXX-01_18_9999_2_27_8_2013_TOTAL_NA","XXX-01","18",9999,"2",27,8,2013,"TOTAL",NA,3.01717,0.514487134726091,3.01717,10.5054292823111
"393",1.27181,"NA",0.18,124,"XXX-01_13_9999_2_27_8_2013_TOTAL_NA","XXX-01","13",9999,"2",27,8,2013,"TOTAL",NA,1.27181,0,1.27181,4.42829208017317
"394",3.07994,"NA",0.45,72,"XXX-01_14_9999_2_27_8_2013_TOTAL_NA","XXX-01","14",9999,"2",27,8,2013,"TOTAL",NA,3.07994,0.56545294370783,3.07994,10.7239870023105
"395",1.89221,"NA",0.3,105,"XXX-01_15_9999_2_27_8_2013_TOTAL_NA","XXX-01","15",9999,"2",27,8,2013,"TOTAL",NA,1.89221,0,1.89221,6.58845154309565
"396",1.72216,"NA",0.25,124,"XXX-01_5_9999_2_27_8_2013_TOTAL_NA","XXX-01","5",9999,"2",27,8,2013,"TOTAL",NA,1.72216,0,1.72216,5.99635754459474
"397",1.69733,"NA",0.26,124,"XXX-01_6_9999_2_27_8_2013_TOTAL_NA","XXX-01","6",9999,"2",27,8,2013,"TOTAL",NA,1.69733,0,1.69733,5.90990241973277
"398",1.85193,"NA",0.29,110,"XXX-01_7_9999_2_27_8_2013_TOTAL_NA","XXX-01","7",9999,"2",27,8,2013,"TOTAL",NA,1.85193,0,1.85193,6.44820134456806
"399",3.09389,"NA",0.52,62,"XXX-01_4_9999_2_27_8_2013_TOTAL_NA","XXX-01","4",9999,"2",27,8,2013,"TOTAL",NA,3.09389,0.576779581198594,3.09389,10.7725592532902
"400",1.0849,"NA",0.16,124,"XXX-01_3_9999_2_27_8_2013_TOTAL_NA","XXX-01","3",9999,"2",27,8,2013,"TOTAL",NA,1.0849,-0.0544104870860093,1.0849,3.77749355468181
"401",1.74887,"NA",0.24,124,"XXX-01_1_9999_2_24_9_2013_TOTAL_NA","XXX-01","1",9999,"2",24,9,2013,"TOTAL",NA,1.74887,0,1.74887,6.08935860722314
"402",0.92722,"NA",0.13,124,"XXX-01_2_9999_2_24_9_2013_TOTAL_NA","XXX-01","2",9999,"2",24,9,2013,"TOTAL",NA,0.92722,-0.182438028271937,0.92722,3.2284704339313
"403",1.0328,"NA",0.14,124,"XXX-01_8_9999_2_24_9_2013_TOTAL_NA","XXX-01","8",9999,"2",24,9,2013,"TOTAL",NA,1.0328,-0.0967128392916589,1.0328,3.59608751338868
"404",2.29799,"NA",0.32,100,"XXX-01_9_9999_2_24_9_2013_TOTAL_NA","XXX-01","9",9999,"2",24,9,2013,"TOTAL",NA,2.29799,0,2.29799,8.00132953610771
"405",2.37127,"NA",0.34,96,"XXX-01_10_9999_2_24_9_2013_TOTAL_NA","XXX-01","10",9999,"2",24,9,2013,"TOTAL",NA,2.37127,0,2.37127,8.25648183372692
"406",2.17392,"NA",0.31,105,"XXX-01_11_9999_2_24_9_2013_TOTAL_NA","XXX-01","11",9999,"2",24,9,2013,"TOTAL",NA,2.17392,0,2.17392,7.56933246234112
"407",2.56274,"NA",0.37,86,"XXX-01_12_9999_2_24_9_2013_TOTAL_NA","XXX-01","12",9999,"2",24,9,2013,"TOTAL",NA,2.56274,0.145514813942725,2.56274,8.92315774018367
"408",2.20303,"NA",0.31,105,"XXX-01_19_9999_2_25_9_2013_TOTAL_NA","XXX-01","19",9999,"2",25,9,2013,"TOTAL",NA,2.20303,0,2.20303,7.6706900412671
