Tree ID,stem tag grouping,Pv. Tag No,tree_tag,T1,T2,X,Y,Family,Species,Tree Notes,density,WD Type,database_id,DBH0,dbh,DPOMtMinus1,DBH2,DBH3,DBH4,POM0,POM,F1,F2,F3,F4,LI,CI,CF,height_m,F5,Height Broken At,Census Notes,census_database_id,census_date,plot_code,census_date2,year,month,day
750851,NA,NA,211,NA,NA,87,99,Burseraceae,Aucoumea klaineana,NA,NA,WDSpecies,2248947,840,840,NA,840,840,840,NA,2890,c,1,0,0,NA,NA,NA,NA,NA,NA,,4646,2011.452,XXX_02,20110614,2011,6,14
750852,NA,NA,212,NA,NA,90.5,98.5,Fabaceae,Pentaclethra macrophylla,NA,NA,WDSpecies,2248948,492,492,NA,492,492,492,NA,2780,f,1,0,0,NA,NA,NA,NA,NA,NA,,4646,2011.452,XXX_02,20110614,2011,6,14
750853,NA,NA,213,NA,NA,94.5,100,Fabaceae,Pentaclethra macrophylla,NA,NA,WDSpecies,2248949,417,396,NA,396,396,396,NA,2980,c,1,0,7,NA,NA,NA,NA,NA,NA,,4646,2011.452,XXX_02,20110614,2011,6,14
750781,NA,NA,217,NA,NA,48.5,99,Euphorbiaceae,Maprounea membranacea,NA,NA,WDFamily,2248877,118,105,NA,105,105,105,NA,2400,ch,1,0,7,NA,NA,NA,NA,NA,NA,,4646,2011.452,XXX_02,20110614,2011,6,14
750637,NA,NA,1,1,NA,3.2,3.5,Ochnaceae,Lophira alata,NA,NA,WDSpecies,3105266,159,159,NA,159,159,159,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750646,NA,NA,10,1,NA,7.9,17.5,Ochnaceae,Lophira alata,NA,NA,WDSpecies,3105275,685,685,NA,685,685,685,NA,1300,c,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750647,NA,NA,11,1,NA,1.5,0.5,Fabaceae,Pentaclethra macrophylla,NA,NA,WDSpecies,3105276,346,346,NA,346,346,346,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750638,NA,NA,2,1,NA,8.25,6,Annonaceae,Xylopia aethiopica,NA,NA,WDSpecies,3105267,395,395,NA,395,395,395,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750639,NA,NA,3,1,NA,15.3,12.8,Malvaceae,Cola lizae,NA,NA,WDGenus,3105268,307,307,NA,307,307,307,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750640,NA,NA,4,1,NA,9.75,15.6,Malvaceae,Cola lizae,NA,NA,WDGenus,3105269,217,217,NA,217,217,217,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750641,NA,NA,5,1,NA,10,16.5,Malvaceae,Cola lizae,NA,NA,WDGenus,3105270,361,361,NA,361,361,361,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750642,NA,NA,6,1,NA,10.15,16.8,Rubiaceae,Corynanthe mayumbensis,NA,NA,WDGenus,3105271,119,119,NA,119,119,119,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750643,NA,NA,7,1,NA,12.4,18.7,Annonaceae,Uvariastrum pierreanum,NA,NA,WDFamily,3105272,151,151,NA,151,151,151,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750644,NA,NA,8,1,NA,10.9,18.7,Anacardiaceae,Trichoscypha acuminata,NA,NA,WDGenus,3105273,175,175,NA,175,175,175,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
1598588,NA,NA,844,1,NA,NA,NA,Indet,Indet indet,NA,NA,WDPlot,4137755,NA,366,NA,366,366,366,NA,1300,a,1,0,4,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
1598589,NA,NA,845,1,NA,NA,NA,Indet,Indet indet,NA,NA,WDPlot,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750645,NA,NA,9,1,NA,9.8,17.5,Anacardiaceae,Trichoscypha acuminata,NA,NA,WDGenus,3105274,236,236,NA,236,236,236,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750718,NA,NA,87,10,NA,30,18,Ebenaceae,Diospyros suaveolens,NA,NA,WDGenus,3105348,138,138,NA,138,138,138,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750719,NA,NA,88,10,NA,26,16.5,Euphorbiaceae,Plagiostyles africana,NA,NA,WDSpecies,3105349,375,375,NA,375,375,375,NA,2760,ah,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750720,NA,NA,89,10,NA,26,16.5,Euphorbiaceae,Plagiostyles africana,NA,NA,WDSpecies,3105350,374,374,NA,374,374,374,NA,2870,ah,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750721,NA,NA,90,10,NA,26.1,16.6,Euphorbiaceae,Plagiostyles africana,NA,NA,WDSpecies,3105351,368,368,NA,368,368,368,NA,2730,ah,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750722,NA,NA,91,10,NA,23.5,14.5,Ebenaceae,Diospyros polystemon,NA,NA,WDGenus,3105352,200,200,NA,200,200,200,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750723,NA,NA,92,10,NA,21.5,8,Passifloraceae,Barteria fistulosa,NA,NA,WDPlot,3105353,120,120,NA,120,120,120,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750724,NA,NA,93,10,NA,38,11.5,Annonaceae,Xylopia quintasii,NA,NA,WDSpecies,3105354,284,284,NA,284,284,284,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750725,NA,NA,94,10,NA,37,15.5,Irvingiaceae,Desbordesia glaucescens,NA,NA,WDSpecies,3105355,622,622,NA,622,622,622,NA,1800,bfh,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750726,NA,NA,95,10,NA,38,9.5,Ebenaceae,Diospyros polystemon,NA,NA,WDGenus,3105356,185,185,NA,185,185,185,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750727,NA,NA,96,10,NA,37,35,Ebenaceae,Diospyros piscatoria,NA,NA,WDGenus,3105357,155,155,NA,155,155,155,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750728,NA,NA,97,10,NA,37.5,0.5,Cannabaceae,Celtis tessmannii,NA,NA,WDSpecies,3105358,773,773,NA,773,773,773,NA,2490,ah,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750729,NA,NA,98,10,NA,31,2.5,Passifloraceae,Barteria fistulosa,NA,NA,WDPlot,3105359,109,109,NA,109,109,109,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750731,NA,NA,100,11,NA,42.5,3.5,Ebenaceae,Diospyros polystemon,NA,NA,WDGenus,3105361,111,111,NA,111,111,111,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750732,NA,NA,101,11,NA,42,8,Cannabaceae,Celtis tessmannii,NA,NA,WDSpecies,3105362,414,414,NA,414,414,414,NA,2350,c,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750733,NA,NA,102,11,NA,43,8,Euphorbiaceae,Plagiostyles africana,NA,NA,WDSpecies,3105363,323,323,NA,323,323,323,NA,1710,gm,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750734,NA,NA,103,11,NA,42.5,13,Ebenaceae,Diospyros polystemon,NA,NA,WDGenus,3105364,192,192,NA,192,192,192,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750735,NA,NA,104,11,NA,40.5,13,Malvaceae,Cola lizae,NA,NA,WDGenus,3105365,259,262,NA,262,262,262,NA,1660,ah,1,0,3,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750736,NA,NA,105,11,NA,40.5,13,Malvaceae,Cola lizae,NA,NA,WDGenus,3105366,209,209,NA,209,209,209,NA,2000,ah,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750737,NA,NA,106,11,NA,40,15,Irvingiaceae,Irvingia grandifolia,NA,NA,WDSpecies,3105367,1192,1192,NA,1192,1192,1192,NA,3100,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750741,NA,NA,430,11,NA,55.5,12,Ochnaceae,Testulea gabonensis,NA,NA,WDSpecies,3105472,1085,1085,NA,1085,1085,1085,NA,3360,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750743,NA,NA,432,11,NA,59.5,13.5,Burseraceae,Dacryodes buettneri,NA,NA,WDSpecies,3105473,275,275,NA,275,275,275,NA,1350,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750738,NA,NA,434,11,NA,48,9,Cannabaceae,Celtis tessmannii,NA,NA,WDSpecies,3105474,632,632,NA,632,632,632,NA,2930,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750740,NA,NA,437,11,NA,55.5,8.5,Ebenaceae,Diospyros suaveolens,NA,NA,WDGenus,3105475,192,192,NA,192,192,192,NA,1120,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750739,NA,NA,597,11,NA,49.5,9,Olacaceae,Strombosiopsis tetrandra,NA,NA,WDSpecies,3105476,289,294,NA,294,294,294,NA,3230,a,1,0,3,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750744,NA,NA,754,11,NA,60,12.5,Ebenaceae,Diospyros suaveolens,NA,NA,WDGenus,3105478,164,164,NA,164,164,164,NA,1380,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750742,NA,NA,755,11,NA,57.5,12.5,Burseraceae,Dacryodes buettneri,NA,NA,WDSpecies,3105479,739,739,NA,739,739,739,NA,3630,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750745,NA,NA,757,11,NA,59.5,10,Malvaceae,Cola lizae,NA,NA,WDGenus,3105480,192,192,NA,192,192,192,NA,1500,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750747,NA,NA,758,11,NA,60.5,10,Sapindaceae,Ganophyllum giganteum,NA,NA,WDSpecies,3105481,265,265,NA,265,265,265,NA,3570,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750746,NA,NA,841,11,NA,48,12.5,Burseraceae,Dacryodes buettneri,NA,NA,WDSpecies,3105485,1026,1026,NA,1026,1026,1026,NA,4250,a,1,0,0,NA,NA,NA,NA,NA,NA,Moins 20 cm tag (POM),5979,2013.676,XXX_02,20130904,2013,9,4
750730,NA,NA,99,11,NA,41,0,Ebenaceae,Diospyros polystemon,NA,NA,WDGenus,3105360,168,168,NA,168,168,168,NA,2100,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750753,NA,NA,107,12,NA,51,27.5,Ochnaceae,Lophira alata,NA,NA,WDSpecies,3105368,114,114,NA,114,114,114,NA,1310,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750756,NA,NA,108,12,NA,47,33,Ebenaceae,Diospyros polystemon,NA,NA,WDGenus,3105369,216,216,NA,216,216,216,NA,1300,b,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750757,NA,NA,109,12,NA,47,33.5,Malvaceae,Cola lizae,NA,NA,WDGenus,3105370,280,280,NA,280,280,280,NA,2550,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750758,NA,NA,110,12,NA,47,34,Irvingiaceae,Desbordesia glaucescens,NA,NA,WDSpecies,3105371,1044,1048,NA,1048,1048,1048,NA,3400,f,1,0,3,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750755,NA,NA,422,12,NA,52,36.5,Ebenaceae,Diospyros polystemon,NA,NA,WDGenus,3105469,358,358,NA,358,358,358,NA,1280,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750754,NA,NA,426,12,NA,53.5,32.5,Annonaceae,Polyalthia suaveolens,NA,NA,WDSpecies,3105470,242,242,NA,242,242,242,NA,1820,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750748,NA,NA,427,12,NA,45,20.5,Anacardiaceae,Trichoscypha acuminata,NA,NA,WDGenus,3105471,235,235,NA,235,235,235,NA,2940,ah,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750751,NA,NA,750,12,NA,43.5,23.5,Malvaceae,Cola lizae,NA,NA,WDGenus,3105477,352,352,NA,352,352,352,NA,1340,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750752,NA,NA,763,12,NA,44.5,30,Cannabaceae,Celtis tessmannii,NA,NA,WDSpecies,3105484,393,393,NA,393,393,393,NA,1860,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750749,NA,NA,842,12,NA,45,20.5,Anacardiaceae,Trichoscypha acuminata,NA,NA,WDGenus,3105486,115,115,NA,115,115,115,NA,3200,ah,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750750,NA,NA,843,12,NA,45,20.5,Anacardiaceae,Trichoscypha acuminata,NA,NA,WDGenus,3105487,226,226,NA,226,226,226,NA,3280,ah,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750759,NA,NA,111,13,NA,48,40,Ebenaceae,Diospyros polystemon,NA,NA,WDGenus,3105372,409,409,NA,409,409,409,NA,3000,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750760,NA,NA,112,13,NA,48,46.5,Ebenaceae,Diospyros polystemon,NA,NA,WDGenus,3105373,194,194,NA,194,194,194,NA,2420,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750761,NA,NA,113,13,NA,49.5,47.5,Malvaceae,Cola lizae,NA,NA,WDGenus,3105374,176,176,NA,176,176,176,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750762,NA,NA,114,13,NA,47,51,Malvaceae,Cola lizae,NA,NA,WDGenus,3105375,171,171,NA,171,171,171,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750763,NA,NA,116,14,NA,52.5,66,Annonaceae,Xylopia aethiopica,NA,NA,WDSpecies,3105376,272,272,NA,272,272,272,NA,2770,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750764,NA,NA,117,14,NA,46,63,Annonaceae,Xylopia aethiopica,NA,NA,WDSpecies,3105377,209,209,NA,209,209,209,NA,2980,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750765,NA,NA,118,14,NA,43,62.5,Annonaceae,Xylopia aethiopica,NA,NA,WDSpecies,3105378,271,271,NA,271,271,271,NA,2550,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750766,NA,NA,119,14,NA,49,68.5,Ebenaceae,Diospyros suaveolens,NA,NA,WDGenus,3105379,195,195,NA,195,195,195,NA,1860,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750767,NA,NA,120,14,NA,49,68.5,Rubiaceae,Porterandia cladantha,NA,NA,WDFamily,3105380,264,264,NA,264,264,264,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750768,NA,NA,121,14,NA,47,72.5,Cannabaceae,Celtis tessmannii,NA,NA,WDSpecies,3105381,406,406,NA,406,406,406,NA,1770,c,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750769,NA,NA,122,14,NA,42.5,72,Passifloraceae,Paropsia grewioides,NA,NA,WDPlot,3105382,165,155,NA,155,155,155,NA,1300,a,1,0,2,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750770,NA,NA,123,14,NA,40.5,79.5,Euphorbiaceae,Maprounea membranacea,NA,NA,WDFamily,3105383,0,0,NA,0,0,0,NA,0,0,ap,0,0,NA,NA,NA,NA,NA,NA,Mort debout,5979,2013.676,XXX_02,20130904,2013,9,4
750771,NA,NA,124,14,NA,50,77.5,Sapindaceae,Ganophyllum giganteum,NA,NA,WDSpecies,3105384,839,857,NA,857,857,857,NA,1860,cz,1,0,3,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750772,NA,NA,126,14,NA,55,74,Rubiaceae,Corynanthe mayumbensis,NA,NA,WDGenus,3105385,113,113,NA,113,113,113,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750773,NA,NA,127,14,NA,57.5,59,Malvaceae,Cola lizae,NA,NA,WDGenus,3105386,139,139,NA,139,139,139,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750774,NA,NA,129,14,NA,55,76.5,Ebenaceae,Diospyros viridicans,NA,NA,WDGenus,3105387,227,227,NA,227,227,227,NA,3030,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750775,NA,NA,130,14,NA,57.5,76.5,Irvingiaceae,Irvingia grandifolia,NA,NA,WDSpecies,3105388,1116,1116,NA,1116,1116,1116,NA,2350,f,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750776,NA,NA,131,14,NA,52,79,Meliaceae,Trichilia prieuriana,NA,NA,WDGenus,3105389,121,121,NA,121,121,121,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750777,NA,NA,132,15,NA,58.5,82.5,Ebenaceae,Diospyros dendo,NA,NA,WDSpecies,3105390,127,127,NA,127,127,127,NA,1300,ah,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750778,NA,NA,133,15,NA,47.5,86,Annonaceae,Enantia chlorantha,NA,NA,WDFamily,3105391,183,183,NA,183,183,183,NA,2980,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750779,NA,NA,134,15,NA,46,93,Annonaceae,Xylopia quintasii,NA,NA,WDSpecies,3105392,106,106,NA,106,106,106,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750782,NA,NA,136,15,NA,44,98.5,Ochnaceae,Lophira alata,NA,NA,WDSpecies,3105394,126,126,NA,126,126,126,NA,1760,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750785,NA,NA,141,17,NA,76.5,78,Malvaceae,Cola lizae,NA,NA,WDGenus,3105397,200,200,NA,200,200,200,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750858,NA,NA,142,17,NA,72,76,Euphorbiaceae,Plagiostyles africana,NA,NA,WDSpecies,3105398,0,0,NA,0,0,0,NA,0,0,kp,0,0,NA,NA,NA,NA,NA,NA,Introuvable,5979,2013.676,XXX_02,20130904,2013,9,4
750786,NA,NA,143,17,NA,67,64.5,Fabaceae,Pterocarpus soyauxii,NA,NA,WDSpecies,3105399,820,820,NA,820,820,820,NA,2800,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750787,NA,NA,144,17,NA,69.5,62.5,Malvaceae,Cola lizae,NA,NA,WDGenus,3105400,343,343,NA,343,343,343,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750788,NA,NA,145,17,NA,74,67,Anacardiaceae,Trichoscypha acuminata,NA,NA,WDGenus,3105401,102,102,NA,102,102,102,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750789,NA,NA,147,17,NA,66,66,Olacaceae,Strombosia zenkeri,NA,NA,WDGenus,3105402,362,362,NA,362,362,362,NA,2600,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750790,NA,NA,149,18,NA,60.5,54.5,Euphorbiaceae,Maprounea membranacea,NA,NA,WDFamily,3105403,129,129,NA,129,129,129,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750791,NA,NA,150,18,NA,62.5,49.5,Ochnaceae,Lophira alata,NA,NA,WDSpecies,3105404,777,777,NA,777,777,777,NA,2800,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750792,NA,NA,151,19,NA,69,55.5,Annonaceae,Enantia chlorantha,NA,NA,WDFamily,3105405,159,159,NA,159,159,159,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750793,NA,NA,152,19,NA,75,57.5,Ebenaceae,Diospyros suaveolens,NA,NA,WDGenus,3105406,199,199,NA,199,199,199,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750794,NA,NA,153,19,NA,71.5,27.5,Annonaceae,Enantia chlorantha,NA,NA,WDFamily,3105407,207,207,NA,207,207,207,NA,1300,b,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750795,NA,NA,154,19,NA,70,24.5,Burseraceae,Dacryodes buettneri,NA,NA,WDSpecies,3105408,383,383,NA,383,383,383,NA,1980,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750796,NA,NA,155,19,NA,76,22.5,Ebenaceae,Diospyros suaveolens,NA,NA,WDGenus,3105409,188,188,NA,188,188,188,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750797,NA,NA,156,19,NA,68.5,20.5,Ebenaceae,Diospyros polystemon,NA,NA,WDGenus,3105410,139,133,NA,133,133,133,NA,1300,a,1,0,3,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750798,NA,NA,157,19,NA,64,20.5,Annonaceae,Enantia chlorantha,NA,NA,WDFamily,3105411,252,252,NA,252,252,252,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750800,NA,NA,419,19,NA,62.5,25,Fabaceae,Pterocarpus soyauxii,NA,NA,WDSpecies,3105468,1308,1308,NA,1308,1308,1308,NA,3200,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750799,NA,NA,759,19,NA,62,21.5,Annonaceae,Enantia chlorantha,NA,NA,WDFamily,3105483,215,215,NA,215,215,215,NA,1080,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750648,NA,NA,12,2,NA,4,20.5,Ebenaceae,Diospyros polystemon,NA,NA,WDGenus,3105277,529,529,NA,529,529,529,NA,2200,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750649,NA,NA,13,2,NA,3.5,24,Ebenaceae,Diospyros polystemon,NA,NA,WDGenus,3105278,346,346,NA,346,346,346,NA,2650,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750650,NA,NA,14,2,NA,16.5,22.5,Lauraceae,Hypodaphnis zenkeri,NA,NA,WDFamily,3105279,277,277,NA,277,277,277,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750651,NA,NA,15,2,NA,16.5,31.5,Euphorbiaceae,Maprounea membranacea,NA,NA,WDFamily,3105280,243,243,NA,243,243,243,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750652,NA,NA,16,2,NA,10.5,30,Ochnaceae,Lophira alata,NA,NA,WDSpecies,3105281,121,121,NA,121,121,121,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750653,NA,NA,17,2,NA,7,32,Arecaceae,Elaeis guineensis,NA,NA,WDPlot,3105282,273,273,NA,273,273,273,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750654,NA,NA,18,2,NA,14.5,37,Ebenaceae,Diospyros polystemon,NA,NA,WDGenus,3105283,323,323,NA,323,323,323,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750655,NA,NA,19,2,NA,14.5,35,Lauraceae,Beilschmiedia fulva,NA,NA,WDGenus,3105284,94,94,NA,94,94,94,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750656,NA,NA,20,2,NA,16.5,31,Burseraceae,Dacryodes buettneri,NA,NA,WDSpecies,3105285,642,642,NA,642,642,642,NA,2470,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750657,NA,NA,21,2,NA,19.5,34.5,Ebenaceae,Diospyros suaveolens,NA,NA,WDGenus,3105286,142,142,NA,142,142,142,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
