Tree ID,stem tag grouping,Pv. Tag No,tree_tag,T1,T2,X,Y,Family,Species,Tree Notes,density,WD Type,database_id,DBH0,dbh,DPOMtMinus1,DBH2,DBH3,DBH4,POM0,POM,F1,F2,F3,F4,LI,CI,CF,height_m,F5,Height Broken At,Census Notes,census_database_id,census_date,plot_code,census_date2,year,month,day
750658,NA,NA,22,2,NA,16,38.5,Olacaceae,Ongokea gore,NA,NA,WDSpecies,3105287,640,640,NA,640,640,640,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750802,NA,NA,160,20,NA,73.5,5,Ebenaceae,Diospyros suaveolens,NA,NA,WDGenus,3105412,131,131,NA,131,131,131,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750803,NA,NA,161,20,NA,73,5.5,Irvingiaceae,Desbordesia indet,NA,NA,WDGenus,3105413,342,342,NA,342,342,342,NA,2270,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750804,NA,NA,162,20,NA,73.5,57.5,Ochnaceae,Testulea gabonensis,NA,NA,WDSpecies,3105414,818,818,NA,818,818,818,NA,3500,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750805,NA,NA,163,20,NA,79.5,7,Ebenaceae,Diospyros polystemon,NA,NA,WDGenus,3105415,191,191,NA,191,191,191,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750806,NA,NA,164,20,NA,79,9,Ebenaceae,Diospyros suaveolens,NA,NA,WDGenus,3105416,108,108,NA,108,108,108,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750807,NA,NA,165,20,NA,78.5,10,Ebenaceae,Diospyros suaveolens,NA,NA,WDGenus,3105417,186,186,NA,186,186,186,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750808,NA,NA,166,20,NA,73,14,Irvingiaceae,Desbordesia indet,NA,NA,WDGenus,3105418,715,715,NA,715,715,715,NA,3550,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750809,NA,NA,167,20,NA,73,16.5,Ochnaceae,Testulea gabonensis,NA,NA,WDSpecies,3105419,780,785,NA,785,785,785,NA,3600,a,1,0,3,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750810,NA,NA,168,20,NA,77.5,20,Fabaceae,Pentaclethra macrophylla,NA,NA,WDSpecies,3105420,220,220,NA,220,220,220,NA,2700,b,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750801,NA,NA,758,20,NA,61,10,Sapindaceae,Ganophyllum giganteum,NA,NA,WDSpecies,3105482,266,266,NA,266,266,266,NA,3570,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750811,NA,NA,169,21,NA,81,4,Ebenaceae,Diospyros polystemon,NA,NA,WDGenus,3105421,277,277,NA,277,277,277,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750812,NA,NA,170,21,NA,84,2.5,Annonaceae,Xylopia hypolampra,NA,NA,WDSpecies,3105422,213,213,NA,213,213,213,NA,3330,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750813,NA,NA,171,21,NA,82,9,Irvingiaceae,Desbordesia indet,NA,NA,WDGenus,3105423,291,291,NA,291,291,291,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750814,NA,NA,172,21,NA,91,1,Malvaceae,Cola lizae,NA,NA,WDGenus,3105424,141,141,NA,141,141,141,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750815,NA,NA,173,21,NA,90,0,Sapotaceae,Letestua durissima,NA,NA,WDSpecies,3105425,1632,1632,NA,1632,1632,1632,NA,2950,ah,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750816,NA,NA,174,21,NA,93.5,10,Fabaceae,Pentaclethra macrophylla,NA,NA,WDSpecies,3105426,565,565,NA,565,565,565,NA,3500,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750817,NA,NA,176,21,NA,81,16.5,Olacaceae,Heisteria parvifolia,NA,NA,WDFamily,3105427,448,448,NA,448,448,448,NA,2650,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750818,NA,NA,177,21,NA,81,18,Irvingiaceae,Irvingia gabonensis,NA,NA,WDSpecies,3105428,328,328,NA,328,328,328,NA,3050,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750819,NA,NA,178,21,NA,95.5,14,Sapindaceae,Eriocoelum indet,NA,NA,WDGenus,3105429,427,427,NA,427,427,427,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750820,NA,NA,179,22,NA,99.5,26,Irvingiaceae,Desbordesia indet,NA,NA,WDGenus,3105430,289,289,NA,289,289,289,NA,3200,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750821,NA,NA,180,22,NA,99,35,Annonaceae,Enantia chlorantha,NA,NA,WDFamily,3105431,315,315,NA,315,315,315,NA,1300,c,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750822,NA,NA,181,22,NA,92,31,Ochnaceae,Testulea gabonensis,NA,NA,WDSpecies,3105432,0,0,NA,0,0,0,NA,0,0,cp,0,0,NA,NA,NA,NA,NA,NA,Tomb??/mort,5979,2013.676,XXX_02,20130904,2013,9,4
750823,NA,NA,182,22,NA,95.5,39.5,Ebenaceae,Diospyros polystemon,NA,NA,WDGenus,3105433,202,202,NA,202,202,202,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750824,NA,NA,184,22,NA,89,38,Meliaceae,Trichilia prieuriana,NA,NA,WDGenus,3105434,209,209,NA,209,209,209,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750825,NA,NA,185,22,NA,87,22.5,Ebenaceae,Diospyros polystemon,NA,NA,WDGenus,3105435,164,164,NA,164,164,164,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750826,NA,NA,186,22,NA,83,24,Ebenaceae,Diospyros suaveolens,NA,NA,WDGenus,3105436,173,173,NA,173,173,173,NA,1580,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750827,NA,NA,187,22,NA,82,24,Ebenaceae,Diospyros suaveolens,NA,NA,WDGenus,3105437,107,107,NA,107,107,107,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750828,NA,NA,188,23,NA,91.5,44,Fabaceae,Pterocarpus soyauxii,NA,NA,WDSpecies,3105438,1592,1592,NA,1592,1592,1592,NA,3400,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750829,NA,NA,189,23,NA,82,63.5,Irvingiaceae,Desbordesia indet,NA,NA,WDGenus,3105439,1109,1109,NA,1109,1109,1109,NA,3580,c,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750830,NA,NA,190,23,NA,82.5,68.5,Euphorbiaceae,Plagiostyles africana,NA,NA,WDSpecies,3105440,354,354,NA,354,354,354,NA,2500,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750831,NA,NA,191,23,NA,82.5,70,Anacardiaceae,Trichoscypha acuminata,NA,NA,WDGenus,3105441,103,103,NA,103,103,103,NA,1300,ah,1,0,0,NA,NA,NA,NA,NA,NA,Diam moine de 10 cm,5979,2013.676,XXX_02,20130904,2013,9,4
750832,NA,NA,192,23,NA,81,71,Ebenaceae,Diospyros suaveolens,NA,NA,WDGenus,3105442,125,125,NA,125,125,125,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750833,NA,NA,193,23,NA,89,71.5,Euphorbiaceae,Plagiostyles africana,NA,NA,WDSpecies,3105443,326,326,NA,326,326,326,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750834,NA,NA,194,23,NA,89,74.5,Fabaceae,Piptadeniastrum africanum,NA,NA,WDSpecies,3105444,1120,1120,NA,1120,1120,1120,NA,3300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750835,NA,NA,195,23,NA,91,73.5,Euphorbiaceae,Plagiostyles africana,NA,NA,WDSpecies,3105445,466,466,NA,466,466,466,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750836,NA,NA,196,23,NA,97,53,Lauraceae,Hypodaphnis zenkeri,NA,NA,WDFamily,3105446,230,230,NA,230,230,230,NA,1780,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750837,NA,NA,197,24,NA,88.5,64,Fabaceae,Fillaeopsis discophora,NA,NA,WDSpecies,3105447,430,430,NA,430,430,430,NA,3380,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750838,NA,NA,198,24,NA,96,70,Irvingiaceae,Desbordesia indet,NA,NA,WDGenus,3105448,244,244,NA,244,244,244,NA,1910,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750839,NA,NA,199,24,NA,96,71,Malvaceae,Cola lizae,NA,NA,WDGenus,3105449,125,125,NA,125,125,125,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750840,NA,NA,200,24,NA,95.5,75.5,Fabaceae,Fillaeopsis discophora,NA,NA,WDSpecies,3105450,499,499,NA,499,499,499,NA,3070,c,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750841,NA,NA,201,24,NA,96,75.5,Fabaceae,Pterocarpus soyauxii,NA,NA,WDSpecies,3105451,222,222,NA,222,222,222,NA,1300,c,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750842,NA,NA,202,24,NA,100,71,Burseraceae,Aucoumea klaineana,NA,NA,WDSpecies,3105452,1407,1407,NA,1407,1407,1407,NA,3100,c,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750843,NA,NA,203,24,NA,93,64,Euphorbiaceae,Plagiostyles africana,NA,NA,WDSpecies,3105453,374,374,NA,374,374,374,NA,1960,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750844,NA,NA,205,24,NA,81,63,Fabaceae,Pentaclethra macrophylla,NA,NA,WDSpecies,3105454,388,388,NA,388,388,388,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750845,NA,NA,206,24,NA,80.5,74.5,Ebenaceae,Diospyros piscatoria,NA,NA,WDGenus,3105455,190,190,NA,190,190,190,NA,1940,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750846,NA,NA,207,25,NA,80,85,Cannabaceae,Celtis tessmannii,NA,NA,WDSpecies,3105456,860,860,NA,860,860,860,NA,3230,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750847,NA,NA,208,25,NA,83,86.5,Fabaceae,Swartzia fistuloides,NA,NA,WDFamily,3105457,409,409,NA,409,409,409,NA,2240,bh,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750849,NA,NA,209,25,NA,84,91.5,Annonaceae,Polyalthia suaveolens,NA,NA,WDSpecies,3105458,156,156,NA,156,156,156,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750850,NA,NA,210,25,NA,86,94.5,Burseraceae,Aucoumea klaineana,NA,NA,WDSpecies,3105459,391,394,NA,394,394,394,NA,1300,a,1,0,3,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750854,NA,NA,214,25,NA,98.5,96,Burseraceae,Dacryodes buettneri,NA,NA,WDSpecies,3105463,334,334,NA,334,334,334,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750855,NA,NA,215,25,NA,100,95,Burseraceae,Aucoumea klaineana,NA,NA,WDSpecies,3105464,625,625,NA,625,625,625,NA,2760,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750856,NA,NA,216,25,NA,100,87,Rubiaceae,Corynanthe mayumbensis,NA,NA,WDGenus,3105465,184,184,NA,184,184,184,NA,1300,ah,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750848,NA,NA,219,25,NA,83,86.5,Fabaceae,Swartzia fistuloides,NA,NA,WDFamily,3105467,497,497,NA,497,497,497,NA,3180,ah,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750659,NA,NA,23,3,NA,20,46,Burseraceae,Dacryodes buettneri,NA,NA,WDSpecies,3105288,605,605,NA,605,605,605,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750660,NA,NA,24,3,NA,19,46,Burseraceae,Dacryodes normandii,NA,NA,WDSpecies,3105289,146,146,NA,146,146,146,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750661,NA,NA,25,3,NA,20,47,Ebenaceae,Diospyros polystemon,NA,NA,WDGenus,3105290,247,247,NA,247,247,247,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750662,NA,NA,26,3,NA,17,55,Ochnaceae,Testulea gabonensis,NA,NA,WDSpecies,3105291,1018,1018,NA,1018,1018,1018,NA,3050,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750663,NA,NA,27,3,NA,8.5,55,Burseraceae,Aucoumea klaineana,NA,NA,WDSpecies,3105292,332,332,NA,332,332,332,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750664,NA,NA,28,3,NA,9.5,55.5,Malvaceae,Cola lizae,NA,NA,WDGenus,3105293,102,102,NA,102,102,102,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750665,NA,NA,29,3,NA,5,55.5,Annonaceae,Xylopia aethiopica,NA,NA,WDSpecies,3105294,380,380,NA,380,380,380,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750666,NA,NA,30,3,NA,1.5,47,Annonaceae,Xylopia quintasii,NA,NA,WDSpecies,3105295,229,229,NA,229,229,229,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750667,NA,NA,31,4,NA,2.5,64.5,Ebenaceae,Diospyros suaveolens,NA,NA,WDGenus,3105296,235,235,NA,235,235,235,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750668,NA,NA,32,4,NA,19,60.5,Lauraceae,Hypodaphnis zenkeri,NA,NA,WDFamily,3105297,155,155,NA,155,155,155,NA,1300,b,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750669,NA,NA,33,4,NA,18,63.5,Cannabaceae,Celtis tessmannii,NA,NA,WDSpecies,3105298,291,291,NA,291,291,291,NA,1300,c,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750670,NA,NA,34,4,NA,17,63,Malvaceae,Cola lizae,NA,NA,WDGenus,3105299,163,163,NA,163,163,163,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750671,NA,NA,35,4,NA,18,67.5,Annonaceae,Xylopia aethiopica,NA,NA,WDSpecies,3105300,238,238,NA,238,238,238,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750672,NA,NA,36,4,NA,13,72.5,Malvaceae,Cola lizae,NA,NA,WDGenus,3105301,147,147,NA,147,147,147,NA,1300,c,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750673,NA,NA,37,4,NA,1.5,75.5,Annonaceae,Xylopia aethiopica,NA,NA,WDSpecies,3105302,210,214,NA,214,214,214,NA,1300,a,1,0,3,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750674,NA,NA,38,4,NA,2.5,76,Ebenaceae,Diospyros dendo,NA,NA,WDSpecies,3105303,108,108,NA,108,108,108,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750675,NA,NA,39,4,NA,11,76.5,Euphorbiaceae,Plagiostyles africana,NA,NA,WDSpecies,3105304,377,377,NA,377,377,377,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750676,NA,NA,41,4,NA,19.5,79.5,Burseraceae,Aucoumea klaineana,NA,NA,WDSpecies,3105305,985,985,NA,985,985,985,NA,3100,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750677,NA,NA,42,5,NA,15,80.5,Anacardiaceae,Trichoscypha abut,NA,NA,WDGenus,3105306,327,327,NA,327,327,327,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750678,NA,NA,43,5,NA,14.5,81,Malvaceae,Cola lizae,NA,NA,WDGenus,3105307,161,161,NA,161,161,161,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750679,NA,NA,45,5,NA,5,81,Malvaceae,Cola lizae,NA,NA,WDGenus,3105308,347,347,NA,347,347,347,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750680,NA,NA,46,5,NA,7.5,83,Ebenaceae,Diospyros polystemon,NA,NA,WDGenus,3105309,350,350,NA,350,350,350,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750681,NA,NA,47,5,NA,2.5,87,Burseraceae,Dacryodes normandii,NA,NA,WDSpecies,3105310,436,436,NA,436,436,436,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750682,NA,NA,48,5,NA,4.5,90.5,Malvaceae,Cola lizae,NA,NA,WDGenus,3105311,352,352,NA,352,352,352,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750683,NA,NA,49,5,NA,8.5,90.5,Ebenaceae,Diospyros suaveolens,NA,NA,WDGenus,3105312,123,123,NA,123,123,123,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750684,NA,NA,50,5,NA,11,90.5,Ebenaceae,Diospyros polystemon,NA,NA,WDGenus,3105313,309,309,NA,309,309,309,NA,2480,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750685,NA,NA,51,5,NA,11,94,Ebenaceae,Diospyros dendo,NA,NA,WDSpecies,3105314,112,112,NA,112,112,112,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750686,NA,NA,52,5,NA,10.5,96.5,Ochnaceae,Lophira alata,NA,NA,WDSpecies,3105315,493,496,NA,496,496,496,NA,1300,a,1,0,3,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750687,NA,NA,53,5,NA,8.5,99,Rubiaceae,Corynanthe mayumbensis,NA,NA,WDGenus,3105316,103,103,NA,103,103,103,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750857,NA,NA,54,5,NA,17.5,92,Fabaceae,Dialium lopense,NA,NA,WDGenus,3105317,718,718,NA,718,718,718,NA,3000,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750688,NA,NA,55,5,NA,20,93,Lauraceae,Hypodaphnis zenkeri,NA,NA,WDFamily,3105318,171,171,NA,171,171,171,NA,1300,gz,1,0,0,NA,NA,NA,NA,NA,NA,Tag tomb??,5979,2013.676,XXX_02,20130904,2013,9,4
1598590,NA,NA,846,5,NA,NA,NA,Indet,Indet indet,NA,NA,WDPlot,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750689,NA,NA,56,6,NA,23.5,97,Malvaceae,Cola lizae,NA,NA,WDGenus,3105319,288,292,NA,292,292,292,NA,1300,a,1,0,3,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750690,NA,NA,57,6,NA,24,83,Malvaceae,Cola lizae,NA,NA,WDGenus,3105320,192,192,NA,192,192,192,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750691,NA,NA,58,6,NA,33.5,83.5,Burseraceae,Dacryodes buettneri,NA,NA,WDSpecies,3105321,812,812,NA,812,812,812,NA,3500,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750692,NA,NA,59,6,NA,36,84,Ebenaceae,Diospyros polystemon,NA,NA,WDGenus,3105322,233,233,NA,233,233,233,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750693,NA,NA,60,7,NA,39.5,77.5,Annonaceae,Xylopia aethiopica,NA,NA,WDSpecies,3105323,294,295,NA,295,295,295,NA,1300,a,1,0,3,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750694,NA,NA,61,7,NA,29,76,Meliaceae,Trichilia prieuriana,NA,NA,WDGenus,3105324,159,159,NA,159,159,159,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750695,NA,NA,62,7,NA,27,75,Ebenaceae,Diospyros polystemon,NA,NA,WDGenus,3105325,327,327,NA,327,327,327,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750696,NA,NA,63,7,NA,27,73,Ebenaceae,Diospyros polystemon,NA,NA,WDGenus,3105326,212,212,NA,212,212,212,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750697,NA,NA,64,7,NA,24.5,72,Annonaceae,Xylopia aethiopica,NA,NA,WDSpecies,3105327,200,200,NA,200,200,200,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750698,NA,NA,66,7,NA,28,67,Annonaceae,Polyalthia suaveolens,NA,NA,WDSpecies,3105328,307,307,NA,307,307,307,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750699,NA,NA,67,7,NA,34,65,Annonaceae,Xylopia quintasii,NA,NA,WDSpecies,3105329,133,133,NA,133,133,133,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750700,NA,NA,68,7,NA,31,62.5,Ebenaceae,Diospyros piscatoria,NA,NA,WDGenus,3105330,107,107,NA,107,107,107,NA,1000,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750701,NA,NA,69,7,NA,22,70,Annonaceae,Xylopia aethiopica,NA,NA,WDSpecies,3105331,115,115,NA,115,115,115,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750702,NA,NA,70,7,NA,20.5,68.5,Ebenaceae,Diospyros polystemon,NA,NA,WDGenus,3105332,292,292,NA,292,292,292,NA,2780,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750703,NA,NA,71,7,NA,22,68.5,Rubiaceae,Porterandia cladantha,NA,NA,WDFamily,3105333,260,260,NA,260,260,260,NA,1300,c,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750704,NA,NA,72,7,NA,23.5,65,Fabaceae,Pentaclethra macrophylla,NA,NA,WDSpecies,3105334,538,538,NA,538,538,538,NA,2350,cf,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750705,NA,NA,73,8,NA,20,59,Annonaceae,Enantia chlorantha,NA,NA,WDFamily,3105335,107,107,NA,107,107,107,NA,1900,c,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750706,NA,NA,74,8,NA,25,58,Ebenaceae,Diospyros polystemon,NA,NA,WDGenus,3105336,296,296,NA,296,296,296,NA,1300,c,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750707,NA,NA,75,8,NA,20.5,57,Irvingiaceae,Desbordesia glaucescens,NA,NA,WDSpecies,3105337,420,420,NA,420,420,420,NA,2880,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750708,NA,NA,76,8,NA,23,47.5,Irvingiaceae,Desbordesia glaucescens,NA,NA,WDSpecies,3105338,510,510,NA,510,510,510,NA,3630,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750709,NA,NA,77,8,NA,28,44,Cannabaceae,Celtis tessmannii,NA,NA,WDSpecies,3105339,914,914,NA,914,914,914,NA,3600,c,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
750710,NA,NA,78,8,NA,29.5,45,Annonaceae,Enantia chlorantha,NA,NA,WDFamily,3105340,238,238,NA,238,238,238,NA,1300,a,1,0,0,NA,NA,NA,NA,NA,NA,,5979,2013.676,XXX_02,20130904,2013,9,4
