plot_code,sub_plot,cwd_transect_num,cwd_num,replica,year,egm_measurement,recno,day,month,hour,min,co2ref,InputD,time,InputF,atmp,probe_type,quality_code,comments,cwd_sub_transect_num
XXX-01,5,2,5,1,2014,5,14,15,3,6,10,478,2,28,0.06,671,8,NA,NA,32492
XXX-01,5,2,5,1,2014,5,15,15,3,6,10,479,3,33,0.06,671,8,NA,NA,32493
XXX-01,5,2,5,1,2014,5,16,15,3,6,10,479,3,38,0.05,671,8,NA,NA,32494
XXX-01,5,2,5,1,2014,5,17,15,3,6,10,478,3,43,0.05,672,8,NA,NA,32495
XXX-01,5,2,5,1,2014,5,18,15,3,6,10,480,3,48,0.05,671,8,NA,NA,32496
XXX-01,5,2,5,1,2014,5,19,15,3,6,10,480,4,52,0.05,671,8,NA,NA,32497
XXX-01,5,2,5,1,2014,5,20,15,3,6,10,480,4,57,0.05,671,8,NA,NA,32498
XXX-01,5,2,5,1,2014,5,21,15,3,6,10,480,4,62,0.05,672,8,NA,NA,32499
XXX-01,5,2,5,1,2014,5,22,15,3,6,10,482,5,67,0.05,671,8,NA,NA,32500
XXX-01,5,2,5,1,2014,5,23,15,3,6,10,482,5,72,0.05,671,8,NA,NA,32501
XXX-01,5,2,5,1,2014,5,24,15,3,6,10,482,6,76,0.05,671,8,NA,NA,32502
XXX-01,5,2,5,1,2014,5,25,15,3,6,10,483,6,81,0.05,671,8,NA,NA,32503
XXX-01,5,2,5,1,2014,5,26,15,3,6,11,482,7,86,0.05,672,8,NA,NA,32504
XXX-01,5,2,5,1,2014,5,27,15,3,6,11,484,7,91,0.05,671,8,NA,NA,32505
XXX-01,5,2,5,1,2014,5,28,15,3,6,11,484,8,96,0.05,671,8,NA,NA,32506
XXX-01,5,2,5,1,2014,5,29,15,3,6,11,484,8,100,0.05,671,8,NA,NA,32507
XXX-01,5,2,5,1,2014,5,30,15,3,6,11,485,9,105,0.05,671,8,NA,NA,32508
XXX-01,5,2,5,1,2014,5,31,15,3,6,11,485,9,110,0.05,671,8,NA,NA,32509
XXX-01,5,2,5,1,2014,5,32,15,3,6,11,486,10,115,0.05,671,8,NA,NA,32510
XXX-01,5,2,5,1,2014,5,33,15,3,6,11,486,10,120,0.05,671,8,NA,NA,32511
XXX-01,5,2,5,1,2014,5,34,15,3,6,11,487,11,124,0.05,671,8,NA,NA,32512
XXX-01,6,3,6,1,2014,6,1,15,3,6,12,478,0,0,0,671,8,NA,NA,32513
XXX-01,6,3,6,1,2014,6,2,15,3,6,12,478,0,4,0,671,8,NA,NA,32514
XXX-01,6,3,6,1,2014,6,3,15,3,6,12,479,0,9,0,671,8,NA,NA,32515
XXX-01,6,3,6,1,2014,6,4,15,3,6,12,478,0,14,0.01,672,8,NA,NA,32516
XXX-01,6,3,6,1,2014,6,5,15,3,6,13,478,0,19,0.01,672,8,NA,NA,32517
XXX-01,6,3,6,1,2014,6,6,15,3,6,13,480,1,24,0.04,671,8,NA,NA,32518
XXX-01,6,3,6,1,2014,6,7,15,3,6,13,481,2,28,0.06,671,8,NA,NA,32519
XXX-01,6,3,6,1,2014,6,8,15,3,6,13,481,3,33,0.06,671,8,NA,NA,32520
XXX-01,6,3,6,1,2014,6,9,15,3,6,13,481,4,38,0.06,671,8,NA,NA,32521
XXX-01,6,3,6,1,2014,6,10,15,3,6,13,482,4,43,0.06,671,8,NA,NA,32522
XXX-01,6,3,6,1,2014,6,11,15,3,6,13,481,4,48,0.06,672,8,NA,NA,32523
XXX-01,6,3,6,1,2014,6,12,15,3,6,13,483,5,52,0.06,671,8,NA,NA,32524
XXX-01,6,3,6,1,2014,6,13,15,3,6,13,483,5,57,0.06,672,8,NA,NA,32525
XXX-01,6,3,6,1,2014,6,14,15,3,6,13,484,6,62,0.06,671,8,NA,NA,32526
XXX-01,6,3,6,1,2014,6,15,15,3,6,13,484,6,67,0.06,671,8,NA,NA,32527
XXX-01,6,3,6,1,2014,6,16,15,3,6,13,485,7,72,0.06,671,8,NA,NA,32528
XXX-01,6,3,6,1,2014,6,17,15,3,6,14,485,8,76,0.06,671,8,NA,NA,32529
XXX-01,6,3,6,1,2014,6,18,15,3,6,14,486,8,81,0.06,671,8,NA,NA,32530
XXX-01,6,3,6,1,2014,6,19,15,3,6,14,487,9,86,0.06,671,8,NA,NA,32531
XXX-01,6,3,6,1,2014,6,20,15,3,6,14,486,9,91,0.06,672,8,NA,NA,32532
XXX-01,6,3,6,1,2014,6,21,15,3,6,14,486,9,96,0.06,672,8,NA,NA,32533
XXX-01,6,3,6,1,2014,6,22,15,3,6,14,488,10,100,0.06,671,8,NA,NA,32534
XXX-01,6,3,6,1,2014,6,23,15,3,6,14,487,10,105,0.06,672,8,NA,NA,32535
XXX-01,6,3,6,1,2014,6,24,15,3,6,14,489,10,110,0.06,671,8,NA,NA,32536
XXX-01,6,3,6,1,2014,6,25,15,3,6,14,489,11,115,0.06,671,8,NA,NA,32537
XXX-01,6,3,6,1,2014,6,26,15,3,6,14,488,11,120,0.06,672,8,NA,NA,32538
XXX-01,6,3,6,1,2014,6,27,15,3,6,14,490,12,124,0.06,671,8,NA,NA,32539
XXX-01,7,3,7,1,2014,7,1,15,3,6,15,487,0,0,0,671,8,NA,NA,32540
XXX-01,7,3,7,1,2014,7,2,15,3,6,15,487,0,4,0,671,8,NA,NA,32541
XXX-01,7,3,7,1,2014,7,3,15,3,6,15,488,0,9,0,671,8,NA,NA,32542
XXX-01,7,3,7,1,2014,7,4,15,3,6,15,490,0,14,0.15,671,8,NA,NA,32543
XXX-01,7,3,7,1,2014,7,5,15,3,6,15,492,0,19,0.17,671,8,NA,NA,32544
XXX-01,7,3,7,1,2014,7,6,15,3,6,15,492,1,24,0.15,672,8,NA,NA,32545
XXX-01,7,3,7,1,2014,7,7,15,3,6,16,494,2,28,0.17,671,8,NA,NA,32546
XXX-01,7,3,7,1,2014,7,8,15,3,6,16,495,3,33,0.17,671,8,NA,NA,32547
XXX-01,7,3,7,1,2014,7,9,15,3,6,16,496,4,38,0.17,671,8,NA,NA,32548
XXX-01,7,3,7,1,2014,7,10,15,3,6,16,499,4,43,0.17,671,8,NA,NA,32549
XXX-01,7,3,7,1,2014,7,11,15,3,6,16,500,4,48,0.18,671,8,NA,NA,32550
XXX-01,7,3,7,1,2014,7,12,15,3,6,16,501,5,52,0.18,672,8,NA,NA,32551
XXX-01,7,3,7,1,2014,7,13,15,3,6,16,504,5,57,0.19,671,8,NA,NA,32552
XXX-01,7,3,7,1,2014,7,14,15,3,6,16,507,6,62,0.2,671,8,NA,NA,32553
XXX-01,7,3,7,1,2014,7,15,15,3,6,16,510,6,67,0.21,671,8,NA,NA,32554
XXX-01,7,3,7,1,2014,7,16,15,3,6,16,511,7,72,0.22,671,8,NA,NA,32555
XXX-01,7,3,7,1,2014,7,17,15,3,6,16,514,8,76,0.22,671,8,NA,NA,32556
XXX-01,7,3,7,1,2014,7,18,15,3,6,16,516,8,81,0.23,671,8,NA,NA,32557
XXX-01,7,3,7,1,2014,7,19,15,3,6,16,517,9,86,0.23,671,8,NA,NA,32558
XXX-01,7,3,7,1,2014,7,20,15,3,6,17,518,9,91,0.23,671,8,NA,NA,32559
XXX-01,7,3,7,1,2014,7,21,15,3,6,17,520,9,96,0.23,671,8,NA,NA,32560
XXX-01,7,3,7,1,2014,7,22,15,3,6,17,522,10,100,0.23,671,8,NA,NA,32561
XXX-01,7,3,7,1,2014,7,23,15,3,6,17,523,10,105,0.23,671,8,NA,NA,32562
XXX-01,7,3,7,1,2014,7,24,15,3,6,17,525,10,110,0.23,671,8,NA,NA,32563
XXX-01,7,3,7,1,2014,7,25,15,3,6,17,526,11,115,0.23,671,8,NA,NA,32564
XXX-01,7,3,7,1,2014,7,26,15,3,6,17,528,11,120,0.23,671,8,NA,NA,32565
XXX-01,8,3,8,1,2014,8,1,15,3,6,18,499,12,0,0,671,8,NA,NA,32566
XXX-01,8,3,8,1,2014,8,2,15,3,6,18,503,0,4,0,671,8,NA,NA,32567
XXX-01,8,3,8,1,2014,8,3,15,3,6,18,505,0,9,0,671,8,NA,NA,32568
XXX-01,8,3,8,1,2014,8,4,15,3,6,19,509,0,14,0.17,671,8,NA,NA,32569
XXX-01,8,3,8,1,2014,8,5,15,3,6,19,509,0,19,0.17,671,8,NA,NA,32570
XXX-01,8,3,8,1,2014,8,6,15,3,6,19,510,1,24,0.17,671,8,NA,NA,32571
XXX-01,8,3,8,1,2014,8,7,15,3,6,19,511,2,28,0.19,671,8,NA,NA,32572
XXX-01,8,3,8,1,2014,8,8,15,3,6,19,513,3,33,0.19,671,8,NA,NA,32573
XXX-01,8,3,8,1,2014,8,9,15,3,6,19,513,4,38,0.19,671,8,NA,NA,32574
XXX-01,8,3,8,1,2014,8,10,15,3,6,19,515,4,43,0.19,671,8,NA,NA,32575
XXX-01,8,3,8,1,2014,8,11,15,3,6,19,517,4,48,0.2,671,8,NA,NA,32576
XXX-01,8,3,8,1,2014,8,12,15,3,6,19,519,5,52,0.2,671,8,NA,NA,32577
XXX-01,8,3,8,1,2014,8,13,15,3,6,19,522,5,57,0.21,671,8,NA,NA,32578
XXX-01,8,3,8,1,2014,8,14,15,3,6,19,523,6,62,0.22,671,8,NA,NA,32579
XXX-01,8,3,8,1,2014,8,15,15,3,6,19,524,6,67,0.23,671,8,NA,NA,32580
XXX-01,8,3,8,1,2014,8,16,15,3,6,19,525,7,72,0.24,671,8,NA,NA,32581
XXX-01,8,3,8,1,2014,8,17,15,3,6,20,528,8,76,0.24,671,8,NA,NA,32582
XXX-01,8,3,8,1,2014,8,18,15,3,6,20,529,8,81,0.25,671,8,NA,NA,32583
XXX-01,8,3,8,1,2014,8,19,15,3,6,20,530,9,86,0.25,671,8,NA,NA,32584
XXX-01,8,3,8,1,2014,8,20,15,3,6,20,532,9,91,0.26,671,8,NA,NA,32585
XXX-01,8,3,8,1,2014,8,21,15,3,6,20,533,9,96,0.26,671,8,NA,NA,32586
XXX-01,8,3,8,1,2014,8,22,15,3,6,20,535,10,100,0.26,671,8,NA,NA,32587
XXX-01,8,3,8,1,2014,8,23,15,3,6,20,537,10,105,0.27,671,8,NA,NA,32588
XXX-01,8,3,8,1,2014,8,24,15,3,6,20,537,10,110,0.27,671,8,NA,NA,32589
XXX-01,8,3,8,1,2014,8,25,15,3,6,20,539,11,115,0.27,671,8,NA,NA,32590
XXX-01,8,3,8,1,2014,8,26,15,3,6,20,540,11,120,0.28,671,8,NA,NA,32591
XXX-01,8,3,8,1,2014,8,27,15,3,6,20,541,12,124,0.28,671,8,NA,NA,32592
XXX-01,9,4,9,1,2014,9,1,15,3,6,21,486,0,0,0,671,8,NA,NA,32593
XXX-01,9,4,9,1,2014,9,2,15,3,6,21,490,0,4,0,671,8,NA,NA,32594
XXX-01,9,4,9,1,2014,9,3,15,3,6,21,492,0,9,0,671,8,NA,NA,32595
XXX-01,9,4,9,1,2014,9,4,15,3,6,21,496,0,14,0.25,671,8,NA,NA,32596
XXX-01,9,4,9,1,2014,9,5,15,3,6,21,496,0,19,0.26,671,8,NA,NA,32597
XXX-01,9,4,9,1,2014,9,6,15,3,6,21,497,1,24,0.24,671,8,NA,NA,32598
XXX-01,9,4,9,1,2014,9,7,15,3,6,21,498,2,28,0.21,671,8,NA,NA,32599
XXX-01,9,4,9,1,2014,9,8,15,3,6,21,500,3,33,0.22,671,8,NA,NA,32600
XXX-01,9,4,9,1,2014,9,9,15,3,6,22,500,4,38,0.21,671,8,NA,NA,32601
XXX-01,9,4,9,1,2014,9,10,15,3,6,22,502,4,43,0.21,671,8,NA,NA,32602
XXX-01,9,4,9,1,2014,9,11,15,3,6,22,504,5,48,0.21,671,8,NA,NA,32603
XXX-01,9,4,9,1,2014,9,12,15,3,6,22,506,5,52,0.22,671,8,NA,NA,32604
XXX-01,9,4,9,1,2014,9,13,15,3,6,22,509,5,57,0.23,671,8,NA,NA,32605
XXX-01,9,4,9,1,2014,9,14,15,3,6,22,510,7,62,0.24,671,8,NA,NA,32606
XXX-01,9,4,9,1,2014,9,15,15,3,6,22,511,6,67,0.25,671,8,NA,NA,32607
XXX-01,9,4,9,1,2014,9,16,15,3,6,22,512,7,72,0.26,671,8,NA,NA,32608
XXX-01,9,4,9,1,2014,9,17,15,3,6,22,515,8,76,0.27,671,8,NA,NA,32609
XXX-01,9,4,9,1,2014,9,18,15,3,6,22,516,8,81,0.28,671,8,NA,NA,32610
XXX-01,9,4,9,1,2014,9,19,15,3,6,22,517,9,86,0.29,671,8,NA,NA,32611
XXX-01,9,4,9,1,2014,9,20,15,3,6,22,519,9,91,0.31,671,8,NA,NA,32612
XXX-01,9,4,9,1,2014,9,21,15,3,6,22,520,9,96,0.3,671,8,NA,NA,32613
XXX-01,9,4,9,1,2014,9,22,15,3,6,23,522,9,100,0.3,671,8,NA,NA,32614
XXX-01,9,4,9,1,2014,9,23,15,3,6,23,524,10,105,0.3,671,8,NA,NA,32615
XXX-01,9,4,9,1,2014,9,24,15,3,6,23,524,10,110,0.29,671,8,NA,NA,32616
XXX-01,9,4,9,1,2014,9,25,15,3,6,23,526,11,115,0.29,671,8,NA,NA,32617
XXX-01,9,4,9,1,2014,9,26,15,3,6,23,527,11,120,0.29,671,8,NA,NA,32618
XXX-01,9,4,9,1,2014,9,27,15,3,6,23,528,11,124,0.28,671,8,NA,NA,32619
XXX-01,10,4,10,1,2014,10,1,15,3,6,24,511,0,0,0,671,8,NA,NA,32620
XXX-01,10,4,10,1,2014,10,2,15,3,6,24,515,0,4,0,671,8,NA,NA,32621
XXX-01,10,4,10,1,2014,10,3,15,3,6,24,517,0,9,0,671,8,NA,NA,32622
XXX-01,10,4,10,1,2014,10,4,15,3,6,24,521,7,14,0.17,671,8,NA,NA,32623
XXX-01,10,4,10,1,2014,10,5,15,3,6,24,521,10,19,0.17,671,8,NA,NA,32624
XXX-01,10,4,10,1,2014,10,6,15,3,6,24,522,10,24,0.15,671,8,NA,NA,32625
XXX-01,10,4,10,1,2014,10,7,15,3,6,24,523,11,28,0.15,671,8,NA,NA,32626
XXX-01,10,4,10,1,2014,10,8,15,3,6,24,525,12,33,0.16,671,8,NA,NA,32627
XXX-01,10,4,10,1,2014,10,9,15,3,6,24,525,14,38,0.16,671,8,NA,NA,32628
XXX-01,10,4,10,1,2014,10,10,15,3,6,24,527,15,43,0.17,671,8,NA,NA,32629
XXX-01,10,4,10,1,2014,10,11,15,3,6,25,529,16,48,0.17,671,8,NA,NA,32630
XXX-01,10,4,10,1,2014,10,12,15,3,6,25,531,17,52,0.18,671,8,NA,NA,32631
XXX-01,10,4,10,1,2014,10,13,15,3,6,25,534,18,57,0.19,671,8,NA,NA,32632
XXX-01,10,4,10,1,2014,10,14,15,3,6,25,535,18,62,0.21,671,8,NA,NA,32633
XXX-01,10,4,10,1,2014,10,15,15,3,6,25,536,20,67,0.21,671,8,NA,NA,32634
XXX-01,10,4,10,1,2014,10,16,15,3,6,25,537,20,72,0.22,671,8,NA,NA,32635
XXX-01,10,4,10,1,2014,10,17,15,3,6,25,540,21,76,0.23,671,8,NA,NA,32636
XXX-01,10,4,10,1,2014,10,18,15,3,6,25,541,22,81,0.24,671,8,NA,NA,32637
XXX-01,10,4,10,1,2014,10,19,15,3,6,25,542,23,86,0.24,671,8,NA,NA,32638
XXX-01,10,4,10,1,2014,10,20,15,3,6,25,544,24,91,0.23,671,8,NA,NA,32639
XXX-01,10,4,10,1,2014,10,21,15,3,6,25,545,25,96,0.23,671,8,NA,NA,32640
XXX-01,10,4,10,1,2014,10,22,15,3,6,25,547,26,100,0.23,671,8,NA,NA,32641
XXX-01,10,4,10,1,2014,10,23,15,3,6,25,549,27,105,0.25,671,8,NA,NA,32642
XXX-01,10,4,10,1,2014,10,24,15,3,6,26,549,27,110,0.25,671,8,NA,NA,32643
XXX-01,10,4,10,1,2014,10,25,15,3,6,26,551,28,115,0.26,671,8,NA,NA,32644
XXX-01,10,4,10,1,2014,10,26,15,3,6,26,552,29,120,0.25,671,8,NA,NA,32645
XXX-01,10,4,10,1,2014,10,27,15,3,6,26,553,30,124,0.26,671,8,NA,NA,32646
XXX-01,11,4,11,1,2014,11,1,15,3,6,26,509,0,0,0,671,8,NA,NA,32647
XXX-01,11,4,11,1,2014,11,2,15,3,6,27,510,0,4,0,671,8,NA,NA,32648
XXX-01,11,4,11,1,2014,11,3,15,3,6,27,512,0,9,0,671,8,NA,NA,32649
XXX-01,11,4,11,1,2014,11,4,15,3,6,27,516,3,14,0.14,671,8,NA,NA,32650
XXX-01,11,4,11,1,2014,11,5,15,3,6,27,516,5,19,0.13,671,8,NA,NA,32651
XXX-01,11,4,11,1,2014,11,6,15,3,6,27,517,5,24,0.09,671,8,NA,NA,32652
XXX-01,11,4,11,1,2014,11,7,15,3,6,27,518,7,28,0.11,671,8,NA,NA,32653
XXX-01,11,4,11,1,2014,11,8,15,3,6,27,519,9,33,0.11,671,8,NA,NA,32654
XXX-01,11,4,11,1,2014,11,9,15,3,6,27,520,10,38,0.11,671,8,NA,NA,32655
XXX-01,11,4,11,1,2014,11,10,15,3,6,27,521,12,43,0.1,671,8,NA,NA,32656
XXX-01,11,4,11,1,2014,11,11,15,3,6,27,522,13,48,0.1,671,8,NA,NA,32657
XXX-01,11,4,11,1,2014,11,12,15,3,6,27,523,15,52,0.09,671,8,NA,NA,32658
XXX-01,11,4,11,1,2014,11,13,15,3,6,27,524,17,57,0.09,671,8,NA,NA,32659
XXX-01,11,4,11,1,2014,11,14,15,3,6,27,525,19,62,0.09,671,8,NA,NA,32660
XXX-01,11,4,11,1,2014,11,15,15,3,6,28,526,22,67,0.09,671,8,NA,NA,32661
XXX-01,11,4,11,1,2014,11,16,15,3,6,28,527,24,72,0.09,671,8,NA,NA,32662
XXX-01,11,4,11,1,2014,11,17,15,3,6,28,528,27,76,0.09,671,8,NA,NA,32663
XXX-01,11,4,11,1,2014,11,18,15,3,6,28,529,29,81,0.09,671,8,NA,NA,32664
XXX-01,11,4,11,1,2014,11,19,15,3,6,28,530,31,86,0.09,671,8,NA,NA,32665
XXX-01,11,4,11,1,2014,11,20,15,3,6,28,531,33,91,0.09,671,8,NA,NA,32666
XXX-01,11,4,11,1,2014,11,21,15,3,6,28,532,35,96,0.09,671,8,NA,NA,32667
XXX-01,11,4,11,1,2014,11,22,15,3,6,28,533,37,100,0.09,671,8,NA,NA,32668
XXX-01,11,4,11,1,2014,11,23,15,3,6,28,534,39,105,0.09,671,8,NA,NA,32669
XXX-01,11,4,11,1,2014,11,24,15,3,6,28,535,40,110,0.09,671,8,NA,NA,32670
XXX-01,11,4,11,1,2014,11,25,15,3,6,28,536,42,115,0.09,671,8,NA,NA,32671
XXX-01,11,4,11,1,2014,11,26,15,3,6,28,537,44,120,0.09,671,8,NA,NA,32672
XXX-01,11,4,11,1,2014,11,27,15,3,6,28,538,46,124,0.09,671,8,NA,NA,32673
XXX-01,12,5,12,1,2014,12,1,15,3,6,29,467,0,0,0,672,8,NA,NA,32674
XXX-01,12,5,12,1,2014,12,2,15,3,6,29,471,0,4,0,672,8,NA,NA,32675
XXX-01,12,5,12,1,2014,12,3,15,3,6,29,474,0,9,0,672,8,NA,NA,32676
XXX-01,12,5,12,1,2014,12,4,15,3,6,29,475,7,14,0.34,672,8,NA,NA,32677
XXX-01,12,5,12,1,2014,12,5,15,3,6,29,478,10,19,0.33,671,8,NA,NA,32678
XXX-01,12,5,12,1,2014,12,6,15,3,6,29,478,10,24,0.28,672,8,NA,NA,32679
XXX-01,12,5,12,1,2014,12,7,15,3,6,30,479,11,28,0.26,672,8,NA,NA,32680
XXX-01,12,5,12,1,2014,12,8,15,3,6,30,480,12,33,0.24,672,8,NA,NA,32681
XXX-01,12,5,12,1,2014,12,9,15,3,6,30,483,14,38,0.23,671,8,NA,NA,32682
XXX-01,12,5,12,1,2014,12,10,15,3,6,30,484,15,43,0.23,671,8,NA,NA,32683
XXX-01,12,5,12,1,2014,12,11,15,3,6,30,484,16,48,0.21,672,8,NA,NA,32684
XXX-01,12,5,12,1,2014,12,12,15,3,6,30,486,17,52,0.21,671,8,NA,NA,32685
XXX-01,12,5,12,1,2014,12,13,15,3,6,30,487,18,57,0.2,671,8,NA,NA,32686
XXX-01,12,5,12,1,2014,12,14,15,3,6,30,487,18,62,0.19,672,8,NA,NA,32687
XXX-01,12,5,12,1,2014,12,15,15,3,6,30,489,20,67,0.19,671,8,NA,NA,32688
XXX-01,12,5,12,1,2014,12,16,15,3,6,30,489,20,72,0.18,672,8,NA,NA,32689
XXX-01,12,5,12,1,2014,12,17,15,3,6,30,492,21,76,0.18,671,8,NA,NA,32690
XXX-01,12,5,12,1,2014,12,18,15,3,6,30,493,22,81,0.17,671,8,NA,NA,32691
XXX-01,12,5,12,1,2014,12,19,15,3,6,30,492,23,86,0.17,672,8,NA,NA,32692
XXX-01,12,5,12,1,2014,12,20,15,3,6,31,495,24,91,0.17,671,8,NA,NA,32693
XXX-01,12,5,12,1,2014,12,21,15,3,6,31,495,25,96,0.17,671,8,NA,NA,32694
XXX-01,12,5,12,1,2014,12,22,15,3,6,31,497,26,100,0.16,671,8,NA,NA,32695
XXX-01,12,5,12,1,2014,12,23,15,3,6,31,496,27,105,0.16,672,8,NA,NA,32696
XXX-01,12,5,12,1,2014,12,24,15,3,6,31,497,27,110,0.16,672,8,NA,NA,32697
XXX-01,12,5,12,1,2014,12,25,15,3,6,31,498,28,115,0.15,672,8,NA,NA,32698
XXX-01,12,5,12,1,2014,12,26,15,3,6,31,499,29,120,0.15,672,8,NA,NA,32699
XXX-01,12,5,12,1,2014,12,27,15,3,6,31,501,30,124,0.15,671,8,NA,NA,32700
XXX-01,13,5,13,1,2014,13,1,15,3,6,32,493,0,0,0,671,8,NA,NA,32701
XXX-01,13,5,13,1,2014,13,2,15,3,6,32,495,0,4,0,671,8,NA,NA,32702
XXX-01,13,5,13,1,2014,13,3,15,3,6,32,498,0,9,0,671,8,NA,NA,32703
XXX-01,13,5,13,1,2014,13,4,15,3,6,32,499,7,14,0.34,671,8,NA,NA,32704
XXX-01,13,5,13,1,2014,13,5,15,3,6,32,502,10,19,0.33,671,8,NA,NA,32705
XXX-01,13,5,13,1,2014,13,6,15,3,6,32,502,10,24,0.32,671,8,NA,NA,32706
XXX-01,13,5,13,1,2014,13,7,15,3,6,32,503,11,28,0.32,671,8,NA,NA,32707
XXX-01,13,5,13,1,2014,13,8,15,3,6,32,504,12,33,0.31,671,8,NA,NA,32708
XXX-01,13,5,13,1,2014,13,9,15,3,6,32,507,14,38,0.31,671,8,NA,NA,32709
XXX-01,13,5,13,1,2014,13,10,15,3,6,32,508,15,43,0.29,671,8,NA,NA,32710
XXX-01,13,5,13,1,2014,13,11,15,3,6,32,508,16,48,0.3,671,8,NA,NA,32711
XXX-01,13,5,13,1,2014,13,12,15,3,6,32,510,17,52,0.29,671,8,NA,NA,32712
XXX-01,13,5,13,1,2014,13,13,15,3,6,33,511,18,57,0.28,671,8,NA,NA,32713
XXX-01,13,5,13,1,2014,13,14,15,3,6,33,511,18,62,0.28,671,8,NA,NA,32714
XXX-01,13,5,13,1,2014,13,15,15,3,6,33,513,20,67,0.27,671,8,NA,NA,32715
XXX-01,13,5,13,1,2014,13,16,15,3,6,33,513,20,72,0.27,671,8,NA,NA,32716
XXX-01,13,5,13,1,2014,13,17,15,3,6,33,516,21,76,0.29,671,8,NA,NA,32717
XXX-01,13,5,13,1,2014,13,18,15,3,6,33,517,22,81,0.3,671,8,NA,NA,32718
XXX-01,13,5,13,1,2014,13,19,15,3,6,33,516,23,86,0.31,671,8,NA,NA,32719
XXX-01,13,5,13,1,2014,13,20,15,3,6,33,518,24,91,0.32,671,8,NA,NA,32720
XXX-01,13,5,13,1,2014,13,21,15,3,6,33,520,25,96,0.32,671,8,NA,NA,32721
XXX-01,13,5,13,1,2014,13,22,15,3,6,33,522,26,100,0.33,671,8,NA,NA,32722
