"","npp_per_ha_MgC_year","biomass_year1_per_ha_MgC","biomass_year2_per_ha_MgC","number_of_tree_year1","number_of_tree_year2","biomass_year1_std","biomass_year2_std","npp_std","plot_code","census1_year","census2_year","woody_npp"
"1",1.96067234126087,45.5644223904449,47.2211577341845,215,214,2.74904366683722,2.84899967561322,0.117950790796004,"KOG_04","2012","2013",2.37241353292565
"2",1.49668813945521,45.5644223904449,47.8314034948047,215,209,2.62420362401279,2.75476645609814,0.153045845587956,"KOG_04","2012","2014",1.8109926487408
"3",1.5557490442604,45.5644223904449,48.6262751945747,215,203,2.71239593752011,2.89466439768055,0.189954560592373,"KOG_04","2012","2015",1.88245634355509
"4",1.17459132718783,47.2211577341845,47.8314034948047,214,209,2.79590377539799,2.83203563890805,0.0781819348422812,"KOG_04","2013","2014",1.42125550589728
"5",1.41125051986455,47.2211577341845,48.6262751945747,214,203,2.7775941572694,2.86024452493355,0.110670757430936,"KOG_04","2013","2015",1.70761312903611
"6",1.8024003546514,47.8314034948047,48.6262751945747,209,203,2.86633095994301,2.91396421332393,0.0838212164506338,"KOG_04","2014","2015",2.18090442912819
