plot_code,sub_plot,tree_tag,year,month,day,wood_density_g_m2,tree_height_year,tree_height_m,pom_height_m,baseline_dbh_year,baseline_dbh_mm,dbh_nodirection_mm,dbh_northsouth_mm,dbh_westeast_mm,dendrometer_reading_replaced_mm,status_code_intact_moved_broken,mortality_code_alive_dead,quality_code,comments,date,dendrometer_reading_mm,family,genus,species
ABC-01,16,525,2013,12,10,NA,NA,NA,1.4,NA,NA,-2.37,NA,NA,NA,NA,NA,NA,NA,10/12/2013,-2.37,NA,NA,NA
ABC-01,16,525,2014,3,6,NA,NA,NA,1.4,NA,NA,-3.22,NA,NA,NA,NA,NA,NA,NA,06/03/2014,-3.22,NA,NA,NA
ABC-01,16,528,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,16,528,2013,12,10,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,16,528,2014,3,6,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,06/03/2014,0,NA,NA,NA
ABC-01,16,536,2013,9,24,NA,NA,NA,1.4,NA,NA,3.94,NA,NA,NA,NA,NA,NA,NA,24/09/2013,3.94,NA,NA,NA
ABC-01,16,536,2013,12,10,NA,NA,NA,1.4,NA,NA,4.23,NA,NA,NA,NA,NA,NA,NA,10/12/2013,4.23,NA,NA,NA
ABC-01,16,536,2014,3,6,NA,NA,NA,1.4,NA,NA,7.78,NA,NA,NA,NA,NA,NA,NA,06/03/2014,7.78,NA,NA,NA
ABC-01,16,546,2013,12,10,NA,NA,NA,1.4,NA,NA,-2.5,NA,NA,NA,NA,NA,NA,NA,10/12/2013,-2.5,NA,NA,NA
ABC-01,16,546,2014,3,6,NA,NA,NA,1.4,NA,NA,-2.52,NA,NA,NA,NA,NA,NA,NA,06/03/2014,-2.52,NA,NA,NA
ABC-01,17,550,2013,9,24,NA,NA,NA,1.4,NA,NA,2.69,NA,NA,NA,NA,NA,NA,NA,24/09/2013,2.69,NA,NA,NA
ABC-01,17,550,2013,12,10,NA,NA,NA,1.4,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,10/12/2013,5,NA,NA,NA
ABC-01,17,550,2014,3,6,NA,NA,NA,1.4,NA,NA,6.44,NA,NA,NA,NA,NA,NA,NA,06/03/2014,6.44,NA,NA,NA
ABC-01,17,554,2013,9,24,NA,NA,NA,1.35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,17,554,2013,12,10,NA,NA,NA,1.35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,17,554,2014,3,6,NA,NA,NA,1.35,NA,NA,-1.44,NA,NA,NA,NA,NA,NA,NA,06/03/2014,-1.44,NA,NA,NA
ABC-01,17,555,2013,9,24,NA,NA,NA,1.4,NA,NA,-0.9,NA,NA,NA,NA,NA,NA,NA,24/09/2013,-0.9,NA,NA,NA
ABC-01,17,555,2013,12,10,NA,NA,NA,1.4,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,10/12/2013,-2,NA,NA,NA
ABC-01,17,555,2014,3,6,NA,NA,NA,1.4,NA,NA,-1.9,NA,NA,NA,NA,NA,NA,NA,06/03/2014,-1.9,NA,NA,NA
ABC-01,17,569,2013,9,24,NA,NA,NA,1.5,NA,NA,2.68,NA,NA,NA,NA,NA,NA,NA,24/09/2013,2.68,NA,NA,NA
ABC-01,17,569,2013,12,10,NA,NA,NA,1.5,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,10/12/2013,5.7,NA,NA,NA
ABC-01,17,569,2014,3,6,NA,NA,NA,1.5,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,06/03/2014,7.7,NA,NA,NA
ABC-01,2,57,2013,9,24,NA,NA,NA,1.4,NA,NA,-2.3,NA,NA,NA,NA,NA,NA,corrected from 0.32,24/09/2013,-2.3,NA,NA,NA
ABC-01,2,57,2013,12,10,NA,NA,NA,1.4,NA,NA,-2.22,NA,NA,NA,NA,NA,NA,NA,10/12/2013,-2.22,NA,NA,NA
ABC-01,2,57,2014,3,6,NA,NA,NA,1.4,NA,NA,-0.4,NA,NA,NA,NA,NA,NA,NA,06/03/2014,-0.4,NA,NA,NA
ABC-01,17,571,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,17,571,2013,12,10,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,17,571,2014,3,6,NA,NA,NA,1.4,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,06/03/2014,0.08,NA,NA,NA
ABC-01,17,574,2013,9,24,NA,NA,NA,1.4,NA,NA,-0.24,NA,NA,NA,NA,NA,NA,NA,24/09/2013,-0.24,NA,NA,NA
ABC-01,17,574,2013,12,10,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,17,574,2014,3,6,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,06/03/2014,0,NA,NA,NA
ABC-01,17,586,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,17,586,2013,12,10,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,17,586,2014,3,6,NA,NA,NA,1.4,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,06/03/2014,1.3,NA,NA,NA
ABC-01,17,598,2013,9,24,NA,NA,NA,1.5,NA,NA,1.32,NA,NA,NA,NA,NA,NA,NA,24/09/2013,1.32,NA,NA,NA
ABC-01,17,598,2013,12,10,NA,NA,NA,1.5,NA,NA,2.29,NA,NA,NA,NA,NA,NA,NA,10/12/2013,2.29,NA,NA,NA
ABC-01,17,598,2014,3,6,NA,NA,NA,1.5,NA,NA,4.38,NA,NA,NA,NA,NA,NA,NA,06/03/2014,4.38,NA,NA,NA
ABC-01,1,6,2013,9,24,NA,NA,NA,1.4,NA,NA,-1.54,NA,NA,NA,NA,NA,NA,NA,24/09/2013,-1.54,NA,NA,NA
ABC-01,1,6,2013,12,10,NA,NA,NA,1.4,NA,NA,-2.1,NA,NA,NA,NA,NA,NA,NA,10/12/2013,-2.1,NA,NA,NA
ABC-01,1,6,2014,3,6,NA,NA,NA,1.4,NA,NA,-1.6,NA,NA,NA,NA,NA,NA,NA,06/03/2014,-1.6,NA,NA,NA
ABC-01,18,604,2013,9,24,NA,NA,NA,1.35,NA,NA,2.78,NA,NA,NA,NA,NA,NA,NA,24/09/2013,2.78,NA,NA,NA
ABC-01,18,604,2013,12,10,NA,NA,NA,1.35,NA,NA,5.11,NA,NA,NA,NA,NA,NA,NA,10/12/2013,5.11,NA,NA,NA
ABC-01,18,604,2014,3,6,NA,NA,NA,1.35,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,06/03/2014,7.4,NA,NA,NA
ABC-01,18,606,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,18,606,2013,12,10,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,18,606,2014,3,6,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,06/03/2014,0,NA,NA,NA
ABC-01,18,611,2013,9,24,NA,NA,NA,1.35,NA,NA,2.96,NA,NA,NA,NA,NA,NA,NA,24/09/2013,2.96,NA,NA,NA
ABC-01,18,611,2013,12,10,NA,NA,NA,1.35,NA,NA,6.33,NA,NA,NA,NA,NA,NA,NA,10/12/2013,6.33,NA,NA,NA
ABC-01,18,611,2014,3,6,NA,NA,NA,1.35,NA,NA,6.8,NA,NA,NA,NA,NA,NA,NA,06/03/2014,6.8,NA,NA,NA
ABC-01,18,614,2013,9,24,NA,NA,NA,1.35,NA,NA,-1.44,NA,NA,NA,NA,NA,NA,NA,24/09/2013,-1.44,NA,NA,NA
ABC-01,18,614,2013,12,10,NA,NA,NA,1.35,NA,NA,-0.24,NA,NA,NA,NA,NA,NA,NA,10/12/2013,-0.24,NA,NA,NA
ABC-01,18,614,2014,3,6,NA,NA,NA,1.35,NA,NA,-1.75,NA,NA,NA,NA,NA,NA,NA,06/03/2014,-1.75,NA,NA,NA
ABC-01,18,616,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,18,616,2014,3,6,NA,NA,NA,1.4,NA,NA,6.12,NA,NA,NA,NA,NA,NA,NA,06/03/2014,6.12,NA,NA,NA
ABC-01,2,62,2013,9,24,NA,NA,NA,1.45,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0.63,NA,NA,NA
ABC-01,2,62,2013,12,10,NA,NA,NA,1.45,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0.75,NA,NA,NA
ABC-01,18,624,2013,9,24,NA,NA,NA,1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,18,626,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,18,631,2013,9,24,NA,NA,NA,1.4,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0.54,NA,NA,NA
ABC-01,18,631,2014,3,6,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,06/03/2014,0,NA,NA,NA
ABC-01,19,641,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,19,641,2013,12,10,NA,NA,NA,1.4,NA,NA,1.21,NA,NA,NA,NA,NA,NA,NA,10/12/2013,1.21,NA,NA,NA
ABC-01,19,641,2014,3,6,NA,NA,NA,1.4,NA,NA,1.12,NA,NA,NA,NA,NA,NA,NA,06/03/2014,1.12,NA,NA,NA
ABC-01,19,644,2013,9,24,NA,NA,NA,1.4,NA,NA,3.92,NA,NA,NA,NA,NA,NA,NA,24/09/2013,3.92,NA,NA,NA
ABC-01,19,644,2013,12,10,NA,NA,NA,1.4,NA,NA,7.27,NA,NA,NA,NA,NA,NA,NA,10/12/2013,7.27,NA,NA,NA
ABC-01,19,644,2014,3,6,NA,NA,NA,1.4,NA,NA,12.62,NA,NA,NA,NA,NA,NA,NA,06/03/2014,12.62,NA,NA,NA
ABC-01,19,647,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,19,647,2013,12,10,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,19,647,2014,3,6,NA,NA,NA,1.4,NA,NA,2.88,NA,NA,NA,NA,NA,NA,NA,06/03/2014,2.88,NA,NA,NA
ABC-01,19,650,2013,9,24,NA,NA,NA,1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,19,650,2013,12,10,NA,NA,NA,1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,19,650,2014,3,6,NA,NA,NA,1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,06/03/2014,0,NA,NA,NA
ABC-01,19,653,2013,9,24,NA,NA,NA,1.35,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0.77,NA,NA,NA
ABC-01,19,653,2013,12,10,NA,NA,NA,1.35,NA,NA,1.15,NA,NA,NA,NA,NA,NA,NA,10/12/2013,1.15,NA,NA,NA
ABC-01,19,660,2013,9,24,NA,NA,NA,1.35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,19,660,2013,12,10,NA,NA,NA,1.35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,19,660,2014,3,6,NA,NA,NA,1.35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,06/03/2014,0,NA,NA,NA
ABC-01,19,663,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,19,663,2013,12,10,NA,NA,NA,1.4,NA,NA,1.62,NA,NA,NA,NA,NA,NA,NA,10/12/2013,1.62,NA,NA,NA
ABC-01,19,663,2014,3,6,NA,NA,NA,1.4,NA,NA,1.56,NA,NA,NA,NA,NA,NA,NA,06/03/2014,1.56,NA,NA,NA
ABC-01,19,664,2013,9,24,NA,NA,NA,1.4,NA,NA,1.54,NA,NA,NA,NA,NA,NA,NA,24/09/2013,1.54,NA,NA,NA
ABC-01,19,664,2013,12,10,NA,NA,NA,1.4,NA,NA,1.14,NA,NA,NA,NA,NA,NA,NA,10/12/2013,1.14,NA,NA,NA
ABC-01,19,664,2014,3,6,NA,NA,NA,1.4,NA,NA,-1.4,NA,NA,NA,NA,NA,NA,NA,06/03/2014,-1.4,NA,NA,NA
ABC-01,20,672,2013,9,24,NA,NA,NA,1.5,NA,NA,2.44,NA,NA,NA,NA,NA,NA,NA,24/09/2013,2.44,NA,NA,NA
ABC-01,20,672,2013,12,10,NA,NA,NA,1.5,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,10/12/2013,5.4,NA,NA,NA
ABC-01,20,672,2014,3,6,NA,NA,NA,1.5,NA,NA,10.09,NA,NA,NA,NA,NA,NA,NA,06/03/2014,10.09,NA,NA,NA
ABC-01,20,674,2013,9,24,NA,NA,NA,1.4,NA,NA,1.22,NA,NA,NA,NA,NA,NA,NA,24/09/2013,1.22,NA,NA,NA
ABC-01,20,674,2013,12,10,NA,NA,NA,1.4,NA,NA,3.17,NA,NA,NA,NA,NA,NA,NA,10/12/2013,3.17,NA,NA,NA
ABC-01,20,674,2014,3,6,NA,NA,NA,1.4,NA,NA,4.34,NA,NA,NA,NA,NA,NA,NA,06/03/2014,4.34,NA,NA,NA
ABC-01,20,676,2013,9,24,NA,NA,NA,1.4,NA,NA,2.66,NA,NA,NA,NA,NA,NA,NA,24/09/2013,2.66,NA,NA,NA
ABC-01,20,676,2013,12,10,NA,NA,NA,1.4,NA,NA,3.97,NA,NA,NA,NA,NA,NA,NA,10/12/2013,3.97,NA,NA,NA
ABC-01,20,676,2014,3,6,NA,NA,NA,1.4,NA,NA,4.72,NA,NA,NA,NA,NA,NA,NA,06/03/2014,4.72,NA,NA,NA
ABC-01,20,678,2013,9,24,NA,NA,NA,1.4,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,24/09/2013,2.9,NA,NA,NA
ABC-01,20,678,2013,12,10,NA,NA,NA,1.4,NA,NA,4.69,NA,NA,NA,NA,NA,NA,NA,10/12/2013,4.69,NA,NA,NA
ABC-01,20,678,2014,3,6,NA,NA,NA,1.4,NA,NA,7.26,NA,NA,NA,NA,NA,NA,NA,06/03/2014,7.26,NA,NA,NA
ABC-01,20,681,2013,9,24,NA,NA,NA,1.4,NA,NA,1.32,NA,NA,NA,NA,NA,NA,NA,24/09/2013,1.32,NA,NA,NA
ABC-01,20,681,2013,12,10,NA,NA,NA,1.4,NA,NA,3.51,NA,NA,NA,NA,NA,NA,NA,10/12/2013,3.51,NA,NA,NA
ABC-01,20,681,2014,3,6,NA,NA,NA,1.4,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,06/03/2014,4.4,NA,NA,NA
ABC-01,20,686,2013,12,10,NA,NA,NA,1.4,NA,NA,-1.6,NA,NA,NA,NA,NA,NA,NA,10/12/2013,-1.6,NA,NA,NA
ABC-01,20,691,2013,9,24,NA,NA,NA,1.5,NA,NA,1.69,NA,NA,NA,NA,NA,NA,NA,24/09/2013,1.69,NA,NA,NA
ABC-01,20,691,2013,12,10,NA,NA,NA,1.5,NA,NA,3.96,NA,NA,NA,NA,NA,NA,NA,10/12/2013,3.96,NA,NA,NA
ABC-01,20,691,2014,3,6,NA,NA,NA,1.5,NA,NA,4.72,NA,NA,NA,NA,NA,NA,NA,06/03/2014,4.72,NA,NA,NA
ABC-01,20,692,2013,9,24,NA,NA,NA,1.4,NA,NA,-0.9,NA,NA,NA,NA,NA,NA,NA,24/09/2013,-0.9,NA,NA,NA
ABC-01,20,692,2013,12,10,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,20,692,2014,3,6,NA,NA,NA,1.4,NA,NA,-1.3,NA,NA,NA,NA,NA,NA,NA,06/03/2014,-1.3,NA,NA,NA
ABC-01,2,70,2013,9,24,NA,NA,NA,1.7,NA,NA,3.45,NA,NA,NA,NA,NA,NA,NA,24/09/2013,3.45,NA,NA,NA
ABC-01,2,70,2013,12,10,NA,NA,NA,1.7,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,10/12/2013,6.3,NA,NA,NA
ABC-01,2,70,2014,3,6,NA,NA,NA,1.7,NA,NA,9.9,NA,NA,NA,NA,NA,NA,NA,06/03/2014,9.9,NA,NA,NA
ABC-01,21,718,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,21,718,2013,12,10,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,21,718,2014,3,6,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,06/03/2014,0,NA,NA,NA
ABC-01,21,720,2013,9,24,NA,NA,NA,1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,21,720,2013,12,10,NA,NA,NA,1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,21,720,2014,3,6,NA,NA,NA,1.5,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,06/03/2014,1.5,NA,NA,NA
ABC-01,21,726,2013,9,24,NA,NA,NA,1.35,NA,NA,-1.46,NA,NA,NA,NA,NA,NA,NA,24/09/2013,-1.46,NA,NA,NA
ABC-01,21,726,2013,12,10,NA,NA,NA,1.35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,21,726,2014,3,6,NA,NA,NA,1.35,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,06/03/2014,1.3,NA,NA,NA
ABC-01,21,731,2013,12,10,NA,NA,NA,1.4,NA,NA,-0.16,NA,NA,NA,NA,NA,NA,NA,10/12/2013,-0.16,NA,NA,NA
ABC-01,21,731,2014,3,6,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,06/03/2014,0,NA,NA,NA
ABC-01,21,732,2013,9,24,NA,NA,NA,1.4,NA,NA,-2.02,NA,NA,NA,NA,NA,NA,NA,24/09/2013,-2.02,NA,NA,NA
ABC-01,21,732,2013,12,10,NA,NA,NA,1.4,NA,NA,-3,NA,NA,NA,NA,NA,NA,NA,10/12/2013,-3,NA,NA,NA
ABC-01,21,732,2014,3,6,NA,NA,NA,1.4,NA,NA,-1.76,NA,NA,NA,NA,NA,NA,NA,06/03/2014,-1.76,NA,NA,NA
ABC-01,21,734,2013,9,24,NA,NA,NA,1.35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,21,734,2013,12,10,NA,NA,NA,1.35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,21,734,2014,3,6,NA,NA,NA,1.35,NA,NA,1.72,NA,NA,NA,NA,NA,NA,NA,06/03/2014,1.72,NA,NA,NA
ABC-01,21,737,2013,9,24,NA,NA,NA,1.35,NA,NA,0.82,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0.82,NA,NA,NA
ABC-01,21,737,2013,12,10,NA,NA,NA,1.35,NA,NA,3.22,NA,NA,NA,NA,NA,NA,NA,10/12/2013,3.22,NA,NA,NA
ABC-01,21,737,2014,3,6,NA,NA,NA,1.35,NA,NA,2.54,NA,NA,NA,NA,NA,NA,NA,06/03/2014,2.54,NA,NA,NA
ABC-01,21,741,2013,9,24,NA,NA,NA,1.4,NA,NA,2.55,NA,NA,NA,NA,NA,NA,NA,24/09/2013,2.55,NA,NA,NA
ABC-01,21,741,2013,12,10,NA,NA,NA,1.4,NA,NA,3.61,NA,NA,NA,NA,NA,NA,NA,10/12/2013,3.61,NA,NA,NA
ABC-01,21,741,2014,3,6,NA,NA,NA,1.4,NA,NA,5.36,NA,NA,NA,NA,NA,NA,NA,06/03/2014,5.36,NA,NA,NA
ABC-01,22,748,2013,9,24,NA,NA,NA,1.35,NA,NA,1.22,NA,NA,NA,NA,NA,NA,NA,24/09/2013,1.22,NA,NA,NA
ABC-01,22,748,2013,12,10,NA,NA,NA,1.35,NA,NA,1.79,NA,NA,NA,NA,NA,NA,NA,10/12/2013,1.79,NA,NA,NA
ABC-01,22,748,2014,3,6,NA,NA,NA,1.35,NA,NA,1.24,NA,NA,NA,NA,NA,NA,corrected from -12.4,06/03/2014,1.24,NA,NA,NA
ABC-01,2,75,2013,9,24,NA,NA,NA,1.35,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0.78,NA,NA,NA
ABC-01,2,75,2013,12,10,NA,NA,NA,1.35,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,10/12/2013,3.2,NA,NA,NA
ABC-01,2,75,2014,3,6,NA,NA,NA,1.35,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,06/03/2014,3.8,NA,NA,NA
ABC-01,22,750,2013,9,24,NA,NA,NA,1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,22,750,2013,12,10,NA,NA,NA,1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,22,753,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,22,753,2013,12,10,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,22,753,2014,3,6,NA,NA,NA,1.4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,06/03/2014,3,NA,NA,NA
ABC-01,22,755,2013,9,24,NA,NA,NA,1.4,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0.84,NA,NA,NA
ABC-01,22,755,2013,12,10,NA,NA,NA,1.4,NA,NA,2.53,NA,NA,NA,NA,NA,NA,NA,10/12/2013,2.53,NA,NA,NA
ABC-01,22,755,2014,3,6,NA,NA,NA,1.4,NA,NA,2.58,NA,NA,NA,NA,NA,NA,NA,06/03/2014,2.58,NA,NA,NA
ABC-01,22,761,2013,9,24,NA,NA,NA,1.5,NA,NA,4.24,NA,NA,NA,NA,NA,NA,NA,24/09/2013,4.24,NA,NA,NA
ABC-01,22,761,2013,12,10,NA,NA,NA,1.5,NA,NA,7.31,NA,NA,NA,NA,NA,NA,NA,10/12/2013,7.31,NA,NA,NA
ABC-01,22,761,2014,3,6,NA,NA,NA,1.5,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,06/03/2014,12,NA,NA,NA
ABC-01,22,763,2013,9,24,NA,NA,NA,1.4,NA,NA,1.95,NA,NA,NA,NA,NA,NA,NA,24/09/2013,1.95,NA,NA,NA
ABC-01,22,763,2013,12,10,NA,NA,NA,1.4,NA,NA,2.35,NA,NA,NA,NA,NA,NA,NA,10/12/2013,2.35,NA,NA,NA
ABC-01,22,763,2014,3,6,NA,NA,NA,1.4,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,06/03/2014,2.5,NA,NA,NA
ABC-01,22,764,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
ABC-01,22,764,2013,12,10,NA,NA,NA,1.4,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,10/12/2013,1.4,NA,NA,NA
ABC-01,22,764,2014,3,6,NA,NA,NA,1.4,NA,NA,2.15,NA,NA,NA,NA,NA,NA,NA,06/03/2014,2.15,NA,NA,NA
ABC-01,23,770,2013,9,24,NA,NA,NA,1.4,NA,NA,1.29,NA,NA,NA,NA,NA,NA,NA,24/09/2013,1.29,NA,NA,NA
ABC-01,23,770,2013,12,10,NA,NA,NA,1.4,NA,NA,2.16,NA,NA,NA,NA,NA,NA,NA,10/12/2013,2.16,NA,NA,NA
ABC-01,23,770,2014,3,6,NA,NA,NA,1.4,NA,NA,5.98,NA,NA,NA,NA,NA,NA,NA,06/03/2014,5.98,NA,NA,NA
ABC-01,23,771,2013,9,24,NA,NA,NA,1.4,NA,NA,1.14,NA,NA,NA,NA,NA,NA,NA,24/09/2013,1.14,NA,NA,NA
ABC-01,23,771,2013,12,10,NA,NA,NA,1.4,NA,NA,1.28,NA,NA,NA,NA,NA,NA,NA,10/12/2013,1.28,NA,NA,NA
ABC-01,23,771,2014,3,6,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,06/03/2014,0,NA,NA,NA
ABC-01,23,776,2013,9,24,NA,NA,NA,1.5,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,24/09/2013,3.4,NA,NA,NA
ABC-01,23,776,2013,12,10,NA,NA,NA,1.5,NA,NA,5.32,NA,NA,NA,NA,NA,NA,NA,10/12/2013,5.32,NA,NA,NA
ABC-01,23,776,2014,3,6,NA,NA,NA,1.5,NA,NA,8.08,NA,NA,NA,NA,NA,NA,NA,06/03/2014,8.08,NA,NA,NA
ABC-01,23,777,2013,9,24,NA,NA,NA,1.35,NA,NA,-1.4,NA,NA,NA,NA,NA,NA,NA,24/09/2013,-1.4,NA,NA,NA
ABC-01,23,777,2013,12,10,NA,NA,NA,1.35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10/12/2013,0,NA,NA,NA
ABC-01,23,777,2014,3,6,NA,NA,NA,1.35,NA,NA,1.06,NA,NA,NA,NA,NA,NA,NA,06/03/2014,1.06,NA,NA,NA
ABC-01,23,784,2013,9,24,NA,NA,NA,1.4,NA,NA,2.84,NA,NA,NA,NA,NA,NA,NA,24/09/2013,2.84,NA,NA,NA
ABC-01,23,784,2013,12,10,NA,NA,NA,1.4,NA,NA,5.83,NA,NA,NA,NA,NA,NA,NA,10/12/2013,5.83,NA,NA,NA
ABC-01,23,784,2014,3,6,NA,NA,NA,1.4,NA,NA,6.36,NA,NA,NA,NA,NA,NA,NA,06/03/2014,6.36,NA,NA,NA
ABC-01,23,792,2013,9,24,NA,NA,NA,1.4,NA,NA,-1.04,NA,NA,NA,NA,NA,NA,NA,24/09/2013,-1.04,NA,NA,NA
ABC-01,23,792,2013,12,10,NA,NA,NA,1.4,NA,NA,-1.04,NA,NA,NA,NA,NA,NA,NA,10/12/2013,-1.04,NA,NA,NA
ABC-01,23,794,2013,9,24,NA,NA,NA,1.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24/09/2013,0,NA,NA,NA
