"Stem tag grouping","tree_tag","T1","T2","X","Y","Family","original identification","Species","Tree Notes","dbh","POM","Extra D","Extra POM","Flag1","Flag2","Flag3","Flag4","LI","CI","CF","CD1","CD2","height_m","Flag5","Height Broken At","Census Notes","voucher code","voucher collected","census_date","plot_code","year","month","day"
NA,454,"8","",NA,NA,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,455,"8","",NA,NA,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,456,"8","",10,7,"Dipterocarpaceae",NA,"Shorea macrophylla",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,457,"8","",2,11,"Pentaphyllaceae",NA,"Adinandra borneensis",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,458,"8","",2,11,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,459,"8","",NA,NA,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"b","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,460,"9","",16,16,"Lamiaceae",NA,"Callicarpa pentandra",NA,NA,1300,NA,NA,"b","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,461,"9","",17,13,"Dipterocarpaceae",NA,"Shorea parvifolia",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,462,"9","",11,11,"Moraceae",NA,"Ficus variegata",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,463,"9","",9,15,"Urticaceae",NA,"Dendrocnide elliptica",NA,NA,1300,NA,NA,"b","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,464,"9","",6,19,"Euphorbiaceae",NA,"Mallotus leucodermis",NA,NA,1300,NA,NA,"db","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,465,"9","",1,19,"Moraceae",NA,"Artocarpus anisophyllus",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,466,"9","",NA,NA,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"db","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,467,"9","",NA,NA,"Euphorbiaceae",NA,"Macaranga hypoleuca",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,468,"9","",6,2,"Urticaceae",NA,"Dendrocnide elliptica",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,469,"9","",13,6,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,470,"9","",8,5,"Moraceae",NA,"Ficus racemosa",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,471,"9","",4,9,"Indet",NA,"Indet indet",NA,NA,1500,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,472,"10","",21,5,"Lauraceae",NA,"Litsea velvet",NA,NA,1300,NA,NA,"ed","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,473,"10","",NA,NA,"Urticaceae",NA,"Dendrocnide elliptica",NA,NA,1300,NA,NA,"b","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,474,"10","",5,4,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"b","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,475,"10","",NA,NA,"Urticaceae",NA,"Dendrocnide elliptica",NA,NA,1300,NA,NA,"b","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,476,"11","",13,2,"Urticaceae",NA,"Dendrocnide elliptica",NA,NA,1300,NA,NA,"b","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,477,"11","",19,1,"Dipterocarpaceae",NA,"Shorea leprosula",NA,NA,2600,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,478,"11","",19,7,"Malvaceae",NA,"Pentace laxiflora",NA,NA,1300,NA,NA,"ah","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,479,"11","",19,7,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"ah","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,480,"11","",NA,NA,"Euphorbiaceae",NA,"Macaranga gigantea",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,481,"11","",7,12,"Dipterocarpaceae",NA,"Parashorea tomentella",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,482,"11","",11,13,"Dipterocarpaceae",NA,"Parashorea malaanonan",NA,NA,1300,NA,NA,"b","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,483,"11","",5,-1,"Euphorbiaceae",NA,"Mallotus leucodermis",NA,NA,1300,NA,NA,"bd","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,484,"11","",3,-3,"Sapindaceae",NA,"Nephelium rambutan",NA,NA,1300,NA,NA,"c","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,485,"11","",4,-1,"Euphorbiaceae",NA,"Mallotus lackeyi",NA,NA,1300,NA,NA,"d","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,486,"11","",16,17,"Urticaceae",NA,"Dendrocnide elliptica",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,487,"12","",3,17,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,488,"12","",NA,NA,"Indet",NA,"Indet indet",NA,NA,2500,NA,NA,"f","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,489,"12","",3,3,"Polygalaceae",NA,"Xanthophyllum vitellinum",NA,NA,1300,NA,NA,"c","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,490,"12","",1,3,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,491,"12","",14,8,"Dipterocarpaceae",NA,"Parashorea tomentella",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,492,"12","",13,10,"Urticaceae",NA,"Dendrocnide elliptica",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,493,"12","",NA,NA,"Urticaceae",NA,"Dendrocnide elliptica",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,494,"12","",17,4,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"c","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,495,"12","",17,5,"Anacardiaceae",NA,"Indet indet",NA,NA,1300,NA,NA,"c","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,496,"13","",NA,NA,"Dipterocarpaceae",NA,"Shorea faguetiana",NA,NA,1300,NA,NA,"db","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,497,"13","",2,4,"Theaceae ",NA,"Adinandra dumosa",NA,NA,1300,NA,NA,"b","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,498,"13","",NA,NA,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"c","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,499,"13","",18,5,"Magnoliaceae",NA,"Magnolia borneensis",NA,NA,1300,NA,NA,"c","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,500,"13","",NA,NA,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"c","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,501,"13","",20,19,"Myristicaceae",NA,"Indet indet",NA,NA,1300,NA,NA,"c","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,502,"14","",5,19,"Rubiaceae",NA,"Indet indet",NA,NA,1300,NA,NA,"b","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,503,"14","",6,18,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"c","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,504,"14","",NA,NA,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,505,"14","",4,6,"Annonaceae",NA,"Neouvaria acuminatissima",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,506,"14","",2,8,"Euphorbiaceae",NA,"Macaranga gigantea",NA,NA,1300,NA,NA,"b","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,507,"14","",NA,NA,"Euphorbiaceae",NA,"Macaranga gigantea",NA,NA,1300,NA,NA,"c","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,508,"14","",3,4,"Urticaceae",NA,"Dendrocnide elliptica",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,509,"14","",10,4,"Dipterocarpaceae",NA,"Parashorea tomentella",NA,NA,2000,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,510,"14","",NA,NA,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,511,"14","",NA,NA,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"c","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,512,"15","",1,4,"Lauraceae",NA,"Lindera lucida",NA,NA,1700,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,513,"15","",NA,NA,"Euphorbiaceae",NA,"Macaranga gigantea",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,514,"15","",NA,NA,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"c","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,515,"15","",3,5,"Dipterocarpaceae",NA,"Shorea pilosa",NA,NA,1300,NA,NA,"c","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,516,"15","",5,5,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,517,"15","",NA,NA,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,518,"15","",NA,NA,"Euphorbiaceae",NA,"Macaranga gigantea",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,519,"15","",NA,NA,"Euphorbiaceae",NA,"Macaranga gigantea",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,520,"15","",NA,NA,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,521,"","Palaquium sericeum",9,5,"Sapotaceae",NA,"Palaquium sericeum",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,522,"Dipterocarpaceae","Shorea fallax",9,8,"Dipterocarpaceae",NA,"Shorea fallax",NA,NA,1300,NA,NA,"c","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,523,"Euphorbiaceae","Macaranga gigantea",NA,NA,"Euphorbiaceae",NA,"Macaranga gigantea",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,524,"Dipterocarpaceae","Shorea fallax",14,8,"Dipterocarpaceae",NA,"Shorea fallax",NA,NA,1300,NA,NA,"c","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,525,"","Diospyros sp.",21,9,"Ebenaceae",NA,"Indet indet",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,526,"Dipterocarpaceae","Shorea fallax",18,6,"Dipterocarpaceae",NA,"Shorea fallax",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,527,"","Aporusa falcifera",19,5,"Phyllanthaceae",NA,"Aporusa falcifera",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,528,"15","",17,11,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"c","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,529,"15","",NA,NA,"Euphorbiaceae",NA,"Macaranga gigantea",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,530,"15","",23,13,"Euphorbiaceae",NA,"Macaranga pearsonii",NA,NA,1300,NA,NA,"c","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,531,"15","",NA,NA,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,532,"15","",NA,NA,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"c","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,533,"15","",20,14,"Euphorbiaceae",NA,"Macaranga pearsonii",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,534,"15","",17,13,"Euphorbiaceae",NA,"Macaranga pearsonii",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,535,"15","",NA,NA,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"c","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,536,"15","",NA,NA,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,537,"16","",20,20,"Dipterocarpaceae",NA,"Shorea ovata",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,538,"16","",19,5,"Dipterocarpaceae",NA,"Shorea macrophylla",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,539,"16","",NA,NA,"Indet",NA,"Indet indet",NA,NA,1800,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,540,"16","",14,6,"Dipterocarpaceae",NA,"Shorea macrophylla",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,541,"16","",14,7,"Dipterocarpaceae",NA,"Shorea fallax",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,542,"16","",11,14,"Dipterocarpaceae",NA,"Dipterocarpus kunstleri",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,543,"16","",18,10,"Dipterocarpaceae",NA,"Shorea parvistipulata",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,544,"16","",15,14,"Anacardiaceae",NA,"Gluta wallichii",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,545,"16","",14,16,"Meliaceae",NA,"Dysoxylum excelsum",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,546,"16","",14,19,"Anacardiaceae",NA,"Melanochyla tomentosa",NA,NA,1300,NA,NA,"c","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,547,"16","",13,18,"Myristicaceae",NA,"Indet indet",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,548,"16","",13,15,"Dipterocarpaceae",NA,"Shorea macrophylla",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,549,"16","",9,18,"Urticaceae",NA,"Dendrocnide elliptica",NA,NA,1300,NA,NA,"c","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,550,"16","",9,14,"Dipterocarpaceae",NA,"Dipterocarpus kunstleri",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,551,"16","",7,14,"Fagaceae",NA,"Lithocarpus sundaicus",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,552,"16","",5,14,"Dipterocarpaceae",NA,"Shorea pauciflora",NA,NA,1300,NA,NA,"c","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,553,"16","",NA,NA,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"b","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,554,"16","",9,8,"Euphorbiaceae",NA,"Koilodepas longifolium",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,555,"16","",7,4,"Dipterocarpaceae",NA,"Shorea macrophylla",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,556,"16","",8,2,"Euphorbiaceae",NA,"Neoscortechinia kingii",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,558,"16","",9,18,"Euphorbiaceae",NA,"Macaranga gigantea",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,557,"16","",11,19,"Phyllanthaceae",NA,"Cleistanthus paxii",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,559,"17","",2,12,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,560,"17","",2,7,"Indet",NA,"Indet indet",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,561,"17","",6,3,"Sapindaceae",NA,"Indet indet",NA,NA,1300,NA,NA,"b","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,562,"18","",20,2,"Meliaceae",NA,"Chisocheton patens",NA,NA,1800,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,563,"18","",19,1,"Dipterocarpaceae",NA,"Shorea fallax",NA,NA,1300,NA,NA,"c","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,564,"18","",13,3,"Dipterocarpaceae",NA,"Shorea parvistipulata",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,565,"18","",16,8,"Dipterocarpaceae",NA,"Shorea pauciflora",NA,NA,1300,NA,NA,"c","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,566,"18","",NA,NA,"Dipterocarpaceae",NA,"Shorea pauciflora",NA,NA,1300,NA,NA,"a","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,567,"18","",12,12,"Lauraceae",NA,"Nothaphoebe umbelliflora",NA,NA,1300,NA,NA,"ah","1",0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,568,"18","",12,12,"Indet",NA,"Indet indet",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,569,"18","",NA,NA,"Dipterocarpaceae",NA,"Vatica umbonata",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,570,"18","",NA,NA,"Dipterocarpaceae",NA,"Shorea faguetiana",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,571,"18","",6,6,"Urticaceae",NA,"Dendrocnide elliptica",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,572,"19","",4,2,"Dipterocarpaceae",NA,"Shorea johorensis",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,573,"19","",3,2,"Euphorbiaceae",NA,"Hancea penangensis",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,574,"19","",7,5,"Sapindaceae",NA,"Nephelium ramboutan-ake",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,575,"19","",9,5,"Indet",NA,"Indet indet",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,576,"19","",1,13,"Symplocaceae",NA,"Symplocos fasciculata",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
NA,577,"19","",4,15,"Dipterocarpaceae",NA,"Parashorea tomentella",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201230","XXX_02","2020","12","30"
