"Tree ID","stem tag grouping","Pv. Tag No","tree_tag","T1","T2","X","Y","Family","Species","Subspecies","Variety","Recommended Family","Recommended Species","Recommended Subspecies","Recommended Variety","Tree Notes","density","WD Type","database_id","DBH0","dbh","DPOMtMinus1","DBH2","DBH3","DBH4","POM0","POM","F1","F2","F3","F4","LI","CI","CF","height_m","F5","Height Broken At","Census Notes","census_database_id","census_date","plot_code","census_date2","year","month","day"
1161943,NA,"","1",1,NA,0,2.5,"Fabaceae","Hymenostegia afzelii",NA,NA,"Fabaceae","Hymenostegia afzelii",NA,NA,"",0.824,"WDSpecies",3127775,231,231,NA,231,231,231,NA,1400,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1707715,NA,"492","1.1",1,NA,0,2.5,"Fabaceae","Hymenostegia afzelii",NA,NA,"Fabaceae","Hymenostegia afzelii",NA,NA,"",0.824,"WDSpecies",5023705,NA,131,NA,131,120,126,NA,1300,"a","1",0,"4",NA,NA,NA,NA,NA,NA,"AB17: suspect missed in early censuses, mean growth rate backwards","6047","2012.205","BOB_01","20120316","2012","03","16"
1161951,NA,"","10",1,NA,10.5,18,"Cannabaceae","Celtis mildbraedii",NA,NA,"Cannabaceae","Celtis mildbraedii",NA,NA,"",0.593833333,"WDSpecies",3127783,221,221,NA,221,221,221,NA,1300,"m","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161952,NA,"","11",1,NA,10,19.5,"Cannabaceae","Celtis mildbraedii",NA,NA,"Cannabaceae","Celtis mildbraedii",NA,NA,"",0.593833333,"WDSpecies",3127784,222,222,NA,222,222,222,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161953,NA,"","12",1,NA,9,19,"Fabaceae","Hymenostegia afzelii",NA,NA,"Fabaceae","Hymenostegia afzelii",NA,NA,"",0.824,"WDSpecies",3127785,116,116,NA,116,116,116,NA,1700,"m","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161954,NA,"","13",1,NA,2.5,19.5,"Anacardiaceae","Lannea welwitschii",NA,NA,"Anacardiaceae","Lannea welwitschii",NA,NA,"",0.405333333,"WDSpecies",3127786,259,259,NA,259,259,259,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161955,NA,"","14",1,NA,0.5,17.5,"Myristicaceae","Pycnanthus angolensis",NA,NA,"Myristicaceae","Pycnanthus angolensis",NA,NA,"",0.4089,"WDSpecies",3127787,173,173,NA,173,173,173,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161956,NA,"","15",1,NA,2,17,"Cannabaceae","Celtis mildbraedii",NA,NA,"Cannabaceae","Celtis mildbraedii",NA,NA,"",0.593833333,"WDSpecies",3127788,279,279,NA,279,251,265,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161957,NA,"","16",1,NA,15,19.5,"Chrysobalanaceae","Dactyladenia hirsuta",NA,NA,"Chrysobalanaceae","Dactyladenia hirsuta",NA,NA,"",0.792393519,"WDFamily",3127789,111,111,NA,111,111,111,NA,1300,"m","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161958,NA,"","17",1,NA,14,18,"Rubiaceae","Morinda lucida",NA,NA,"Rubiaceae","Morinda lucida",NA,NA,"",0.69565607,"WDFamily",3127790,139,139,NA,139,139,139,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161959,NA,"","18",1,NA,18,17,"Sapindaceae","Lecaniodiscus indet",NA,NA,"Sapindaceae","Lecaniodiscus indet",NA,NA,"",0.661607143,"WDFamily",3127791,134,134,NA,134,134,134,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161960,NA,"","19",1,NA,19,14,"Cannabaceae","Celtis adolfi-friderici",NA,NA,"Cannabaceae","Celtis adolfi-friderici",NA,NA,"",0.617158333,"WDGenus",3127792,176,176,NA,176,176,176,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161944,NA,"","2",1,NA,5,1,"Olacaceae","Strombosia glaucescens",NA,NA,"Olacaceae","Strombosia glaucescens",NA,NA,"",0.827392857,"WDGenus",3127776,290,290,NA,290,290,290,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161961,NA,"","20",1,NA,14,11,"Moraceae","Ficus vogeliana",NA,NA,"Moraceae","Ficus vogeliana",NA,NA,"",0.449625,"WDGenus",3127793,106,106,NA,106,106,106,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161962,NA,"","21",1,NA,18,13,"Malvaceae","Nesogordonia papaverifera",NA,NA,"Malvaceae","Nesogordonia papaverifera",NA,NA,"",0.645,"WDSpecies",3127794,276,276,NA,276,266,271,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161963,NA,"","22",1,NA,18.5,10,"Simaroubaceae","Hannoa klaineana",NA,NA,"Simaroubaceae","Hannoa klaineana",NA,NA,"",0.310041667,"WDFamily",3127795,192,192,NA,192,192,192,NA,1300,"m","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161964,NA,"","23",1,NA,14,7,"Anacardiaceae","Lannea welwitschii",NA,NA,"Anacardiaceae","Lannea welwitschii",NA,NA,"",0.405333333,"WDSpecies",3127796,215,215,NA,215,215,215,NA,1300,"m","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161965,NA,"","24",1,NA,12,7,"Malvaceae","Cola lateritia",NA,NA,"Malvaceae","Cola lateritia",NA,NA,"",0.507,"WDSpecies",3127797,142,142,NA,142,142,142,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161966,NA,"","25",1,NA,12,5,"Malvaceae","Pterygota macrocarpa",NA,NA,"Malvaceae","Pterygota macrocarpa",NA,NA,"",0.49325,"WDSpecies",3127798,120,120,NA,120,120,120,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161967,NA,"","26",1,NA,16.5,5.5,"Cannabaceae","Celtis mildbraedii",NA,NA,"Cannabaceae","Celtis mildbraedii",NA,NA,"",0.593833333,"WDSpecies",3127799,155,155,NA,155,155,155,NA,1300,"m","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161968,NA,"","27",1,NA,16,2.5,"Fabaceae","Baphia nitida",NA,NA,"Fabaceae","Baphia nitida",NA,NA,"",0.559,"WDSpecies",3127800,147,147,NA,147,147,147,NA,1300,"s","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161969,NA,"","28",1,NA,16.5,2,"Fabaceae","Daniellia ogea",NA,NA,"Fabaceae","Daniellia ogea",NA,NA,"",0.430571429,"WDSpecies",3127801,199,199,NA,199,199,199,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161970,NA,"","29",1,NA,19.5,3.5,"Malvaceae","Sterculia oblonga",NA,NA,"Malvaceae","Sterculia oblonga",NA,NA,"",0.51425,"WDGenus",3127802,425,425,NA,425,425,425,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161945,NA,"","3",1,NA,9,2.5,"Meliaceae","Guarea cedrata",NA,NA,"Meliaceae","Guarea cedrata",NA,NA,"",0.509933333,"WDSpecies",3127777,295,295,NA,295,295,295,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161971,NA,"","30",1,NA,11,0,"Euphorbiaceae","Mareya micrantha",NA,NA,"Euphorbiaceae","Mareya micrantha",NA,NA,"",0.434883333,"WDFamily",3127803,122,122,NA,122,122,122,NA,1300,"c","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161946,NA,"","4",1,NA,4,7,"Cannabaceae","Celtis mildbraedii",NA,NA,"Cannabaceae","Celtis mildbraedii",NA,NA,"",0.593833333,"WDSpecies",3127778,387,387,NA,387,387,387,NA,1300,"m","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1707716,NA,"","493",1,NA,NA,NA,"Indet","Indet indet",NA,NA,"Indet","Indet indet",NA,NA,"",0.560204727,"WDPlot",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161947,NA,"955","5",1,NA,3,9,"Fabaceae","Baphia nitida",NA,NA,"Fabaceae","Baphia nitida",NA,NA,"",0.559,"WDSpecies",3127779,137,137,NA,137,137,137,NA,1300,"c","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161948,NA,"","6",1,NA,2,12,"Cannabaceae","Celtis mildbraedii",NA,NA,"Cannabaceae","Celtis mildbraedii",NA,NA,"",0.593833333,"WDSpecies",3127780,138,138,NA,138,138,138,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161949,NA,"","7",1,NA,3,13,"Apocynaceae","Funtumia elastica",NA,NA,"Apocynaceae","Funtumia elastica",NA,NA,"",0.424,"WDGenus",3127781,160,160,NA,160,160,160,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1161950,NA,"","8",1,NA,8,10.5,"Meliaceae","Trichilia prieuriana",NA,NA,"Meliaceae","Trichilia prieuriana",NA,NA,"",0.4825,"WDGenus",3127782,213,213,NA,213,213,213,NA,1300,"d","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1720693,NA,"","1156",10,NA,18,25,"Malvaceae","Sterculia rhinopetala",NA,NA,"Malvaceae","Sterculia rhinopetala",NA,NA,"",0.673,"WDSpecies",5023699,NA,111,NA,111,111,111,NA,1300,"a","1",0,"4",NA,NA,NA,NA,NA,NA,"AB17: suspect missed in early censuses, mean growth rate backwards","6047","2012.205","BOB_01","20120316","2012","03","16"
1720700,NA,"close to 73","148.1",10,NA,46,21,"Lecythidaceae","Napoleonaea vogelii",NA,NA,"Lecythidaceae","Napoleonaea vogelii",NA,NA,"",0.6740625,"WDFamily",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162127,NA,"","188",10,NA,0,20,"Malvaceae","Nesogordonia papaverifera",NA,NA,"Malvaceae","Nesogordonia papaverifera",NA,NA,"",0.645,"WDSpecies",3127959,526,526,NA,526,526,526,NA,3500,"a","1",4,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162128,NA,"","189",10,NA,1,21.5,"Fabaceae","Piptadeniastrum africanum",NA,NA,"Fabaceae","Piptadeniastrum africanum",NA,NA,"",0.605086957,"WDSpecies",3127960,250,250,NA,250,250,250,NA,1300,"i","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162129,NA,"","191",10,NA,5,21,"Fabaceae","Hymenostegia afzelii",NA,NA,"Fabaceae","Hymenostegia afzelii",NA,NA,"",0.824,"WDSpecies",3127961,192,192,NA,192,192,192,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162130,NA,"","192",10,NA,8,21,"Lecythidaceae","Petersianthus macrocarpus",NA,NA,"Lecythidaceae","Petersianthus macrocarpus",NA,NA,"",0.6765,"WDSpecies",3127962,681,781,NA,781,781,781,NA,1300,"a","1",0,"2",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162131,NA,"504","193",10,NA,9.5,24,"Meliaceae","Trichilia prieuriana",NA,NA,"Meliaceae","Trichilia prieuriana",NA,NA,"",0.4825,"WDGenus",3127963,110,110,NA,110,110,110,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162132,NA,"","194",10,NA,8,26,"Fabaceae","Bussea occidentalis",NA,NA,"Fabaceae","Bussea occidentalis",NA,NA,"",0.791666667,"WDSpecies",3127964,140,140,NA,140,140,140,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162133,NA,"","195",10,NA,2,24,"Fabaceae","Distemonanthus benthamianus",NA,NA,"Fabaceae","Distemonanthus benthamianus",NA,NA,"",0.604571429,"WDSpecies",3127965,186,186,NA,186,166,176,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162134,NA,"","196",10,NA,1.8,27.5,"Fabaceae","Baphia pubescens",NA,NA,"Fabaceae","Baphia pubescens",NA,NA,"",0.772,"WDGenus",3127966,154,154,NA,154,154,154,NA,1300,"c","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162135,NA,"","197",10,NA,6,27,"Fabaceae","Baphia pubescens",NA,NA,"Fabaceae","Baphia pubescens",NA,NA,"",0.772,"WDGenus",3127967,154,154,NA,154,154,154,NA,1300,"c","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162136,NA,"","198",10,NA,6,28,"Fabaceae","Daniellia ogea",NA,NA,"Fabaceae","Daniellia ogea",NA,NA,"",0.430571429,"WDSpecies",3127968,137,137,NA,137,137,137,NA,1300,"m","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162137,NA,"","199",10,NA,1,30,"Cannabaceae","Celtis mildbraedii",NA,NA,"Cannabaceae","Celtis mildbraedii",NA,NA,"",0.593833333,"WDSpecies",3127969,190,190,NA,190,190,190,NA,1300,"b","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162138,NA,"","200",10,NA,0.5,30,"Simaroubaceae","Hannoa klaineana",NA,NA,"Simaroubaceae","Hannoa klaineana",NA,NA,"",0.310041667,"WDFamily",3127970,212,212,NA,212,212,212,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162139,NA,"","201",10,NA,3.5,36,"Simaroubaceae","Hannoa klaineana",NA,NA,"Simaroubaceae","Hannoa klaineana",NA,NA,"",0.310041667,"WDFamily",3127971,196,196,NA,196,196,196,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162140,NA,"","202",10,NA,2,36.5,"Moraceae","Milicia excelsa",NA,NA,"Moraceae","Milicia excelsa",NA,NA,"",0.575458333,"WDSpecies",3127972,207,207,NA,207,207,207,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162141,NA,"","203",10,NA,7,38,"Cannabaceae","Celtis adolfi-friderici",NA,NA,"Cannabaceae","Celtis adolfi-friderici",NA,NA,"",0.617158333,"WDGenus",3127973,149,149,NA,149,149,149,NA,1300,"b","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1707729,NA,"506","203.1",10,NA,39,3,"Myristicaceae","Pycnanthus angolensis",NA,NA,"Myristicaceae","Pycnanthus angolensis",NA,NA,"",0.4089,"WDSpecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162142,NA,"","204",10,NA,9,38,"Fabaceae","Baphia nitida",NA,NA,"Fabaceae","Baphia nitida",NA,NA,"",0.559,"WDSpecies",3127974,107,107,NA,107,107,107,NA,1300,"c","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162143,NA,"","205",10,NA,19,38.5,"Fabaceae","Albizia zygia",NA,NA,"Fabaceae","Albizia zygia",NA,NA,"",0.493666667,"WDSpecies",3127975,196,196,NA,196,196,196,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162144,NA,"","206",10,NA,18,31,"Malvaceae","Pterygota macrocarpa",NA,NA,"Malvaceae","Pterygota macrocarpa",NA,NA,"",0.49325,"WDSpecies",3127976,150,150,NA,150,150,150,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162145,NA,"","207",10,NA,16.5,30,"Bignoniaceae","Newbouldia laevis",NA,NA,"Bignoniaceae","Newbouldia laevis",NA,NA,"",0.539704762,"WDFamily",3127977,159,159,NA,159,159,159,NA,1300,"m","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162146,NA,"","208",10,NA,17,25,"Phyllanthaceae","Bridelia atroviridis",NA,NA,"Phyllanthaceae","Bridelia atroviridis",NA,NA,"",0.514208333,"WDGenus",3127978,140,140,NA,140,140,140,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1707728,NA,"505","208.1",10,NA,19.5,24,"Apocynaceae","Funtumia elastica",NA,NA,"Apocynaceae","Funtumia elastica",NA,NA,"",0.424,"WDGenus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1720692,NA,"956","208.2",10,NA,15,24,"Malvaceae","Sterculia rhinopetala",NA,NA,"Malvaceae","Sterculia rhinopetala",NA,NA,"",0.673,"WDSpecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162147,NA,"","209",10,NA,17,20.5,"Cannabaceae","Celtis mildbraedii",NA,NA,"Cannabaceae","Celtis mildbraedii",NA,NA,"",0.593833333,"WDSpecies",3127979,199,126,NA,126,126,126,NA,1300,"a","1",0,"1",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162148,NA,"","210",10,NA,19.5,20,"Olacaceae","Strombosia glaucescens",NA,NA,"Olacaceae","Strombosia glaucescens",NA,NA,"",0.827392857,"WDGenus",3127980,110,110,NA,110,110,110,NA,1300,"m","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162149,NA,"","211",11,NA,2.5,40.5,"Moraceae","Morus mesozygia",NA,NA,"Moraceae","Morus mesozygia",NA,NA,"",0.7265,"WDSpecies",3127981,113,113,NA,113,113,113,NA,1300,"f","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162150,NA,"","212",11,NA,3.5,41,"Sapindaceae","Blighia sapida",NA,NA,"Sapindaceae","Blighia sapida",NA,NA,"",0.762,"WDSpecies",3127982,158,158,NA,158,158,158,NA,1300,"m","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162151,NA,"","213",11,NA,0,45,"Malvaceae","Sterculia tragacantha",NA,NA,"Malvaceae","Sterculia tragacantha",NA,NA,"",0.51425,"WDGenus",3127983,150,150,NA,150,150,150,NA,1300,"m","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162152,NA,"","214",11,NA,5,46,"Fabaceae","Albizia zygia",NA,NA,"Fabaceae","Albizia zygia",NA,NA,"",0.493666667,"WDSpecies",3127984,254,254,NA,254,254,254,NA,1300,"m","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162153,NA,"","215",11,NA,8,53.5,"Apocynaceae","Funtumia elastica",NA,NA,"Apocynaceae","Funtumia elastica",NA,NA,"",0.424,"WDGenus",3127985,100,100,NA,100,100,100,NA,1300,"m","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1761300,NA,"","215.1",11,NA,3,57,"Fabaceae","Albizia zygia",NA,NA,"Fabaceae","Albizia zygia",NA,NA,"",0.493666667,"WDSpecies",5023499,NA,103,NA,103,103,103,NA,1300,"a","1",0,"4",NA,NA,NA,NA,NA,NA,"AB: only measured in 2017, extrapolated backwards by mean growth rates of size class","6047","2012.205","BOB_01","20120316","2012","03","16"
1162154,NA,"","216",11,NA,9,59,"Malvaceae","Bombax buonopozense",NA,NA,"Malvaceae","Bombax buonopozense",NA,NA,"",0.3245,"WDSpecies",3127986,113,113,NA,113,113,113,NA,1300,"m","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162155,NA,"","217",11,NA,11,59.5,"Apocynaceae","Funtumia elastica",NA,NA,"Apocynaceae","Funtumia elastica",NA,NA,"",0.424,"WDGenus",3127987,128,128,NA,128,128,128,NA,1300,"m","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162156,NA,"","218",11,NA,18,52,"Malvaceae","Ceiba pentandra",NA,NA,"Malvaceae","Ceiba pentandra",NA,NA,"",0.280642857,"WDSpecies",3127988,362,362,NA,362,362,362,NA,1300,"m","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1761302,NA,"324","218.1",11,NA,18,55,"Fabaceae","Albizia zygia",NA,NA,"Fabaceae","Albizia zygia",NA,NA,"",0.493666667,"WDSpecies",5023445,NA,122,NA,122,122,122,NA,1300,"a","1",0,"4",NA,NA,NA,NA,NA,NA,"AB: only measured in 2017, extrapolated backwards by mean growth rates of size class  ","6047","2012.205","BOB_01","20120316","2012","03","16"
1162157,NA,"","219",11,NA,19,50,"Cannabaceae","Celtis zenkeri",NA,NA,"Cannabaceae","Celtis zenkeri",NA,NA,"",0.6085,"WDSpecies",3127989,110,110,NA,110,110,110,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162158,NA,"","220",11,NA,18,49.5,"Malvaceae","Pterygota macrocarpa",NA,NA,"Malvaceae","Pterygota macrocarpa",NA,NA,"",0.49325,"WDSpecies",3127990,100,100,NA,100,100,100,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1761301,NA,"","220.1",11,NA,17,40.5,"Apocynaceae","Funtumia elastica",NA,NA,"Apocynaceae","Funtumia elastica",NA,NA,"",0.424,"WDGenus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162159,NA,"","221",12,NA,21,41,"Malvaceae","Pterygota macrocarpa",NA,NA,"Malvaceae","Pterygota macrocarpa",NA,NA,"",0.49325,"WDSpecies",3127991,116,116,NA,116,116,116,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162160,NA,"","222",12,NA,23,44,"Sapindaceae","Blighia sapida",NA,NA,"Sapindaceae","Blighia sapida",NA,NA,"",0.762,"WDSpecies",3127992,170,170,NA,170,170,170,NA,1300,"b","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162161,NA,"","223",12,NA,20,45,"Malvaceae","Cola gigantea",NA,NA,"Malvaceae","Cola gigantea",NA,NA,"",0.48,"WDSpecies",3127993,362,362,NA,362,362,362,NA,1300,"c","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162162,NA,"","224",12,NA,21,47.5,"Simaroubaceae","Hannoa klaineana",NA,NA,"Simaroubaceae","Hannoa klaineana",NA,NA,"",0.310041667,"WDFamily",3127994,508,508,NA,508,508,508,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162163,NA,"","225",12,NA,27.5,46,"Cannabaceae","Celtis zenkeri",NA,NA,"Cannabaceae","Celtis zenkeri",NA,NA,"",0.6085,"WDSpecies",3127995,150,150,NA,150,150,150,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162164,NA,"","226",12,NA,28,46,"Rubiaceae","Morinda lucida",NA,NA,"Rubiaceae","Morinda lucida",NA,NA,"",0.69565607,"WDFamily",3127996,160,160,NA,160,160,160,NA,1300,"a","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162165,NA,"","227",12,NA,29,46,"Malvaceae","Triplochiton scleroxylon",NA,NA,"Malvaceae","Triplochiton scleroxylon",NA,NA,"",0.3345,"WDSpecies",3127997,995,1096,NA,1096,1096,1096,NA,3200,"a","1",4,"4",NA,NA,NA,NA,NA,NA,"AB2017: median growth rate of size class","6047","2012.205","BOB_01","20120316","2012","03","16"
1707732,NA,"509","227.1",12,NA,29,45,"Malvaceae","Sterculia rhinopetala",NA,NA,"Malvaceae","Sterculia rhinopetala",NA,NA,"",0.673,"WDSpecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1162166,NA,"","228",12,NA,28,42,"Lecythidaceae","Napoleonaea vogelii",NA,NA,"Lecythidaceae","Napoleonaea vogelii",NA,NA,"",0.6740625,"WDFamily",3127998,110,110,NA,110,110,110,NA,1300,"m","1",0,"0",NA,NA,NA,NA,NA,NA,"","6047","2012.205","BOB_01","20120316","2012","03","16"
1761304,NA,"321","228.1",12,NA,24.5,42,"Malvaceae","Sterculia rhinopetala",NA,NA,"Malvaceae","Sterculia rhinopetala",NA,NA,"",0.673,"WDSpecies",5023511,NA,100,NA,100,100,100,NA,1300,"a","1",0,"4",NA,NA,NA,NA,NA,NA,"AB: only measured in 2017, extrapolated backwards by mean growth rates of size class","6047","2012.205","BOB_01","20120316","2012","03","16"
1761303,NA,"307","228.2",12,NA,25,41,"Malvaceae","Cola caricifolia",NA,NA,"Malvaceae","Cola caricifolia",NA,NA,"",0.601095238,"WDGenus",5023507,NA,102,NA,102,102,102,NA,1300,"a","1",0,"4",NA,NA,NA,NA,NA,NA,"AB: only measured in 2017, extrapolated backwards by mean growth rates of size class","6047","2012.205","BOB_01","20120316","2012","03","16"
