plot_code                 ,cwd_transect_num,transect_area_m2,measurement_num,year                     ,month                    ,day                      ,sub_transect_start_point,sub_transect_end_point,size_class,decay_class,diameter_top_1_cm,diameter_top_2_cm,diameter_bottom_1_cm,diameter_bottom_2_cm,length_cm,forest_weight_total_g,forest_weight_sample_g,dry_weight_sample_g,quality_code,is_stock,include_as_branch_npp,note,DaysBetween
LPG-01,2,200,300,2013,4,29,,,,3,,,,7.5,60,,,,,Y,N,,
LPG-01,2,200,301,2013,4,29,,,,2,,,,7.9,114,,,,,Y,N,,
LPG-01,2,200,302,2013,4,29,,,,5,,,,8.8,45,,,,,Y,N,,
LPG-01,2,200,303,2013,4,29,,,,2,,,,6.3,58,,,,,Y,N,,
LPG-01,2,200,304,2013,4,29,,,,3,,,,6.2,56,,,,,Y,N,,
LPG-01,2,200,305,2013,4,29,,,,5,,,,8.9,86,,,,,Y,N,,
LPG-01,2,200,306,2013,4,29,,,,5,,,,9.5,79,,,,,Y,N,,
LPG-01,2,200,307,2013,4,29,,,,4,,,,7,39,,,,,Y,N,,
LPG-01,2,200,308,2013,4,29,,,,3,,,,6.5,50,,,,,Y,N,,
LPG-01,2,200,309,2013,4,29,,,,4,,,,8.3,53,,,,,Y,N,,
LPG-01,2,200,310,2013,4,29,,,,4,,,,8.1,137,,,,,Y,N,,
LPG-01,2,200,311,2013,4,29,,,,3,,,,6.5,75,,,,,Y,N,,
LPG-01,2,200,312,2013,4,29,,,,5,,,,7.7,29,,,,,Y,N,,
LPG-01,2,200,313,2013,4,29,,,,4,,,,6.5,25,,,,,Y,N,,
LPG-01,2,200,314,2013,4,29,,,,4,,,,6.9,143,,,,,Y,N,,
LPG-01,2,200,315,2013,4,29,,,,3,,,,7.9,111,,,,,Y,N,,
LPG-01,2,200,316,2013,4,29,,,,2,,,,7.2,67,,,,,Y,N,,
LPG-01,2,200,317,2013,4,29,,,,4,,,,4.5,47,,,,,Y,N,,
LPG-01,2,200,318,2013,4,29,,,,2,,,,6.3,285,,,,,Y,N,,
LPG-01,2,200,319,2013,4,29,,,,3,,,,4.8,67,,,,,Y,N,,
LPG-01,2,200,320,2013,4,29,,,,4,,,,5.1,60,,,,,Y,N,,
LPG-01,2,200,321,2013,4,29,,,,3,,,,4.8,48,,,,,Y,N,,
LPG-01,2,200,322,2013,4,29,,,,4,,,,5,41,,,,,Y,N,,
LPG-01,2,200,323,2013,4,29,,,,3,,,,7.7,47,,,,,Y,N,,
LPG-01,2,200,324,2013,4,29,,,,4,,,,5.5,28,,,,,Y,N,,
LPG-01,2,200,325,2013,4,29,,,,4,,,,7.7,36,,,,,Y,N,,
LPG-01,2,200,326,2013,4,29,,,,5,,,,8.2,21,,,,,Y,N,,
LPG-01,2,200,327,2013,4,29,,,,3,,,,7.5,32,,,,,Y,N,,
LPG-01,2,200,328,2013,4,29,,,,5,,,,4.6,17,,,,,Y,N,,
LPG-01,2,200,329,2013,4,29,,,,4,,,,4.8,27,,,,,Y,N,,
LPG-01,2,200,330,2013,4,29,,,,3,,,,8.2,22,,,,,Y,N,,
LPG-01,2,200,331,2013,4,29,,,,4,,,,4,95,,,,,Y,N,,
LPG-01,2,200,332,2013,4,29,,,,3,,,,3.9,197,,,,,Y,N,,
LPG-01,2,200,333,2013,4,29,,,,3,,,,4.1,59,,,,,Y,N,,
LPG-01,2,200,334,2013,4,29,,,,3,,,,7.8,33,,,,,Y,N,,
LPG-01,2,200,335,2013,4,29,,,,3,,,,8.1,17,,,,,Y,N,,
LPG-01,2,200,336,2013,4,29,,,,3,,,,4.4,21,,,,,Y,N,,
LPG-01,2,200,337,2013,4,29,,,,3,,,,4.3,35,,,,,Y,N,,
LPG-01,2,200,338,2013,4,29,,,,3,,,,2.3,160,,,,,Y,N,,
LPG-01,2,200,339,2013,4,29,,,,2,,,,3.1,68,,,,,Y,N,,
LPG-01,2,200,340,2013,4,29,,,,4,,,,3.4,40,,,,,Y,N,,
LPG-01,2,200,341,2013,4,29,,,,5,,,,2.9,28,,,,,Y,N,,
LPG-01,2,200,342,2013,4,29,,,,2,,,,2.8,43,,,,,Y,N,,
LPG-01,2,200,343,2013,4,29,,,,4,,,,2.8,41,,,,,Y,N,,
LPG-01,2,200,344,2013,4,29,,,,3,,,,4.5,23,,,,,Y,N,,
LPG-01,2,200,345,2013,4,29,,,,3,,,,3.5,25,,,,,Y,N,,
LPG-01,2,200,346,2013,4,29,,,,3,,,,3.8,41,,,,,Y,N,,
LPG-01,2,200,347,2013,4,29,,,,NA,,,,3.8,36,,,,,Y,N,,
LPG-01,2,200,348,2013,4,29,,,,4,,,,4.3,25,,,,,Y,N,,
LPG-01,2,200,349,2013,4,29,,,,4,,,,3.7,31,,,,,Y,N,,
LPG-01,2,200,350,2013,4,29,,,,3,,,,3.5,33,,,,,Y,N,,
LPG-01,2,200,351,2013,4,29,,,,3,,,,2.9,22,,,,,Y,N,,
LPG-01,2,200,352,2013,4,29,,,,2,,,,3.1,49,,,,,Y,N,,
LPG-01,2,200,353,2013,4,29,,,,3,,,,4.4,12,,,,,Y,N,,
LPG-01,2,200,354,2013,4,29,,,,5,,,,3.9,12,,,,,Y,N,,
LPG-01,2,200,355,2013,4,29,,,,4,,,,3.7,60,,,,,Y,N,,
LPG-01,2,200,356,2013,4,29,,,,4,,,,3.1,25,,,,,Y,N,,
LPG-01,2,200,357,2013,4,29,,,,3,,,,2.2,76,,,,,Y,N,,
LPG-01,2,200,358,2013,4,29,,,,4,,,,2.5,39,,,,,Y,N,,
LPG-01,2,200,359,2013,4,29,,,,3,,,,2.2,80,,,,,Y,N,,
LPG-01,2,200,360,2013,4,29,,,,3,,,,2.4,56,,,,,Y,N,,
LPG-01,2,200,361,2013,4,29,,,,3,,,,2.8,72,,,,,Y,N,,
LPG-01,2,200,362,2013,4,29,,,,3,,,,3.2,55,,,,,Y,N,,
LPG-01,2,200,363,2013,4,29,,,,2,,,,4.1,33,,,,,Y,N,,
LPG-01,2,200,364,2013,4,29,,,,4,,,,3.2,36,,,,,Y,N,,
LPG-01,2,200,365,2013,4,29,,,,3,,,,3.6,42,,,,,Y,N,,
LPG-01,2,200,366,2013,4,29,,,,4,,,,2.5,39,,,,,Y,N,,
LPG-01,2,200,367,2013,4,29,,,,4,,,,2.7,29,,,,,Y,N,,
LPG-01,2,200,368,2013,4,29,,,,3,,,,2.5,26,,,,,Y,N,,
LPG-01,2,200,369,2013,4,29,,,,3,,,,2.9,21,,,,,Y,N,,
LPG-01,2,200,370,2013,4,29,,,,3,,,,3,16,,,,,Y,N,,
LPG-01,2,200,371,2013,4,29,,,,3,,,,3.2,48,,,,,Y,N,,
LPG-01,2,200,372,2013,4,29,,,,2,,,,2.7,37,,,,,Y,N,,
LPG-01,2,200,373,2013,4,29,,,,4,,,,2.5,20,,,,,Y,N,,
LPG-01,2,200,374,2013,4,29,,,,3,,,,2.5,48,,,,,Y,N,,
LPG-01,2,200,375,2013,4,29,,,,3,,,,3.5,24,,,,,Y,N,,
LPG-01,2,200,376,2013,4,29,,,,1,,,,2.2,61,,,,,Y,N,,
LPG-01,2,200,377,2013,4,29,,,,3,,,,2,92,,,,,Y,N,,
LPG-01,2,200,378,2013,4,29,,,,3,,,,2.2,25,,,,,Y,N,,
LPG-01,2,200,379,2013,4,29,,,,4,,,,2,64,,,,,Y,N,,
LPG-01,2,200,380,2013,4,29,,,,4,,,,3.1,51,,,,,Y,N,,
LPG-01,2,200,381,2013,4,29,,,,4,,,,3.8,23,,,,,Y,N,,
LPG-01,2,200,382,2013,4,29,,,,4,,,,2.5,20,,,,,Y,N,,
LPG-01,2,200,383,2013,4,29,,,,4,,,,3,19,,,,,Y,N,,
LPG-01,2,200,384,2013,4,29,,,,3,,,,3.3,20,,,,,Y,N,,
LPG-01,2,200,385,2013,4,29,,,,3,,,,3.5,23,,,,,Y,N,,
LPG-01,2,200,386,2013,4,29,,,,3,,,,2.1,34,,,,,Y,N,,
LPG-01,2,200,387,2013,4,29,,,,4,,,,2.3,19,,,,,Y,N,,
LPG-01,2,200,388,2013,4,29,,,,3,,,,3.1,30,,,,,Y,N,,
LPG-01,2,200,389,2013,4,29,,,,3,,,,2.8,18,,,,,Y,N,,
LPG-01,2,200,390,2013,4,29,,,,4,,,,3.3,36,,,,,Y,N,,
LPG-01,2,200,391,2013,4,29,,,,5,,,,4.4,8,,,,,Y,N,,
LPG-01,2,200,392,2013,4,29,,,,4,,,,3.9,9,,,,,Y,N,,
LPG-01,2,200,393,2013,4,29,,,,4,,,,2.3,32,,,,,Y,N,,
LPG-01,2,200,394,2013,4,29,,,,4,,,,2.6,16,,,,,Y,N,,
LPG-01,2,200,395,2013,4,29,,,,5,,,,2.4,23,,,,,Y,N,,
LPG-01,2,200,396,2013,4,29,,,,4,,,,3.4,10,,,,,Y,N,,
LPG-01,2,200,397,2013,4,29,,,,4,,,,2.2,30,,,,,Y,N,,
LPG-01,2,200,398,2013,4,29,,,,4,,,,2.2,32,,,,,Y,N,,
LPG-01,2,200,399,2013,4,29,,,,3,,,,17.3,100,,,,,Y,N,,
LPG-01,2,200,400,2013,4,29,,,,1,,,,13.4,100,,,,,Y,N,,
LPG-01,2,200,401,2013,4,29,,,,2,,,,4.9,100,,,,,Y,N,,
LPG-01,2,200,402,2013,4,29,,,,3,,,,7.9,210,,,,,Y,N,,
LPG-01,2,200,403,2013,4,29,,,,4,,,,37,50,,,,,Y,N,,
LPG-01,3,200,404,2013,4,29,,,,2,,,,2.5,64,,,,,Y,N,,
LPG-01,3,200,405,2013,4,29,,,,3,,,,3.2,60,,,,,Y,N,,
LPG-01,3,200,406,2013,4,29,,,,4,,,,2.1,83,,,,,Y,N,,
LPG-01,3,200,407,2013,4,29,,,,3,,,,2.1,63,,,,,Y,N,,
LPG-01,3,200,408,2013,4,29,,,,3,,,,2.1,113,,,,,Y,N,,
LPG-01,3,200,409,2013,4,29,,,,3,,,,2,120,,,,,Y,N,,
LPG-01,3,200,410,2013,4,29,,,,4,,,,2.4,72,,,,,Y,N,,
LPG-01,3,200,411,2013,4,29,,,,4,,,,2.5,25,,,,,Y,N,,
LPG-01,3,200,412,2013,4,29,,,,3,,,,4.8,57,,,,,Y,N,,
LPG-01,3,200,413,2013,4,29,,,,3,,,,3.8,32,,,,,Y,N,,
LPG-01,3,200,414,2013,4,29,,,,3,,,,3.2,40,,,,,Y,N,,
LPG-01,3,200,415,2013,4,29,,,,3,,,,3,16,,,,,Y,N,,
LPG-01,3,200,416,2013,4,29,,,,3,,,,4.7,22,,,,,Y,N,,
LPG-01,3,200,417,2013,4,29,,,,3,,,,2.8,26,,,,,Y,N,,
LPG-01,3,200,418,2013,4,29,,,,4,,,,3.5,88,,,,,Y,N,,
LPG-01,3,200,419,2013,4,29,,,,3,,,,4,80,,,,,Y,N,,
LPG-01,3,200,420,2013,4,29,,,,4,,,,3.5,35,,,,,Y,N,,
LPG-01,3,200,421,2013,4,29,,,,3,,,,3.1,11,,,,,Y,N,,
LPG-01,3,200,422,2013,4,29,,,,4,,,,5.5,47,,,,,Y,N,,
LPG-01,3,200,423,2013,4,29,,,,4,,,,3.8,14,,,,,Y,N,,
LPG-01,3,200,424,2013,4,29,,,,4,,,,3.1,15,,,,,Y,N,,
LPG-01,3,200,425,2013,4,29,,,,3,,,,2.5,56,,,,,Y,N,,
LPG-01,3,200,426,2013,4,29,,,,4,,,,3.3,15,,,,,Y,N,,
LPG-01,3,200,427,2013,4,29,,,,4,,,,3,72,,,,,Y,N,,
LPG-01,3,200,428,2013,4,29,,,,4,,,,2.5,26,,,,,Y,N,,
LPG-01,3,200,429,2013,4,29,,,,3,,,,4.5,55,,,,,Y,N,,
LPG-01,3,200,430,2013,4,29,,,,4,,,,4.5,30,,,,,Y,N,,
LPG-01,3,200,431,2013,4,29,,,,3,,,,4.4,41,,,,,Y,N,,
LPG-01,3,200,432,2013,4,29,,,,3,,,,2.6,70,,,,,Y,N,,
LPG-01,3,200,433,2013,4,29,,,,4,,,,2.7,20,,,,,Y,N,,
LPG-01,3,200,434,2013,4,29,,,,4,,,,3.1,30,,,,,Y,N,,
LPG-01,3,200,435,2013,4,29,,,,4,,,,5.2,60,,,,,Y,N,,
LPG-01,3,200,436,2013,4,29,,,,5,,,,6.1,39,,,,,Y,N,,
LPG-01,3,200,437,2013,4,29,,,,4,,,,11.5,16,,,,,Y,N,,
LPG-01,3,200,438,2013,4,29,,,,4,,,,7.4,48,,,,,Y,N,,
LPG-01,3,200,439,2013,4,29,,,,4,,,,3.3,30,,,,,Y,N,,
LPG-01,3,200,440,2013,4,29,,,,4,,,,2.7,112,,,,,Y,N,,
LPG-01,3,200,441,2013,4,29,,,,4,,,,2.7,46,,,,,Y,N,,
LPG-01,3,200,442,2013,4,29,,,,2,,,,2.5,58,,,,,Y,N,,
LPG-01,3,200,443,2013,4,29,,,,3,,,,2.7,35,,,,,Y,N,,
LPG-01,3,200,444,2013,4,29,,,,5,,,,3.7,17,,,,,Y,N,,
LPG-01,3,200,445,2013,4,29,,,,4,,,,4.5,60,,,,,Y,N,,
LPG-01,3,200,446,2013,4,29,,,,4,,,,2.4,27,,,,,Y,N,,
LPG-01,3,200,447,2013,4,29,,,,4,,,,2.7,26,,,,,Y,N,,
LPG-01,3,200,448,2013,4,29,,,,4,,,,3.6,35,,,,,Y,N,,
LPG-01,3,200,449,2013,4,29,,,,4,,,,3.5,24,,,,,Y,N,,
LPG-01,3,200,450,2013,4,29,,,,5,,,,11.8,15,,,,,Y,N,,
LPG-01,3,200,451,2013,4,29,,,,4,,,,3,31,,,,,Y,N,,
LPG-01,3,200,452,2013,4,29,,,,3,,,,4.6,24,,,,,Y,N,,
LPG-01,3,200,453,2013,4,29,,,,3,,,,12,31,,,,,Y,N,,
LPG-01,3,200,454,2013,4,29,,,,4,,,,5.5,20,,,,,Y,N,,
LPG-01,3,200,455,2013,4,29,,,,4,,,,2.3,35,,,,,Y,N,,
LPG-01,3,200,456,2013,4,29,,,,3,,,,2.1,66,,,,,Y,N,,
LPG-01,3,200,457,2013,4,29,,,,4,,,,5.3,23,,,,,Y,N,,
LPG-01,3,200,458,2013,4,29,,,,5,,,,8.7,30,,,,,Y,N,,
LPG-01,3,200,459,2013,4,29,,,,5,,,,9,19,,,,,Y,N,,
LPG-01,3,200,460,2013,4,29,,,,4,,,,4.8,9,,,,,Y,N,,
LPG-01,3,200,461,2013,4,29,,,,3,,,,2.4,48,,,,,Y,N,,
LPG-01,3,200,462,2013,4,29,,,,3,,,,2.9,42,,,,,Y,N,,
LPG-01,3,200,463,2013,4,29,,,,4,,,,14.1,37,,,,,Y,N,,
LPG-01,3,200,464,2013,4,29,,,,4,,,,13.5,41,,,,,Y,N,,
LPG-01,3,200,465,2013,4,29,,,,3,,,,2.8,27,,,,,Y,N,,
LPG-01,3,200,466,2013,4,29,,,,5,,,,3.1,8,,,,,Y,N,,
LPG-01,3,200,467,2013,4,29,,,,4,,,,3.9,10,,,,,Y,N,,
LPG-01,3,200,468,2013,4,29,,,,3,,,,3.1,55,,,,,Y,N,,
LPG-01,3,200,469,2013,4,29,,,,4,,,,2.1,30,,,,,Y,N,,
LPG-01,3,200,470,2013,4,29,,,,4,,,,3.4,13,,,,,Y,N,,
LPG-01,3,200,471,2013,4,29,,,,3,,,,3.3,10,,,,,Y,N,,
LPG-01,3,200,472,2013,4,29,,,,4,,,,6.4,150,,,,,Y,N,,
LPG-01,3,200,473,2013,4,29,,,,3,,,,2.2,44,,,,,Y,N,,
LPG-01,3,200,474,2013,4,29,,,,3,,,,3.3,17,,,,,Y,N,,
LPG-01,3,200,475,2013,4,29,,,,3,,,,2.7,50,,,,,Y,N,,
LPG-01,3,200,476,2013,4,29,,,,3,,,,2.3,30,,,,,Y,N,,
LPG-01,3,200,477,2013,4,29,,,,4,,,,2.5,22,,,,,Y,N,,
LPG-01,3,200,478,2013,4,29,,,,3,,,,7.7,117,,,,,Y,N,,
LPG-01,3,200,479,2013,4,29,,,,3,,,,2.2,32,,,,,Y,N,,
LPG-01,3,200,480,2013,4,29,,,,4,,,,2.9,51,,,,,Y,N,,
LPG-01,3,200,481,2013,4,29,,,,4,,,,10.8,28,,,,,Y,N,,
LPG-01,3,200,482,2013,4,29,,,,5,,,,6.5,11,,,,,Y,N,,
LPG-01,3,200,483,2013,4,29,,,,4,,,,3.9,62,,,,,Y,N,,
LPG-01,3,200,484,2013,4,29,,,,3,,,,7.1,45,,,,,Y,N,,
LPG-01,3,200,485,2013,4,29,,,,3,,,,3,16,,,,,Y,N,,
LPG-01,3,200,486,2013,4,29,,,,2,,,,14.8,37,,,,,Y,N,,
LPG-01,3,200,487,2013,4,29,,,,3,,,,3.7,16,,,,,Y,N,,
LPG-01,3,200,488,2013,4,29,,,,4,,,,4.7,70,,,,,Y,N,,
LPG-01,3,200,489,2013,4,29,,,,4,,,,3.2,52,,,,,Y,N,,
LPG-01,3,200,490,2013,4,29,,,,3,,,,2.2,56,,,,,Y,N,,
LPG-01,3,200,491,2013,4,29,,,,4,,,,3.1,37,,,,,Y,N,,
LPG-01,3,200,492,2013,4,29,,,,5,,,,3.5,16,,,,,Y,N,,
LPG-01,3,200,493,2013,4,29,,,,4,,,,2.9,7,,,,,Y,N,,
LPG-01,3,200,494,2013,4,29,,,,4,,,,6.1,54,,,,,Y,N,,
LPG-01,3,200,495,2013,4,29,,,,4,,,,4.3,68,,,,,Y,N,,
LPG-01,3,200,496,2013,4,29,,,,4,,,,4.6,68,,,,,Y,N,,
LPG-01,3,200,497,2013,4,29,,,,3,,,,4.2,35,,,,,Y,N,,
LPG-01,3,200,498,2013,4,29,,,,4,,,,4.5,75,,,,,Y,N,,
LPG-01,3,200,499,2013,4,29,,,,4,,,,3.6,42,,,,,Y,N,,
LPG-01,3,200,500,2013,4,29,,,,3,,,,14.3,40,,,,,Y,N,,
LPG-01,3,200,501,2013,4,29,,,,5,,,,13.2,80,,,,,Y,N,,
LPG-01,3,200,502,2013,4,29,,,,4,,,,5.9,20,,,,,Y,N,,
LPG-01,3,200,503,2013,4,29,,,,5,,,,6.5,33,,,,,Y,N,,
LPG-01,3,200,504,2013,4,29,,,,4,,,,8,70,,,,,Y,N,,
LPG-01,3,200,505,2013,4,29,,,,4,,,,6,65,,,,,Y,N,,
LPG-01,3,200,506,2013,4,29,,,,4,,,,5.7,70,,,,,Y,N,,
LPG-01,3,200,507,2013,4,29,,,,4,,,,2.1,30,,,,,Y,N,,
LPG-01,3,200,508,2013,4,29,,,,4,,,,6.3,115,,,,,Y,N,,
LPG-01,3,200,509,2013,4,29,,,,4,,,,6.4,75,,,,,Y,N,,
LPG-01,3,200,510,2013,4,29,,,,4,,,,5,42,,,,,Y,N,,
LPG-01,3,200,511,2013,4,29,,,,2,,,,8.9,82,,,,,Y,N,,
LPG-01,3,200,512,2013,4,29,,,,4,,,,7.8,70,,,,,Y,N,,
LPG-01,3,200,513,2013,4,29,,,,3,,,,8.8,121,,,,,Y,N,,
LPG-01,3,200,514,2013,4,29,,,,3,,,,4.7,71,,,,,Y,N,,
LPG-01,3,200,515,2013,4,29,,,,3,,,,6.2,43,,,,,Y,N,,
LPG-01,3,200,516,2013,4,29,,,,3,,,,5.1,47,,,,,Y,N,,
LPG-01,3,200,517,2013,4,29,,,,4,,,,2.2,15,,,,,Y,N,,
LPG-01,3,200,518,2013,4,29,,,,4,,,,2.6,8,,,,,Y,N,,
LPG-01,3,200,519,2013,4,29,,,,4,,,,2.7,30,,,,,Y,N,,
LPG-01,3,200,520,2013,4,29,,,,2,,,,2.4,26,,,,,Y,N,,
LPG-01,3,200,521,2013,4,29,,,,4,,,,2.2,33,,,,,Y,N,,
LPG-01,3,200,522,2013,4,29,,,,4,,,,2.5,49,,,,,Y,N,,
LPG-01,3,200,523,2013,4,29,,,,3,,,,2.3,21,,,,,Y,N,,
LPG-01,3,200,524,2013,4,29,,,,3,,,,3,20,,,,,Y,N,,
LPG-01,3,200,525,2013,4,29,,,,3,,,,2.7,18,,,,,Y,N,,
LPG-01,3,200,526,2013,4,29,,,,3,,,,2.3,25,,,,,Y,N,,
LPG-01,3,200,527,2013,4,29,,,,3,,,,2.4,12,,,,,Y,N,,
LPG-01,3,200,528,2013,4,29,,,,2,,,,2.5,30,,,,,Y,N,,
LPG-01,3,200,529,2013,4,29,,,,4,,,,2.4,35,,,,,Y,N,,
LPG-01,3,200,530,2013,4,29,,,,4,,,,2.3,22,,,,,Y,N,,
LPG-01,3,200,531,2013,4,29,,,,4,,,,2.5,21,,,,,Y,N,,
LPG-01,3,200,532,2013,4,29,,,,3,,,,2.6,17,,,,,Y,N,,
LPG-01,3,200,533,2013,4,29,,,,4,,,,2.2,19,,,,,Y,N,,
LPG-01,3,200,534,2013,4,29,,,,4,,,,3.2,7,,,,,Y,N,,
LPG-01,3,200,535,2013,4,29,,,,3,,,,2.1,60,,,,,Y,N,,
LPG-01,3,200,536,2013,4,29,,,,4,,,,2.2,22,,,,,Y,N,,
LPG-01,3,200,537,2013,4,29,,,,4,,,,2.5,31,,,,,Y,N,,
LPG-01,3,200,538,2013,4,29,,,,3,,,,4.7,10,,,,,Y,N,,
LPG-01,3,200,539,2013,4,29,,,,4,,,,2.5,10,,,,,Y,N,,
LPG-01,3,200,540,2013,4,29,,,,3,,,,3.4,9,,,,,Y,N,,
LPG-01,3,200,541,2013,4,29,,,,4,,,,3.2,18,,,,,Y,N,,
LPG-01,3,200,542,2013,4,29,,,,3,,,,2.6,13,,,,,Y,N,,
LPG-01,3,200,543,2013,4,29,,,,3,,,,2.1,24,,,,,Y,N,,
LPG-01,3,200,544,2013,4,29,,,,5,,,,3.1,15,,,,,Y,N,,
LPG-01,3,200,545,2013,4,29,,,,4,,,,2.2,22,,,,,Y,N,,
LPG-01,3,200,546,2013,4,29,,,,4,,,,3.2,10,,,,,Y,N,,
LPG-01,3,200,547,2013,4,29,,,,3,,,,2,15,,,,,Y,N,,
LPG-01,3,200,548,2013,4,29,,,,4,,,,2.1,21,,,,,Y,N,,
LPG-01,3,200,549,2013,4,29,,,,3,,,,2.1,19,,,,,Y,N,,
LPG-01,3,200,550,2013,4,29,,,,5,,,,4.3,11,,,,,Y,N,,
LPG-01,3,200,551,2013,4,29,,,,4,,,,2.5,20,,,,,Y,N,,
LPG-01,3,200,552,2013,4,29,,,,3,,,,2.1,15,,,,,Y,N,,
LPG-01,3,200,553,2013,4,29,,,,4,,,,2.3,15,,,,,Y,N,,
LPG-01,3,200,554,2013,4,29,,,,3,,,,2.1,21,,,,,Y,N,,
LPG-01,3,200,555,2013,4,29,,,,5,,,,2.3,8,,,,,Y,N,,
LPG-01,3,200,556,2013,4,29,,,,3,,,,2.8,12,,,,,Y,N,,
LPG-01,3,200,557,2013,4,29,,,,4,,,,2.5,18,,,,,Y,N,,
LPG-01,3,200,558,2013,4,29,,,,4,,,,2.5,10,,,,,Y,N,,
LPG-01,3,200,559,2013,4,29,,,,3,,,,3,7,,,,,Y,N,,
LPG-01,3,200,560,2013,4,29,,,,3,,,,2.8,7,,,,,Y,N,,
LPG-01,3,200,561,2013,4,29,,,,4,,,,2.3,7,,,,,Y,N,,
LPG-01,3,200,562,2013,4,29,,,,4,,,,2.4,43,,,,,Y,N,,
LPG-01,3,200,563,2013,4,29,,,,4,,,,4.6,10,,,,,Y,N,,
LPG-01,3,200,564,2013,4,29,,,,4,,,,2.6,12,,,,,Y,N,,
LPG-01,3,200,565,2013,4,29,,,,3,,,,4.2,41,,,,,Y,N,,
LPG-01,3,200,566,2013,4,29,,,,4,,,,4.3,55,,,,,Y,N,,
LPG-01,3,200,567,2013,4,29,,,,3,,,,10,51,,,,,Y,N,,
LPG-01,3,200,568,2013,4,29,,,,3,,,,5.1,52,,,,,Y,N,,
LPG-01,3,200,569,2013,4,29,,,,4,,,,7.4,112,,,,,Y,N,,
LPG-01,3,200,570,2013,4,29,,,,3,,,,3.5,54,,,,,Y,N,,
LPG-01,3,200,571,2013,4,29,,,,3,,,,3.8,38,,,,,Y,N,,
LPG-01,3,200,572,2013,4,29,,,,2,,,,3.7,71,,,,,Y,N,,
LPG-01,3,200,573,2013,4,29,,,,3,,,,4.3,46,,,,,Y,N,,
LPG-01,3,200,574,2013,4,29,,,,4,,,,5.7,60,,,,,Y,N,,
LPG-01,3,200,575,2013,4,29,,,,4,,,,21.7,83,,,,,Y,N,,
LPG-01,3,200,576,2013,4,29,,,,5,,,,3.5,10,,,,,Y,N,,
LPG-01,3,200,577,2013,4,29,,,,4,,,,6.3,23,,,,,Y,N,,
LPG-01,3,200,578,2013,4,29,,,,5,,,,8.7,19,,,,,Y,N,,
LPG-01,3,200,579,2013,4,29,,,,4,,,,3.1,22,,,,,Y,N,,
LPG-01,3,200,580,2013,4,29,,,,3,,,,7,21,,,,,Y,N,,
LPG-01,3,200,581,2013,4,29,,,,4,,,,2.8,25,,,,,Y,N,,
LPG-01,3,200,582,2013,4,29,,,,4,,,,5.9,29,,,,,Y,N,,
LPG-01,3,200,583,2013,4,29,,,,4,,,,2.8,29,,,,,Y,N,,
LPG-01,3,200,584,2013,4,29,,,,3,,,,4.8,35,,,,,Y,N,,
LPG-01,3,200,585,2013,4,29,,,,4,,,,2.8,11,,,,,Y,N,,
LPG-01,3,200,586,2013,4,29,,,,3,,,,5.2,35,,,,,Y,N,,
LPG-01,3,200,587,2013,4,29,,,,4,,,,3.3,35,,,,,Y,N,,
LPG-01,3,200,588,2013,4,29,,,,4,,,,7.3,11,,,,,Y,N,,
LPG-01,3,200,589,2013,4,29,,,,4,,,,6,15,,,,,Y,N,,
LPG-01,3,200,590,2013,4,29,,,,3,,,,2.5,26,,,,,Y,N,,
LPG-01,3,200,591,2013,4,29,,,,3,,,,4.3,31,,,,,Y,N,,
LPG-01,3,200,592,2013,4,29,,,,3,,,,2,20,,,,,Y,N,,
LPG-01,3,200,593,2013,4,29,,,,4,,,,3.6,16,,,,,Y,N,,
LPG-01,3,200,594,2013,4,29,,,,3,,,,2.1,28,,,,,Y,N,,
LPG-01,3,200,595,2013,4,29,,,,3,,,,3,53,,,,,Y,N,,
LPG-01,3,200,596,2013,4,29,,,,5,,,,2.5,15,,,,,Y,N,,
LPG-01,3,200,597,2013,4,29,,,,3,,,,2.5,42,,,,,Y,N,,
LPG-01,3,200,598,2013,4,29,,,,5,,,,3.1,14,,,,,Y,N,,
LPG-01,3,200,599,2013,4,29,,,,4,,,,2.4,27,,,,,Y,N,,
LPG-01,3,200,600,2013,4,29,,,,3,,,,3,26,,,,,Y,N,,
LPG-01,3,200,601,2013,4,29,,,,4,,,,3.1,68,,,,,Y,N,,
LPG-01,3,200,602,2013,4,29,,,,5,,,,3.2,12,,,,,Y,N,,
LPG-01,3,200,603,2013,4,29,,,,4,,,,8.5,39,,,,,Y,N,,
LPG-01,3,200,604,2013,4,29,,,,4,,,,2.8,18,,,,,Y,N,,
LPG-01,3,200,605,2013,4,29,,,,3,,,,2.9,32,,,,,Y,N,,
LPG-01,3,200,606,2013,4,29,,,,3,,,,2.9,20,,,,,Y,N,,
LPG-01,3,200,607,2013,4,29,,,,4,,,,3.4,31,,,,,Y,N,,
LPG-01,3,200,608,2013,4,29,,,,5,,,,3.1,20,,,,,Y,N,,
LPG-01,3,200,609,2013,4,29,,,,3,,,,2.5,37,,,,,Y,N,,
LPG-01,3,200,610,2013,4,29,,,,5,,,,3.1,12,,,,,Y,N,,
LPG-01,3,200,611,2013,4,29,,,,2,,,,3.1,31,,,,,Y,N,,
LPG-01,3,200,612,2013,4,29,,,,4,,,,2.4,20,,,,,Y,N,,
LPG-01,3,200,613,2013,4,29,,,,3,,,,3.3,25,,,,,Y,N,,
LPG-01,3,200,614,2013,4,29,,,,3,,,,3.1,73,,,,,Y,N,,
