plot_code,decay_class,dry_weight_g,volumn_cm3
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,300,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,200,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,360,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,200,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,290,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,360,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-04,1,0,NA
XXX-04,2,0,NA
XXX-04,3,0,NA
XXX-04,4,0,NA
XXX-04,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,48.2,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,276.9,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,74.8,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,53.7,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,124.6,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,46.2,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,121.4,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,57.9,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,70.9,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,92.3,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,60.9,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,125,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,39.2,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,47.1,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,347.6,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,98.3,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,68.1,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,92.7,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,118.1,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,85.3,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,95,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,215,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,210,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,90.6,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,191.47,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,240.5,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,97.13,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,250.92,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,129.77,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,157.78,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,163.17,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,128.52,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,150.82,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,94.67,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,119.2,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,250,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,200,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,200,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,200,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,250,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,200,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,230,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,250,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,250,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,200,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
XXX-05,5,0,NA
XXX-05,1,0,NA
XXX-05,2,0,NA
XXX-05,3,0,NA
XXX-05,4,0,NA
